SIGNAL2,B,C,D
365,0.6171,1.132E4,1.83439E4
366,0.6173,1.065E4,1.72526E4
367,0.6169,1.009E4,1.6356E4
368,0.6177,1.037E4,1.67881E4
369,0.6174,9790,1.58568E4
370,0.6167,9830,1.59397E4
371,0.6176,1.04E4,1.68394E4
372,0.6177,9280,1.50235E4
373,0.6172,8780,1.42255E4
374,0.6174,8330,1.34921E4
375,0.6174,7300,1.18238E4
376,0.6176,7670,1.2419E4
377,0.6174,7130,1.15484E4
378,0.6176,6860,1.11075E4
379,0.6177,6790,1.09924E4
380,0.6175,6610,1.07045E4
381,0.6173,5870,9509.15276
382,0.6174,7040,1.14027E4
383,0.6177,8490,1.37445E4
384,0.6171,1.194E4,1.93486E4
385,0.6176,1.773E4,2.87079E4
386,0.6169,2.751E4,4.45939E4
387,0.6173,4E4,6.47983E4
388,0.6173,5.901E4,9.55937E4
389,0.6169,8.557E4,1.3871E5
390,0.6178,1.1428E5,1.84979E5
391,0.6177,1.4685E5,2.37737E5
392,0.6178,1.8355E5,2.97103E5
393,0.6168,2.1758E5,3.52756E5
394,0.6176,2.472E5,4.00259E5
395,0.6177,2.7091E5,4.38579E5
396,0.6174,2.9061E5,4.707E5
397,0.6174,2.9307E5,4.74684E5
398,0.6171,2.8358E5,4.59537E5
399,0.6177,2.7013E5,4.37316E5
400,0.6171,2.4548E5,3.97796E5
401,0.6178,2.1144E5,3.42247E5
402,0.6173,1.7885E5,2.89729E5
403,0.6176,1.4197E5,2.29874E5
404,0.6176,1.0678E5,1.72895E5
405,0.6179,8.029E4,1.2994E5
406,0.6173,5.66E4,9.16896E4
407,0.6177,3.708E4,6.00291E4
408,0.6174,2.542E4,4.11727E4
409,0.6175,1.652E4,2.6753E4
410,0.6174,1.169E4,1.89342E4
411,0.6176,8720,1.41192E4
412,0.6176,7240,1.17228E4
413,0.6173,5620,9104.16329
414,0.6178,4640,7510.5212
415,0.6179,3680,5955.65626
416,0.6175,3720,6024.2915
417,0.6176,2830,4582.25389
418,0.6173,2740,4438.68459
419,0.6174,2040,3304.17881
420,0.6172,1970,3191.83409
421,0.6173,1900,3077.91997
422,0.6173,1770,2867.32545
423,0.6178,1680,2719.32664
424,0.6178,1590,2573.64843
425,0.6178,1540,2492.71609
426,0.6172,1800,2916.39663
427,0.6174,1590,2575.31584
428,0.6174,1650,2672.49757
429,0.6175,1610,2607.28745
430,0.6175,1420,2299.59514
431,0.6172,1570,2543.74595
432,0.6177,1280,2072.20333
433,0.6182,1350,2183.7593
434,0.6182,1400,2264.63928
435,0.6177,1300,2104.58151
436,0.6171,1350,2187.65192
437,0.6172,1210,1960.46662
438,0.6175,1310,2121.45749
439,0.6172,1270,2057.67984
440,0.6172,1300,2106.28645
441,0.6173,1440,2332.73935
442,0.6171,1100,1782.53119
443,0.6178,1200,1942.37617
444,0.6172,1120,1814.64679
445,0.6172,1270,2057.67984
446,0.617,1050,1701.78282
447,0.6169,1190,1928.99984
448,0.6165,1280,2076.23682
449,0.6169,1200,1945.20992
450,0.6169,1370,2220.78133
