SIGNAL2,B,C,D
270,0.00919,364,3.96065E4
272,0.00919,272,2.95884E4
274,0.00919,224,2.43849E4
276,0.00919,224,2.4386E4
278,0.00918,240,2.61335E4
280,0.00918,196,2.1361E4
282,0.00919,264,2.87394E4
284,0.00918,236,2.56957E4
286,0.00918,240,2.61381E4
288,0.00918,256,2.78831E4
290,0.00919,320,3.48387E4
292,0.00919,272,2.96116E4
294,0.00918,252,2.7445E4
296,0.00919,224,2.4386E4
298,0.00919,248,2.69988E4
300,0.00918,296,3.22468E4
302,0.00918,316,3.44122E4
304,0.00918,304,3.30982E4
306,0.00918,324,3.52864E4
308,0.0092,336,3.65344E4
310,0.0092,292,3.17336E4
312,0.00919,276,3.0034E4
314,0.00919,364,3.96255E4
316,0.00918,388,4.22455E4
318,0.00918,316,3.44182E4
320,0.00918,304,3.31313E4
322,0.00918,320,3.48538E4
324,0.00918,288,3.13725E4
326,0.00918,344,3.74842E4
328,0.00918,308,3.3557E4
330,0.00918,312,3.39825E4
332,0.00918,312,3.40032E4
334,0.00918,268,2.91812E4
336,0.00919,356,3.87445E4
338,0.00919,292,3.17889E4
340,0.00918,332,3.61624E4
342,0.00919,328,3.57065E4
344,0.00918,436,4.74842E4
346,0.00918,364,3.96376E4
348,0.00918,280,3.04851E4
350,0.00918,280,3.04998E4
352,0.00919,308,3.35264E4
354,0.00918,412,4.489E4
356,0.00919,340,3.70048E4
358,0.00918,336,3.65838E4
360,0.00919,380,4.13511E4
362,0.00919,272,2.96129E4
364,0.00919,316,3.44032E4
366,0.00919,412,4.48391E4
368,0.00919,368,4.0047E4
370,0.00919,344,3.74238E4
372,0.00919,392,4.26402E4
374,0.00919,252,2.74211E4
376,0.00919,292,3.1782E4
378,0.00919,336,3.6544E4
380,0.00919,236,2.56678E4
382,0.00919,364,3.96065E4
384,0.00919,288,3.13466E4
386,0.0092,320,3.47962E4
388,0.0092,316,3.43658E4
390,0.00919,304,3.30636E4
392,0.0092,260,2.8256E4
394,0.00919,332,3.61215E4
396,0.00919,312,3.39559E4
398,0.0092,316,3.43463E4
400,0.0092,328,3.56475E4
402,0.0092,312,3.39145E4
404,0.0092,316,3.43419E4
406,0.0092,316,3.43344E4
408,0.0092,272,2.95742E4
410,0.0092,324,3.52051E4
412,0.00921,340,3.6934E4
414,0.0092,340,3.69581E4
416,0.0092,348,3.78212E4
418,0.0092,384,4.17391E4
420,0.0092,292,3.17529E4
422,0.00919,364,3.95893E4
424,0.0092,332,3.60964E4
426,0.0092,312,3.39234E4
428,0.0092,380,4.12918E4
430,0.00921,268,2.9114E4
