"Sample Name","Reservoir","Site","DateTime","Depth_m","Rep","Dilution"
"20250327_CC2_17feb25_01R1.csv","CCR",92,2025-02-26,0.1,1,1
"20250327_CC2_17feb25_01R2.csv","CCR",92,2025-02-26,0.1,2,1
"20250327_CC3_17feb25_01R1.csv","CCR",90,2025-02-26,0.1,1,1
"20250327_CC3_17feb25_15R1.csv","CCR",90,2025-02-26,1.5,1,1
"20250327_CC3_17feb25_BOTR1.csv","CCR",90,2025-02-26,5,1,1
"20250327_CC4_17feb25_01R1.csv","CCR",88,2025-02-26,0.1,1,1
"20250327_CC4_17feb25_15R1.csv","CCR",88,2025-02-26,1.5,1,1
"20250327_CC4_17feb25_6R1.csv","CCR",88,2025-02-26,6,1,1
"20250327_CC4_17feb25_9R1.csv","CCR",88,2025-02-26,9,1,1
"20250327_CC4_17feb25_BOTR1.csv","CCR",88,2025-02-26,12,1,1
"20250327_CP1_17feb25_01R2.csv","CCR",98,2025-02-26,0.1,2,1
"20250327_CS1_17feb25_01R2.csv","CCR",101,2025-02-26,0.1,2,1
"20250417_CC3_16apr25_01R2.csv","CCR",90,2025-04-16,0.1,2,1
"20250417_CC3_16apr25_BOTR2.csv","CCR",90,2025-04-16,5.5,2,1
"20250417_CS1_16apr25_01R2.csv","CCR",101,2025-04-16,0.1,2,1
"20250421_C50_16apr25_20R1.csv","CCR",50,2025-04-16,20,1,1
"20250421_C50_16apr25_6R1.csv","CCR",50,2025-04-16,6,1,1
"20250421_CC4_28oct24_6R1.csv","CCR",88,2024-10-28,6,1,1
"20250421_CP1_16apr25_BOTR1.csv","CCR",98,2025-04-16,0.8,1,1
"20250423_CC2_16apr25_01R1.csv","CCR",92,2025-04-16,0.1,1,1
"20250423_CC3_16apr25_01R1.csv","CCR",90,2025-04-16,0.1,1,1
"20250423_CC3_16apr25_15R1.csv","CCR",90,2025-04-16,1.5,1,1
"20250423_CC3_16apr25_BOTR1.csv","CCR",90,2025-04-16,5.5,1,1
"20250423_CC4_16apr25_6R2.csv","CCR",88,2025-04-16,6,2,1
"20250423_CC4_16apr25_BOTR2.csv","CCR",88,2025-04-16,12,2,1
"20250423_CP1_16apr25_01R1.csv","CCR",98,2025-04-16,0.1,1,1
"20250423_CP1_16apr25_01R2.csv","CCR",98,2025-04-16,0.1,2,1
"20250423_CP2_16apr25_01R1.csv","CCR",96,2025-04-16,0.1,1,1
"20250423_CP2_16apr25_BOTR1.csv","CCR",96,2025-04-16,0.9,1,1
"20250423_CS1_16apr25_01R1.csv","CCR",101,2025-04-16,0.1,1,1
"20250423_CS2_16apr25_01R1.csv","CCR",100,2025-04-16,0.1,1,1
"20250424_C50_16apr25_01R1.csv","CCR",50,2025-04-16,0.1,1,1
"20250424_C50_16apr25_15R1.csv","CCR",50,2025-04-16,1.5,1,1
"20250424_C50_16apr25_9R1.csv","CCR",50,2025-04-16,9,1,1
"20250424_CC2_16apr25_BOTR1.csv","CCR",92,2025-04-16,1.8,1,1
"20250424_CC2_16apr25_BOTR2.csv","CCR",92,2025-04-16,1.8,2,1
"20250424_CC4_16apr25_01R1.csv","CCR",88,2025-04-16,0.1,1,1
"20250424_CC4_16apr25_15R1.csv","CCR",88,2025-04-16,1.5,1,1
"20250424_CC4_16apr25_6R1.csv","CCR",88,2025-04-16,6,1,1
"20250424_CC4_16apr25_9R1.csv","CCR",88,2025-04-16,9,1,1
"20250424_CC4_16apr25_BOTR1.csv","CCR",88,2025-04-16,12,1,1
