SIGNAL2,B,C,D
365,0.6135,1.16E4,1.89079E4
366,0.6133,1.08E4,1.76097E4
367,0.614,1.066E4,1.73616E4
368,0.6139,1.046E4,1.70386E4
369,0.6138,1.019E4,1.66015E4
370,0.6139,1.044E4,1.7006E4
371,0.6131,9430,1.53809E4
372,0.6134,9730,1.58624E4
373,0.613,8670,1.41436E4
374,0.6136,8220,1.33963E4
375,0.613,8850,1.44372E4
376,0.613,7900,1.28874E4
377,0.6138,7750,1.26263E4
378,0.6131,7620,1.24286E4
379,0.6133,7180,1.17072E4
380,0.614,6910,1.12541E4
381,0.6134,6520,1.06293E4
382,0.6132,7780,1.26875E4
383,0.6132,8900,1.4514E4
384,0.6131,1.114E4,1.817E4
385,0.613,1.699E4,2.77162E4
386,0.6135,2.614E4,4.2608E4
387,0.6131,3.714E4,6.05774E4
388,0.6138,5.605E4,9.13164E4
389,0.6136,8.072E4,1.31551E5
390,0.6138,1.0881E5,1.77273E5
391,0.6138,1.4058E5,2.29032E5
392,0.6137,1.7741E5,2.89083E5
393,0.6135,2.1299E5,3.47172E5
394,0.6137,2.4642E5,4.01532E5
395,0.6131,2.6849E5,4.37922E5
396,0.6128,2.8967E5,4.72699E5
397,0.6132,2.9636E5,4.83301E5
398,0.6132,2.9058E5,4.73875E5
399,0.6129,2.7383E5,4.46778E5
400,0.6136,2.5152E5,4.09909E5
401,0.6133,2.1243E5,3.46372E5
402,0.6129,1.8355E5,2.99478E5
403,0.6135,1.4639E5,2.38615E5
404,0.6138,1.0973E5,1.78772E5
405,0.614,8.277E4,1.34805E5
406,0.6127,5.854E4,9.55443E4
407,0.6136,4.105E4,6.69003E4
408,0.6135,2.709E4,4.41565E4
409,0.6132,1.754E4,2.8604E4
410,0.6131,1.229E4,2.00457E4
411,0.6131,9850,1.60659E4
412,0.6135,7520,1.22575E4
413,0.6129,6270,1.02301E4
414,0.6128,5270,8599.86945
415,0.6136,4760,7757.49674
416,0.6133,3970,6473.17789
417,0.6133,3370,5494.86385
418,0.6133,3040,4956.79113
419,0.6134,2520,4108.2491
420,0.6135,2580,4205.37897
421,0.6131,2570,4191.8121
422,0.6139,2180,3551.06695
423,0.6133,2270,3701.28811
424,0.6128,1970,3214.75196
425,0.6138,2060,3356.14207
426,0.6131,2140,3490.45833
427,0.6134,2110,3439.8435
428,0.6131,2020,3294.73169
429,0.6141,2100,3419.6385
430,0.6136,1930,3145.37158
431,0.6139,2050,3339.30608
432,0.6138,1710,2785.92375
433,0.6136,1960,3194.26336
434,0.6128,1680,2741.51436
435,0.6134,1700,2771.43789
436,0.6136,1780,2900.91265
437,0.6132,1750,2853.88128
438,0.6129,1660,2708.43531
439,0.6139,1530,2492.26258
440,0.6141,1840,2996.25468
441,0.6132,1700,2772.34181
442,0.6138,1680,2737.0479
443,0.6135,1660,2705.78647
444,0.6132,1500,2446.18395
445,0.6133,1600,2608.83744
446,0.6131,1930,3147.93672
447,0.6138,1560,2541.54448
448,0.6129,1480,2414.74955
449,0.6129,1740,2838.96231
450,0.6142,1370,2230.5438
