SIGNAL2,B,C,D
365,0.6291,1.124E4,1.78668E4
366,0.6284,1.116E4,1.77594E4
367,0.6287,1.096E4,1.74328E4
368,0.6298,1.017E4,1.6148E4
369,0.6286,1.015E4,1.6147E4
370,0.6288,1.013E4,1.61101E4
371,0.6297,9990,1.58647E4
372,0.628,9630,1.53344E4
373,0.6284,8750,1.39243E4
374,0.6292,8700,1.38271E4
375,0.6281,8270,1.31667E4
376,0.6289,7660,1.218E4
377,0.6275,7460,1.18884E4
378,0.6296,6740,1.07052E4
379,0.6284,7010,1.11553E4
380,0.6278,6630,1.05607E4
381,0.6299,6720,1.06684E4
382,0.6277,7300,1.16298E4
383,0.6283,9000,1.43244E4
384,0.6297,1.209E4,1.91996E4
385,0.6278,1.725E4,2.74769E4
386,0.6286,2.735E4,4.35094E4
387,0.6289,3.986E4,6.33805E4
388,0.6281,5.844E4,9.30425E4
389,0.6292,8.484E4,1.34838E5
390,0.6287,1.1375E5,1.80929E5
391,0.6284,1.4793E5,2.35407E5
392,0.629,1.8519E5,2.9442E5
393,0.6281,2.2114E5,3.52078E5
394,0.6285,2.5535E5,4.06285E5
395,0.6289,2.8164E5,4.4783E5
396,0.6283,2.9728E5,4.7315E5
397,0.6286,3.0098E5,4.7881E5
398,0.6291,2.9897E5,4.75234E5
399,0.628,2.8084E5,4.47197E5
400,0.6283,2.565E5,4.08244E5
401,0.6288,2.2014E5,3.50095E5
402,0.6277,1.831E5,2.917E5
403,0.6287,1.4814E5,2.35629E5
404,0.6285,1.0975E5,1.74622E5
405,0.6281,8.244E4,1.31253E5
406,0.6291,5.749E4,9.13845E4
407,0.6289,3.915E4,6.22516E4
408,0.6288,2.554E4,4.0617E4
409,0.6299,1.695E4,2.6909E4
410,0.6287,1.197E4,1.90393E4
411,0.6288,8520,1.35496E4
412,0.6298,6880,1.09241E4
413,0.6279,5480,8727.50438
414,0.6295,4550,7227.9587
415,0.6289,3880,6169.50231
416,0.6282,3280,5221.26711
417,0.6289,2770,4404.51582
418,0.6296,2390,3796.06099
419,0.6286,2220,3531.65765
420,0.6289,1990,3164.25505
421,0.6283,1610,2562.47016
422,0.6283,1770,2817.12558
423,0.6296,1560,2477.76366
424,0.6283,1320,2100.90721
425,0.6296,1400,2223.63405
426,0.6289,1440,2289.7122
427,0.6286,1220,1940.82087
428,0.6287,1310,2083.6647
429,0.6286,1320,2099.90455
430,0.6281,1330,2117.49721
431,0.6293,1500,2383.60083
432,0.6287,1170,1860.98298
433,0.6289,1050,1669.58181
434,0.6304,1210,1919.41624
435,0.6281,1160,1846.83968
436,0.6296,970,1540.66074
437,0.6298,1110,1762.46427
438,0.6283,990,1575.68041
439,0.6292,1080,1716.46535
440,0.6286,1140,1813.55393
441,0.6287,940,1495.14872
442,0.6303,1110,1761.06616
443,0.6285,890,1416.07001
444,0.6292,1000,1589.31977
445,0.6286,1070,1702.19535
446,0.6285,970,1543.3572
447,0.63,1070,1698.4127
448,0.6287,1170,1860.98298
449,0.6281,1140,1814.99761
450,0.63,1210,1920.63492
