SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,9.5E-5
239,0.0002
240,0.00032
241,0.00045
242,0.00057
243,0.00072
244,0.00086
245,0.00101
246,0.00116
247,0.00131
248,0.00146
249,0.00163
250,0.00178
251,0.00195
252,0.00212
253,0.00229
254,0.00247
255,0.00265
256,0.00284
257,0.00301
258,0.0032
259,0.00338
260,0.00357
261,0.00375
262,0.00392
263,0.00411
264,0.00429
265,0.00449
266,0.00468
267,0.0049
268,0.00507
269,0.0053
270,0.00552
271,0.00579
272,0.00599
273,0.00627
274,0.00655
275,0.00686
276,0.00712
277,0.00748
278,0.00782
279,0.00819
280,0.00856
281,0.00896
282,0.00943
283,0.00987
284,0.01034
285,0.01079
286,0.01136
287,0.01186
288,0.01244
289,0.0131
290,0.01387
291,0.01448
292,0.01497
293,0.01557
294,0.01616
295,0.01682
296,0.01747
297,0.0181
298,0.01868
299,0.0193
300,0.01989
301,0.02041
302,0.02101
303,0.02153
304,0.02204
305,0.02254
306,0.02304
307,0.02357
308,0.02402
309,0.02461
310,0.02508
311,0.02574
312,0.02637
313,0.02687
314,0.02741
315,0.02785
316,0.02846
317,0.02906
318,0.02969
319,0.03035
320,0.03104
321,0.03193
322,0.03258
323,0.03306
324,0.03354
325,0.03411
326,0.03468
327,0.03527
328,0.03593
329,0.03648
330,0.03712
331,0.03766
332,0.03825
333,0.03876
334,0.03941
335,0.03994
336,0.04042
337,0.04106
338,0.04144
339,0.04213
340,0.04251
341,0.04308
342,0.04353
343,0.04395
344,0.04446
345,0.04481
346,0.04525
347,0.04562
348,0.04597
349,0.04636
350,0.04671
351,0.04691
352,0.04722
353,0.04746
354,0.04762
355,0.04778
356,0.04798
357,0.04804
358,0.04814
359,0.04828
360,0.04848
361,0.04848
362,0.04867
363,0.0488
364,0.04908
365,0.0492
366,0.04953
367,0.04998
368,0.05021
369,0.05064
370,0.05107
371,0.05159
372,0.05193
373,0.05252
374,0.05305
375,0.05356
376,0.05441
377,0.05509
378,0.05599
379,0.05635
380,0.05736
381,0.05776
382,0.05822
383,0.05869
384,0.05904
385,0.05978
386,0.06023
387,0.06086
388,0.06176
389,0.06261
390,0.06363
391,0.06433
392,0.06548
393,0.06628
394,0.06762
395,0.06912
396,0.07029
397,0.07074
398,0.07024
399,0.06959
400,0.06865
401,0.06828
402,0.06805
403,0.06817
404,0.06858
405,0.06892
406,0.06937
407,0.06968
408,0.07053
409,0.07088
410,0.07123
411,0.07174
412,0.0721
413,0.07201
414,0.0714
415,0.07135
416,0.0712
417,0.07195
418,0.07403
419,0.07571
420,0.07449
421,0.07283
422,0.0724
423,0.07212
424,0.07219
425,0.07202
426,0.07207
427,0.07216
428,0.07195
429,0.07199
430,0.07196
431,0.07214
432,0.07207
433,0.07235
434,0.07256
435,0.07308
436,0.07438
437,0.07591
438,0.07631
439,0.07478
440,0.07433
441,0.07449
442,0.07411
443,0.07408
444,0.07383
445,0.07385
446,0.07343
447,0.07426
448,0.07954
449,0.08833
450,0.08681
451,0.08321
452,0.08166
453,0.07754
454,0.07692
455,0.07824
456,0.081
457,0.08378
458,0.08339
459,0.08203
460,0.08391
461,0.08994
462,0.09538
463,0.09365
464,0.08893
465,0.09061
466,0.10507
467,0.11711
468,0.11044
469,0.09953
470,0.09059
471,0.08687
472,0.09562
473,0.09406
474,0.08069
475,0.07549
476,0.07414
477,0.07362
478,0.07519
479,0.0809
480,0.08657
481,0.08707
482,0.08537
483,0.08256
484,0.07887
485,0.07635
486,0.07473
487,0.07473
488,0.07498
489,0.07615
490,0.08243
491,0.08826
492,0.08634
493,0.08062
494,0.07715
495,0.07513
496,0.07433
497,0.07368
498,0.07347
499,0.07328
500,0.07336
501,0.07355
502,0.07409
503,0.07396
504,0.07327
505,0.0729
506,0.07252
507,0.07242
508,0.0721
509,0.07211
510,0.07186
511,0.07215
512,0.07214
513,0.07209
514,0.07156
515,0.07129
516,0.0711
517,0.07094
518,0.07086
519,0.07052
520,0.07028
521,0.07008
522,0.06985
523,0.06937
524,0.0692
525,0.06894
526,0.06881
527,0.06836
528,0.06837
529,0.06777
530,0.06769
531,0.06718
532,0.06716
533,0.06686
534,0.06663
535,0.0663
536,0.06593
537,0.06565
538,0.06533
539,0.06546
540,0.06526
541,0.06527
542,0.06494
543,0.06479
544,0.06455
545,0.06415
546,0.06407
547,0.06358
548,0.06352
549,0.06314
550,0.06297
551,0.06275
552,0.06268
553,0.06226
554,0.0621
555,0.06179
556,0.06155
557,0.06118
558,0.06103
559,0.06084
560,0.0604
561,0.06028
562,0.05976
563,0.05974
564,0.05933
565,0.05928
566,0.05896
567,0.05899
568,0.05882
569,0.05871
570,0.05847
571,0.05811
572,0.05793
573,0.05753
574,0.05754
575,0.05718
576,0.05712
577,0.05681
578,0.05669
579,0.05649
580,0.05623
581,0.05619
582,0.05596
583,0.05597
584,0.05572
585,0.05557
586,0.05524
587,0.05512
588,0.05463
589,0.05439
590,0.05386
591,0.05347
592,0.053
593,0.05243
594,0.05195
595,0.05137
596,0.05104
597,0.05061
598,0.05023
599,0.04976
600,0.04951
