SIGNAL2,B,C,D
365,0.6288,1.163E4,1.84955E4
366,0.6288,1.074E4,1.70802E4
367,0.6299,1.035E4,1.64312E4
368,0.628,1.083E4,1.72452E4
369,0.63,1.027E4,1.63016E4
370,0.6289,9980,1.5869E4
371,0.6283,9170,1.45949E4
372,0.6298,9590,1.52271E4
373,0.6288,9040,1.43766E4
374,0.6296,8820,1.40089E4
375,0.6296,8460,1.34371E4
376,0.629,7730,1.22893E4
377,0.6294,6960,1.10582E4
378,0.6295,7110,1.12947E4
379,0.6287,6360,1.01161E4
380,0.6298,6420,1.01937E4
381,0.6295,6380,1.0135E4
382,0.6291,6820,1.08409E4
383,0.6286,8580,1.36494E4
384,0.629,1.194E4,1.89825E4
385,0.6288,1.651E4,2.62564E4
386,0.6305,2.409E4,3.82078E4
387,0.6301,3.683E4,5.8451E4
388,0.6299,5.583E4,8.86331E4
389,0.6303,8.056E4,1.27812E5
390,0.6296,1.0845E5,1.72252E5
391,0.6293,1.4053E5,2.23312E5
392,0.6296,1.7881E5,2.84006E5
393,0.6292,2.1594E5,3.43198E5
394,0.6293,2.4845E5,3.94804E5
395,0.6284,2.7892E5,4.43857E5
396,0.629,2.9692E5,4.72051E5
397,0.6289,3.0352E5,4.8262E5
398,0.628,2.9668E5,4.7242E5
399,0.6297,2.8235E5,4.48388E5
400,0.6296,2.5415E5,4.03669E5
401,0.6284,2.2395E5,3.56381E5
402,0.6304,1.8687E5,2.96431E5
403,0.6289,1.4952E5,2.37748E5
404,0.6287,1.1409E5,1.8147E5
405,0.6294,8.331E4,1.32364E5
406,0.6289,6.007E4,9.5516E4
407,0.6293,3.975E4,6.31654E4
408,0.629,2.727E4,4.33545E4
409,0.6303,1.748E4,2.77328E4
410,0.6283,1.186E4,1.88763E4
411,0.6294,9200,1.46171E4
412,0.6296,7030,1.11658E4
413,0.6284,5440,8656.90643
414,0.6289,4920,7823.18334
415,0.6295,4170,6624.305
416,0.6298,3790,6017.78342
417,0.629,3040,4833.06836
418,0.6296,2620,4161.3723
419,0.6294,2340,3717.8265
420,0.6289,2370,3768.48466
421,0.6295,1820,2891.18348
422,0.6298,1870,2969.19657
423,0.629,1740,2766.29571
424,0.6294,1690,2685.09692
425,0.6288,1610,2560.43257
426,0.6303,1410,2237.02999
427,0.6306,1650,2616.55566
428,0.6295,1690,2684.67037
429,0.6301,1450,2301.22203
430,0.6295,1330,2112.78793
431,0.6306,1390,2204.24992
432,0.6302,1460,2316.72485
433,0.6295,1220,1938.04607
434,0.6292,1350,2145.58169
435,0.6294,1310,2081.34731
436,0.6298,1210,1921.24484
437,0.6302,1260,1999.36528
438,0.6289,1150,1828.5896
439,0.6285,1280,2036.59507
440,0.6293,1330,2113.4594
441,0.6296,1290,2048.91995
442,0.6306,1190,1887.09166
443,0.629,1320,2098.56916
444,0.6296,1150,1826.55654
445,0.6286,1240,1972.63761
446,0.6294,1560,2478.551
447,0.6292,1410,2240.94088
448,0.6297,1300,2064.47515
449,0.6281,1220,1942.36587
450,0.6297,1420,2255.04208
