Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
389.00	0.000	0.005	0.004	0.008	0.084	0.027	0.011	-0.000	0.012	0.061	0.034	0.143	0.021	0.088	0.029	0.008
390.00	-0.000	0.005	0.004	0.008	0.082	0.027	0.010	-0.000	0.012	0.060	0.034	0.141	0.020	0.087	0.028	0.008
391.00	-0.000	0.005	0.004	0.008	0.080	0.026	0.010	-0.000	0.011	0.059	0.033	0.139	0.020	0.085	0.028	0.007
392.00	-0.000	0.005	0.004	0.008	0.079	0.026	0.010	-0.000	0.011	0.058	0.033	0.137	0.020	0.084	0.027	0.007
393.00	-0.000	0.005	0.004	0.008	0.077	0.025	0.010	-0.000	0.011	0.058	0.032	0.134	0.019	0.083	0.027	0.007
394.00	-0.000	0.004	0.004	0.008	0.076	0.025	0.010	-0.000	0.011	0.057	0.032	0.132	0.019	0.081	0.027	0.007
395.00	-0.000	0.004	0.004	0.008	0.074	0.024	0.009	-0.000	0.010	0.056	0.031	0.130	0.019	0.080	0.026	0.007
396.00	-0.000	0.004	0.004	0.008	0.073	0.024	0.009	-0.000	0.010	0.055	0.031	0.128	0.018	0.079	0.026	0.007
397.00	-0.000	0.004	0.003	0.007	0.072	0.023	0.009	-0.000	0.010	0.054	0.030	0.126	0.018	0.078	0.026	0.007
398.00	-0.000	0.004	0.003	0.007	0.070	0.023	0.009	-0.000	0.010	0.053	0.030	0.124	0.018	0.076	0.025	0.007
399.00	-0.000	0.004	0.003	0.007	0.069	0.023	0.009	-0.000	0.010	0.052	0.029	0.122	0.017	0.075	0.025	0.006
400.00	-0.000	0.004	0.003	0.007	0.068	0.022	0.009	-0.000	0.010	0.052	0.029	0.120	0.017	0.074	0.024	0.006
401.00	-0.000	0.004	0.003	0.007	0.067	0.022	0.008	-0.000	0.009	0.051	0.029	0.118	0.017	0.073	0.024	0.006
402.00	-0.000	0.004	0.003	0.007	0.065	0.021	0.008	-0.000	0.009	0.050	0.028	0.116	0.016	0.072	0.023	0.006
403.00	-0.000	0.004	0.003	0.007	0.064	0.021	0.008	-0.000	0.009	0.050	0.028	0.114	0.016	0.070	0.023	0.006
404.00	-0.000	0.004	0.003	0.007	0.063	0.021	0.008	-0.000	0.009	0.049	0.027	0.112	0.016	0.069	0.023	0.006
405.00	-0.000	0.004	0.003	0.007	0.062	0.020	0.008	-0.000	0.009	0.048	0.027	0.111	0.016	0.068	0.022	0.006
406.00	-0.000	0.004	0.003	0.007	0.061	0.020	0.008	-0.000	0.009	0.047	0.027	0.109	0.015	0.067	0.022	0.006
407.00	-0.000	0.004	0.003	0.007	0.060	0.019	0.008	-0.000	0.008	0.047	0.026	0.107	0.015	0.066	0.022	0.006
408.00	-0.000	0.004	0.003	0.007	0.059	0.019	0.007	-0.000	0.008	0.046	0.026	0.105	0.015	0.065	0.021	0.006
409.00	-0.000	0.004	0.003	0.007	0.058	0.019	0.007	-0.000	0.008	0.045	0.026	0.103	0.015	0.064	0.021	0.005
410.00	-0.000	0.003	0.003	0.007	0.056	0.018	0.007	-0.000	0.008	0.045	0.025	0.102	0.014	0.063	0.020	0.005
411.00	-0.000	0.003	0.003	0.007	0.055	0.018	0.007	-0.000	0.008	0.044	0.025	0.100	0.014	0.062	0.020	0.005
412.00	0.000	0.003	0.003	0.007	0.054	0.018	0.007	0.000	0.008	0.044	0.025	0.098	0.014	0.061	0.020	0.005
413.00	0.000	0.003	0.003	0.007	0.053	0.017	0.007	-0.000	0.008	0.043	0.024	0.097	0.014	0.060	0.020	0.005
414.00	-0.000	0.003	0.003	0.006	0.052	0.017	0.007	0.000	0.007	0.042	0.024	0.095	0.013	0.059	0.019	0.005
415.00	0.000	0.003	0.003	0.007	0.052	0.017	0.007	0.000	0.007	0.042	0.024	0.093	0.013	0.058	0.019	0.005
416.00	0.000	0.003	0.003	0.007	0.051	0.017	0.006	0.000	0.007	0.041	0.023	0.092	0.013	0.057	0.019	0.005
417.00	-0.000	0.003	0.003	0.006	0.049	0.016	0.006	-0.000	0.007	0.041	0.023	0.090	0.013	0.056	0.018	0.005
418.00	0.000	0.003	0.003	0.006	0.048	0.016	0.006	-0.000	0.007	0.040	0.023	0.089	0.013	0.055	0.018	0.005
419.00	-0.000	0.003	0.003	0.006	0.048	0.015	0.006	-0.000	0.007	0.039	0.022	0.088	0.012	0.054	0.018	0.005
420.00	-0.000	0.003	0.003	0.006	0.047	0.015	0.006	-0.000	0.007	0.039	0.022	0.086	0.012	0.053	0.017	0.004
421.00	-0.000	0.003	0.003	0.006	0.046	0.015	0.006	-0.000	0.006	0.038	0.022	0.085	0.012	0.053	0.017	0.004
422.00	-0.000	0.003	0.003	0.006	0.045	0.015	0.006	-0.000	0.006	0.038	0.022	0.084	0.012	0.052	0.017	0.004
423.00	0.000	0.003	0.003	0.006	0.044	0.015	0.006	0.000	0.006	0.037	0.021	0.083	0.012	0.051	0.017	0.004
424.00	-0.000	0.003	0.002	0.006	0.043	0.014	0.005	-0.000	0.006	0.037	0.021	0.082	0.011	0.051	0.017	0.004
425.00	-0.000	0.003	0.002	0.006	0.043	0.014	0.005	-0.000	0.006	0.036	0.021	0.080	0.011	0.050	0.016	0.004
426.00	-0.000	0.003	0.002	0.006	0.042	0.014	0.005	-0.000	0.006	0.036	0.020	0.079	0.011	0.049	0.016	0.004
427.00	0.000	0.003	0.002	0.006	0.041	0.013	0.005	-0.000	0.006	0.035	0.020	0.079	0.011	0.049	0.016	0.004
428.00	-0.000	0.003	0.002	0.006	0.040	0.013	0.005	-0.000	0.006	0.035	0.020	0.077	0.011	0.048	0.016	0.004
429.00	-0.000	0.003	0.002	0.006	0.039	0.013	0.005	-0.000	0.006	0.034	0.020	0.076	0.011	0.047	0.015	0.004
430.00	-0.000	0.003	0.002	0.006	0.039	0.013	0.005	-0.000	0.005	0.034	0.019	0.075	0.010	0.047	0.015	0.004
431.00	-0.000	0.003	0.002	0.006	0.038	0.012	0.005	-0.000	0.005	0.033	0.019	0.074	0.010	0.046	0.015	0.004
432.00	-0.000	0.003	0.002	0.006	0.037	0.012	0.005	-0.000	0.005	0.033	0.019	0.074	0.010	0.046	0.015	0.004
433.00	-0.000	0.002	0.002	0.006	0.037	0.012	0.005	-0.000	0.005	0.032	0.019	0.073	0.010	0.045	0.015	0.004
434.00	-0.000	0.002	0.002	0.006	0.036	0.012	0.004	-0.000	0.005	0.032	0.018	0.072	0.010	0.045	0.015	0.004
435.00	-0.000	0.002	0.002	0.005	0.035	0.011	0.004	-0.000	0.005	0.031	0.018	0.071	0.010	0.044	0.014	0.004
436.00	-0.000	0.002	0.002	0.005	0.035	0.011	0.004	-0.000	0.005	0.031	0.018	0.070	0.010	0.044	0.014	0.004
437.00	-0.000	0.002	0.002	0.006	0.034	0.011	0.004	0.000	0.005	0.031	0.018	0.069	0.010	0.043	0.014	0.004
438.00	-0.000	0.002	0.002	0.005	0.033	0.011	0.004	-0.000	0.005	0.030	0.017	0.068	0.009	0.043	0.014	0.004
439.00	-0.000	0.002	0.002	0.005	0.033	0.011	0.004	-0.000	0.005	0.030	0.017	0.068	0.009	0.042	0.014	0.003
440.00	-0.000	0.002	0.002	0.005	0.032	0.011	0.004	-0.000	0.004	0.029	0.017	0.067	0.009	0.041	0.014	0.003
441.00	-0.000	0.002	0.002	0.005	0.031	0.010	0.004	-0.000	0.004	0.029	0.017	0.066	0.009	0.041	0.013	0.003
442.00	-0.000	0.002	0.002	0.005	0.031	0.010	0.004	-0.000	0.004	0.028	0.017	0.065	0.009	0.041	0.013	0.003
443.00	-0.000	0.002	0.002	0.005	0.030	0.010	0.004	-0.000	0.004	0.028	0.016	0.065	0.009	0.040	0.013	0.003
444.00	-0.000	0.002	0.002	0.005	0.030	0.010	0.004	-0.000	0.004	0.028	0.016	0.064	0.009	0.040	0.013	0.003
445.00	-0.000	0.002	0.002	0.005	0.029	0.010	0.004	-0.000	0.004	0.027	0.016	0.063	0.009	0.039	0.013	0.003
446.00	-0.000	0.002	0.002	0.005	0.029	0.009	0.003	-0.000	0.004	0.027	0.016	0.062	0.009	0.039	0.013	0.003
447.00	-0.000	0.002	0.002	0.005	0.028	0.009	0.003	-0.000	0.004	0.026	0.016	0.062	0.009	0.038	0.013	0.003
448.00	-0.000	0.002	0.002	0.005	0.028	0.009	0.003	-0.000	0.004	0.026	0.015	0.061	0.008	0.038	0.012	0.003
449.00	-0.000	0.002	0.002	0.005	0.028	0.009	0.003	-0.000	0.004	0.026	0.015	0.060	0.008	0.038	0.012	0.003
450.00	-0.000	0.002	0.002	0.005	0.027	0.009	0.003	-0.000	0.004	0.026	0.015	0.060	0.008	0.037	0.012	0.003
451.00	-0.000	0.002	0.002	0.005	0.027	0.009	0.003	-0.000	0.004	0.025	0.015	0.059	0.008	0.037	0.012	0.003
452.00	-0.000	0.002	0.002	0.005	0.026	0.009	0.003	-0.000	0.004	0.025	0.015	0.058	0.008	0.036	0.012	0.003
453.00	-0.000	0.002	0.002	0.005	0.026	0.008	0.003	-0.000	0.004	0.025	0.015	0.057	0.008	0.036	0.012	0.003
454.00	-0.000	0.002	0.002	0.005	0.026	0.008	0.003	-0.000	0.004	0.024	0.014	0.057	0.008	0.036	0.012	0.003
455.00	-0.000	0.002	0.002	0.005	0.025	0.008	0.003	-0.000	0.004	0.024	0.014	0.056	0.008	0.035	0.012	0.003
456.00	0.000	0.002	0.002	0.005	0.025	0.008	0.003	-0.000	0.004	0.024	0.014	0.055	0.008	0.035	0.012	0.003
457.00	0.000	0.002	0.002	0.005	0.024	0.008	0.003	-0.000	0.003	0.023	0.014	0.055	0.008	0.034	0.011	0.003
458.00	0.000	0.002	0.002	0.005	0.024	0.008	0.003	-0.000	0.003	0.023	0.014	0.054	0.008	0.034	0.011	0.003
459.00	0.000	0.002	0.002	0.005	0.024	0.008	0.003	-0.000	0.003	0.023	0.014	0.053	0.007	0.034	0.011	0.003
460.00	0.000	0.002	0.002	0.005	0.023	0.008	0.003	-0.000	0.003	0.023	0.014	0.053	0.007	0.033	0.011	0.003
461.00	0.000	0.002	0.002	0.005	0.023	0.008	0.003	0.000	0.003	0.022	0.013	0.052	0.007	0.033	0.011	0.003
462.00	-0.000	0.002	0.002	0.005	0.023	0.007	0.003	-0.000	0.003	0.022	0.013	0.052	0.007	0.032	0.011	0.003
463.00	0.000	0.002	0.002	0.005	0.022	0.007	0.003	-0.000	0.003	0.022	0.013	0.051	0.007	0.032	0.011	0.003
464.00	-0.000	0.002	0.001	0.005	0.022	0.007	0.003	-0.000	0.003	0.021	0.013	0.050	0.007	0.032	0.010	0.003
465.00	-0.000	0.002	0.001	0.005	0.021	0.007	0.002	-0.000	0.003	0.021	0.013	0.050	0.007	0.031	0.010	0.002
466.00	-0.000	0.002	0.001	0.005	0.021	0.007	0.002	-0.000	0.003	0.021	0.013	0.049	0.007	0.031	0.010	0.002
467.00	-0.000	0.002	0.001	0.005	0.021	0.007	0.002	-0.000	0.003	0.021	0.012	0.049	0.007	0.031	0.010	0.002
468.00	-0.000	0.002	0.001	0.005	0.021	0.007	0.002	-0.000	0.003	0.020	0.012	0.048	0.007	0.030	0.010	0.002
469.00	-0.000	0.002	0.001	0.005	0.020	0.007	0.002	-0.000	0.003	0.020	0.012	0.048	0.007	0.030	0.010	0.002
470.00	-0.000	0.002	0.001	0.005	0.020	0.007	0.002	0.000	0.003	0.020	0.012	0.047	0.007	0.030	0.010	0.002
471.00	-0.000	0.002	0.001	0.005	0.020	0.006	0.002	-0.000	0.003	0.020	0.012	0.047	0.006	0.029	0.010	0.002
472.00	-0.000	0.002	0.001	0.005	0.019	0.006	0.002	-0.000	0.003	0.020	0.012	0.046	0.006	0.029	0.010	0.002
473.00	-0.000	0.002	0.001	0.005	0.019	0.006	0.002	0.000	0.003	0.019	0.012	0.046	0.006	0.029	0.010	0.002
474.00	-0.000	0.001	0.001	0.005	0.019	0.006	0.002	-0.000	0.003	0.019	0.012	0.045	0.006	0.029	0.009	0.002
475.00	-0.000	0.001	0.001	0.005	0.019	0.006	0.002	-0.000	0.003	0.019	0.011	0.045	0.006	0.028	0.009	0.002
476.00	-0.000	0.001	0.001	0.004	0.018	0.006	0.002	-0.000	0.003	0.019	0.011	0.045	0.006	0.028	0.009	0.002
477.00	-0.000	0.001	0.001	0.004	0.018	0.006	0.002	-0.000	0.002	0.018	0.011	0.044	0.006	0.028	0.009	0.002
478.00	-0.000	0.001	0.001	0.004	0.018	0.006	0.002	-0.000	0.002	0.018	0.011	0.044	0.006	0.027	0.009	0.002
479.00	-0.000	0.001	0.001	0.004	0.017	0.006	0.002	-0.000	0.002	0.018	0.011	0.043	0.006	0.027	0.009	0.002
480.00	-0.000	0.001	0.001	0.004	0.017	0.006	0.002	-0.000	0.002	0.018	0.011	0.043	0.006	0.027	0.009	0.002
481.00	-0.000	0.001	0.001	0.004	0.017	0.006	0.002	-0.000	0.002	0.018	0.011	0.042	0.006	0.026	0.009	0.002
482.00	-0.000	0.001	0.001	0.004	0.017	0.005	0.002	-0.000	0.002	0.017	0.011	0.042	0.006	0.026	0.009	0.002
483.00	-0.000	0.001	0.001	0.004	0.016	0.005	0.002	-0.000	0.002	0.017	0.011	0.041	0.005	0.026	0.009	0.002
484.00	-0.000	0.001	0.001	0.004	0.016	0.005	0.002	-0.000	0.002	0.017	0.011	0.041	0.005	0.025	0.008	0.002
485.00	-0.000	0.001	0.001	0.004	0.016	0.005	0.002	-0.000	0.002	0.017	0.010	0.040	0.005	0.025	0.008	0.002
486.00	-0.000	0.001	0.001	0.004	0.016	0.005	0.002	-0.000	0.002	0.017	0.010	0.040	0.005	0.025	0.008	0.002
487.00	-0.000	0.001	0.001	0.004	0.016	0.005	0.002	-0.000	0.002	0.017	0.010	0.039	0.005	0.025	0.008	0.002
488.00	-0.000	0.001	0.001	0.004	0.015	0.005	0.002	-0.000	0.002	0.016	0.010	0.039	0.005	0.024	0.008	0.002
489.00	-0.000	0.001	0.001	0.004	0.015	0.005	0.002	-0.000	0.002	0.016	0.010	0.038	0.005	0.024	0.008	0.002
490.00	-0.000	0.001	0.001	0.004	0.015	0.005	0.002	-0.000	0.002	0.016	0.010	0.038	0.005	0.024	0.008	0.002
491.00	-0.000	0.001	0.001	0.004	0.015	0.005	0.002	-0.000	0.002	0.016	0.010	0.037	0.005	0.023	0.008	0.002
492.00	-0.000	0.001	0.001	0.004	0.015	0.005	0.002	-0.000	0.002	0.016	0.010	0.037	0.005	0.023	0.008	0.002
493.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.002	-0.000	0.002	0.016	0.010	0.036	0.005	0.023	0.008	0.002
494.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.002	-0.000	0.002	0.015	0.010	0.036	0.005	0.022	0.007	0.002
495.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.002	-0.000	0.002	0.015	0.010	0.035	0.005	0.022	0.007	0.002
496.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.002	0.000	0.002	0.015	0.010	0.035	0.005	0.022	0.007	0.002
497.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.001	-0.000	0.002	0.015	0.009	0.034	0.004	0.022	0.007	0.002
498.00	-0.000	0.001	0.001	0.004	0.014	0.005	0.002	-0.000	0.002	0.015	0.009	0.034	0.004	0.021	0.007	0.002
499.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	-0.000	0.002	0.015	0.009	0.033	0.004	0.021	0.007	0.002
500.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	-0.000	0.002	0.015	0.009	0.033	0.004	0.021	0.007	0.002
501.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.002	0.000	0.002	0.015	0.009	0.033	0.004	0.021	0.007	0.002
502.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	-0.000	0.002	0.014	0.009	0.032	0.004	0.020	0.007	0.002
503.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	-0.000	0.002	0.014	0.009	0.032	0.004	0.020	0.007	0.001
504.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	0.000	0.002	0.014	0.009	0.031	0.004	0.020	0.007	0.001
505.00	-0.000	0.001	0.001	0.004	0.013	0.004	0.001	0.000	0.002	0.014	0.009	0.031	0.004	0.019	0.007	0.001
506.00	-0.000	0.001	0.001	0.004	0.012	0.004	0.001	0.000	0.002	0.014	0.009	0.030	0.004	0.019	0.007	0.001
507.00	0.000	0.001	0.001	0.004	0.012	0.004	0.001	0.000	0.002	0.014	0.009	0.030	0.004	0.019	0.006	0.001
508.00	-0.000	0.001	0.001	0.004	0.012	0.004	0.001	-0.000	0.002	0.014	0.009	0.029	0.004	0.019	0.006	0.001
509.00	-0.000	0.001	0.001	0.004	0.012	0.004	0.001	-0.000	0.002	0.013	0.009	0.029	0.004	0.018	0.006	0.001
510.00	-0.000	0.001	0.001	0.004	0.012	0.004	0.001	-0.000	0.002	0.013	0.008	0.028	0.004	0.018	0.006	0.001
511.00	-0.000	0.001	0.001	0.004	0.012	0.004	0.001	0.000	0.002	0.013	0.008	0.028	0.004	0.018	0.006	0.001
512.00	0.000	0.001	0.001	0.004	0.012	0.004	0.001	0.000	0.002	0.013	0.008	0.028	0.004	0.018	0.006	0.001
513.00	0.000	0.001	0.001	0.004	0.011	0.004	0.001	0.000	0.002	0.013	0.008	0.027	0.004	0.017	0.006	0.001
514.00	0.000	0.001	0.001	0.004	0.011	0.004	0.001	-0.000	0.001	0.013	0.008	0.027	0.004	0.017	0.006	0.001
515.00	0.000	0.001	0.001	0.004	0.011	0.004	0.001	0.000	0.002	0.013	0.008	0.026	0.004	0.017	0.006	0.001
516.00	0.000	0.001	0.001	0.004	0.011	0.004	0.001	0.000	0.001	0.013	0.008	0.026	0.004	0.017	0.006	0.001
517.00	-0.000	0.001	0.001	0.004	0.011	0.004	0.001	-0.000	0.001	0.012	0.008	0.026	0.003	0.016	0.005	0.001
518.00	-0.000	0.001	0.001	0.004	0.011	0.004	0.001	-0.000	0.001	0.012	0.008	0.025	0.003	0.016	0.005	0.001
519.00	-0.000	0.001	0.001	0.004	0.011	0.004	0.001	-0.000	0.001	0.012	0.008	0.025	0.003	0.016	0.005	0.001
520.00	0.000	0.001	0.001	0.004	0.011	0.004	0.001	-0.000	0.001	0.012	0.008	0.025	0.003	0.016	0.005	0.001
521.00	-0.000	0.001	0.001	0.004	0.010	0.004	0.001	-0.000	0.001	0.012	0.008	0.024	0.003	0.016	0.005	0.001
522.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.012	0.008	0.024	0.003	0.015	0.005	0.001
523.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.012	0.008	0.023	0.003	0.015	0.005	0.001
524.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.012	0.007	0.023	0.003	0.015	0.005	0.001
525.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.012	0.007	0.023	0.003	0.015	0.005	0.001
526.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	0.000	0.001	0.012	0.007	0.022	0.003	0.014	0.005	0.001
527.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.011	0.007	0.022	0.003	0.014	0.005	0.001
528.00	-0.000	0.001	0.001	0.004	0.010	0.003	0.001	-0.000	0.001	0.011	0.007	0.022	0.003	0.014	0.005	0.001
529.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.021	0.003	0.014	0.005	0.001
530.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.021	0.003	0.014	0.005	0.001
531.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.021	0.003	0.013	0.005	0.001
532.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.020	0.003	0.013	0.004	0.001
533.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.020	0.002	0.013	0.004	0.001
534.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	-0.000	0.001	0.011	0.007	0.020	0.002	0.013	0.004	0.001
535.00	0.000	0.001	0.001	0.004	0.009	0.003	0.001	0.000	0.001	0.011	0.007	0.020	0.003	0.013	0.004	0.001
536.00	0.001	0.002	0.002	0.005	0.010	0.004	0.002	0.001	0.002	0.012	0.008	0.020	0.003	0.013	0.005	0.002
537.00	0.000	0.001	0.001	0.004	0.009	0.003	0.001	0.000	0.001	0.010	0.007	0.019	0.002	0.012	0.004	0.001
538.00	-0.000	0.001	0.001	0.004	0.009	0.003	0.001	0.000	0.001	0.010	0.007	0.019	0.002	0.012	0.004	0.001
539.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	-0.000	0.001	0.010	0.007	0.018	0.002	0.012	0.004	0.001
540.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.007	0.018	0.002	0.012	0.004	0.001
541.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.007	0.018	0.002	0.011	0.004	0.001
542.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	-0.000	0.001	0.010	0.006	0.018	0.002	0.011	0.004	0.001
543.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.006	0.017	0.002	0.011	0.004	0.001
544.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.006	0.017	0.002	0.011	0.004	0.001
545.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.006	0.017	0.002	0.011	0.004	0.001
546.00	-0.000	0.001	0.001	0.003	0.008	0.003	0.001	-0.000	0.001	0.010	0.006	0.016	0.002	0.011	0.004	0.001
547.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.010	0.006	0.016	0.002	0.010	0.004	0.001
548.00	-0.000	0.001	0.001	0.003	0.008	0.003	0.001	0.000	0.001	0.009	0.006	0.016	0.002	0.010	0.003	0.001
549.00	-0.000	0.001	0.001	0.003	0.008	0.003	0.001	0.000	0.001	0.009	0.006	0.016	0.002	0.010	0.004	0.001
550.00	-0.000	0.001	0.001	0.004	0.008	0.003	0.001	0.000	0.001	0.009	0.006	0.016	0.002	0.010	0.004	0.001
551.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	-0.000	0.001	0.009	0.006	0.015	0.002	0.010	0.003	0.001
552.00	-0.000	0.001	0.001	0.004	0.007	0.003	0.001	-0.000	0.001	0.009	0.006	0.015	0.002	0.010	0.003	0.001
553.00	-0.000	0.001	0.001	0.004	0.007	0.003	0.001	0.000	0.001	0.009	0.006	0.015	0.002	0.010	0.003	0.001
554.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	-0.000	0.001	0.009	0.006	0.015	0.002	0.010	0.003	0.001
555.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	-0.000	0.001	0.009	0.006	0.015	0.002	0.009	0.003	0.001
556.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	-0.000	0.001	0.009	0.006	0.014	0.002	0.009	0.003	0.001
557.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	0.000	0.001	0.009	0.006	0.014	0.002	0.009	0.003	0.001
558.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	0.000	0.001	0.009	0.006	0.014	0.002	0.009	0.003	0.001
559.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	0.000	0.001	0.009	0.006	0.014	0.002	0.009	0.003	0.001
560.00	-0.000	0.001	0.001	0.003	0.007	0.002	0.001	-0.000	0.001	0.008	0.006	0.014	0.001	0.009	0.003	0.001
561.00	-0.000	0.001	0.001	0.003	0.007	0.002	0.001	-0.000	0.001	0.008	0.006	0.014	0.002	0.009	0.003	0.001
562.00	-0.000	0.001	0.001	0.003	0.007	0.002	0.001	-0.000	0.001	0.008	0.006	0.013	0.002	0.009	0.003	0.001
563.00	-0.000	0.001	0.001	0.003	0.007	0.003	0.001	0.000	0.001	0.008	0.005	0.013	0.002	0.009	0.003	0.001
564.00	-0.000	0.001	0.001	0.004	0.007	0.003	0.001	0.000	0.001	0.008	0.006	0.013	0.002	0.009	0.003	0.001
565.00	-0.000	0.001	0.001	0.004	0.007	0.003	0.001	0.000	0.001	0.008	0.006	0.013	0.002	0.009	0.003	0.001
566.00	0.000	0.001	0.001	0.004	0.007	0.003	0.001	0.000	0.001	0.008	0.006	0.013	0.002	0.009	0.003	0.001
567.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.013	0.002	0.008	0.003	0.001
568.00	-0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.013	0.001	0.008	0.003	0.001
569.00	-0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
570.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
571.00	-0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
572.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
573.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
574.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	-0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.000
575.00	-0.000	0.001	0.001	0.003	0.006	0.002	0.001	-0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.000
576.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.012	0.001	0.008	0.003	0.001
577.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.011	0.001	0.008	0.003	0.001
578.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.008	0.005	0.011	0.001	0.008	0.003	0.001
579.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.001
580.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.001
581.00	0.000	0.001	0.001	0.004	0.006	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.001
582.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.001
583.00	0.000	0.001	0.001	0.003	0.006	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.001
584.00	0.000	0.001	0.001	0.003	0.005	0.002	0.001	0.000	0.001	0.007	0.005	0.011	0.001	0.007	0.003	0.000
585.00	0.000	0.001	0.001	0.003	0.005	0.002	0.001	0.000	0.001	0.007	0.005	0.010	0.001	0.007	0.002	0.000
586.00	0.000	0.001	0.001	0.003	0.005	0.002	0.000	0.000	0.001	0.007	0.005	0.010	0.001	0.007	0.002	0.000
587.00	0.000	0.001	0.001	0.003	0.005	0.002	0.000	0.000	0.001	0.007	0.005	0.010	0.001	0.007	0.002	0.000
588.00	0.000	0.001	0.001	0.003	0.005	0.002	0.001	0.000	0.001	0.007	0.005	0.010	0.001	0.007	0.002	0.000
