SIGNAL2,B,C,D
365,0.6099,1.081E4,1.77242E4
366,0.6091,1.125E4,1.84699E4
367,0.6092,1.092E4,1.79251E4
368,0.6103,1.058E4,1.73357E4
369,0.6101,1.016E4,1.6653E4
370,0.6084,1.03E4,1.69297E4
371,0.6102,1.008E4,1.65192E4
372,0.6091,9790,1.60729E4
373,0.6092,9090,1.49212E4
374,0.6098,8510,1.39554E4
375,0.6098,8280,1.35782E4
376,0.6098,7840,1.28567E4
377,0.6101,7490,1.22767E4
378,0.6095,7090,1.16325E4
379,0.6089,6870,1.12826E4
380,0.6099,6190,1.01492E4
381,0.6098,6430,1.05444E4
382,0.6094,7780,1.27667E4
383,0.6089,8930,1.46658E4
384,0.6109,1.196E4,1.95777E4
385,0.6097,1.809E4,2.96703E4
386,0.6102,2.613E4,4.2822E4
387,0.6102,3.975E4,6.51426E4
388,0.6086,5.724E4,9.40519E4
389,0.6096,8.427E4,1.38238E5
390,0.61,1.1187E5,1.83393E5
391,0.6088,1.4286E5,2.34658E5
392,0.6103,1.8074E5,2.96149E5
393,0.6112,2.1611E5,3.53583E5
394,0.6095,2.4706E5,4.05349E5
395,0.6096,2.7555E5,4.52018E5
396,0.6093,2.9503E5,4.84211E5
397,0.6099,2.9922E5,4.90605E5
398,0.6092,2.9555E5,4.85144E5
399,0.6098,2.8089E5,4.60626E5
400,0.6091,2.5538E5,4.19274E5
401,0.6094,2.2122E5,3.63013E5
402,0.6095,1.8775E5,3.08039E5
403,0.6094,1.5235E5,2.5E5
404,0.6099,1.1389E5,1.86736E5
405,0.6097,8.624E4,1.41447E5
406,0.6093,6.088E4,9.99179E4
407,0.6096,4.154E4,6.8143E4
408,0.6101,2.786E4,4.56646E4
409,0.61,1.841E4,3.01803E4
410,0.6088,1.236E4,2.03022E4
411,0.61,8560,1.40328E4
412,0.6092,7250,1.19009E4
413,0.6096,5830,9563.64829
414,0.6105,4990,8173.62817
415,0.6092,4050,6648.06303
416,0.61,3680,6032.78689
417,0.6097,3070,5035.26324
418,0.6101,2310,3786.26455
419,0.6094,2400,3938.29997
420,0.6096,2230,3658.13648
421,0.61,1890,3098.36066
422,0.6099,1960,3213.64158
423,0.6093,1840,3019.85885
424,0.6105,1540,2522.52252
425,0.6092,1450,2380.17072
426,0.6101,1750,2868.38223
427,0.6109,1430,2340.80864
428,0.6093,1650,2708.0256
429,0.6105,1550,2538.90254
430,0.6097,1460,2394.62031
431,0.6096,1470,2411.41732
432,0.6104,1650,2703.14548
433,0.6089,1400,2299.22812
434,0.6096,1200,1968.50394
435,0.61,1300,2131.14754
436,0.6089,1230,2020.03613
437,0.6101,1410,2311.09654
438,0.6099,1450,2377.43892
439,0.6086,1170,1922.44496
440,0.6107,1100,1801.21172
441,0.6092,1050,1723.5719
442,0.6107,1320,2161.45407
443,0.6106,1330,2178.18539
444,0.6091,1290,2117.87884
445,0.6094,1310,2149.6554
446,0.6093,1240,2035.12227
447,0.6097,1470,2411.02181
448,0.6103,1430,2343.10995
449,0.609,1270,2085.38588
450,0.6096,1370,2247.37533
