SIGNAL2,B,C,D
365,0.5948,1.075E4,1.80733E4
366,0.5951,1.073E4,1.80306E4
367,0.5948,1.014E4,1.70477E4
368,0.5943,9420,1.58506E4
369,0.5944,9400,1.58143E4
370,0.595,9880,1.6605E4
371,0.5949,9060,1.52295E4
372,0.5942,9420,1.58532E4
373,0.5947,8490,1.42761E4
374,0.5945,8260,1.3894E4
375,0.5949,7910,1.32964E4
376,0.5946,7800,1.31181E4
377,0.5946,7160,1.20417E4
378,0.5946,6530,1.09822E4
379,0.5945,6100,1.02607E4
380,0.5946,6110,1.02758E4
381,0.5941,6570,1.10587E4
382,0.5948,7040,1.18359E4
383,0.5948,8690,1.461E4
384,0.5954,1.111E4,1.86597E4
385,0.5947,1.766E4,2.96956E4
386,0.5946,2.671E4,4.4921E4
387,0.5945,3.949E4,6.64256E4
388,0.595,5.795E4,9.7395E4
389,0.5944,8.343E4,1.4036E5
390,0.5955,1.0974E5,1.84282E5
391,0.5945,1.409E5,2.37006E5
392,0.5948,1.7808E5,2.99395E5
393,0.5945,2.1221E5,3.56955E5
394,0.595,2.4218E5,4.07025E5
395,0.5946,2.6798E5,4.5069E5
396,0.5944,2.8428E5,4.78264E5
397,0.5952,2.8634E5,4.81082E5
398,0.5952,2.8241E5,4.74479E5
399,0.5954,2.6276E5,4.41317E5
400,0.595,2.4188E5,4.06521E5
401,0.5952,2.097E5,3.52319E5
402,0.5949,1.7206E5,2.89225E5
403,0.5954,1.3615E5,2.2867E5
404,0.5951,1.0366E5,1.74189E5
405,0.5952,7.557E4,1.26966E5
406,0.5949,5.337E4,8.97126E4
407,0.5953,3.528E4,5.92642E4
408,0.5953,2.449E4,4.11389E4
409,0.5952,1.602E4,2.69153E4
410,0.5957,1.072E4,1.79956E4
411,0.5951,8530,1.43337E4
412,0.5952,6210,1.04335E4
413,0.5953,5240,8802.28456
414,0.5952,4370,7342.06989
415,0.5955,3720,6246.85139
416,0.5952,3070,5157.93011
417,0.5946,2130,3582.24016
418,0.5945,2590,4356.60219
419,0.5937,2030,3419.2353
420,0.5945,1910,3212.78385
421,0.5946,1730,2909.519
422,0.5951,1670,2806.25105
423,0.5948,1690,2841.29119
424,0.5948,1490,2505.04371
425,0.5954,1380,2317.76957
426,0.595,1380,2319.32773
427,0.5946,1610,2707.70266
428,0.5947,1360,2286.86733
429,0.595,1240,2084.03361
430,0.5947,1320,2219.60652
431,0.5946,1200,2018.16347
432,0.595,970,1630.2521
433,0.5953,1460,2452.54494
434,0.5955,1080,1813.60202
435,0.5951,1160,1949.25223
436,0.5949,930,1563.28795
437,0.5946,1180,1984.52741
438,0.5952,960,1612.90323
439,0.5949,1050,1765.00252
440,0.5949,1030,1731.38343
441,0.5945,1320,2220.35324
442,0.5946,1060,1782.71107
443,0.5954,1000,1679.54316
444,0.5948,930,1563.55077
445,0.5949,1090,1832.24071
446,0.595,1150,1932.77311
447,0.5946,1140,1917.2553
448,0.5948,1130,1899.79825
449,0.5955,920,1544.92024
450,0.5944,1130,1901.07672
