SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,4.3E-5
241,0.00014
242,0.00024
243,0.00035
244,0.00046
245,0.00058
246,0.0007
247,0.00082
248,0.00095
249,0.00108
250,0.00122
251,0.00135
252,0.0015
253,0.00164
254,0.00179
255,0.00195
256,0.00211
257,0.00227
258,0.00243
259,0.00259
260,0.00275
261,0.00291
262,0.00307
263,0.00324
264,0.0034
265,0.00358
266,0.00375
267,0.00393
268,0.00411
269,0.0043
270,0.00451
271,0.00472
272,0.00493
273,0.00516
274,0.00542
275,0.00567
276,0.00594
277,0.00624
278,0.00655
279,0.00686
280,0.0072
281,0.00755
282,0.00797
283,0.00836
284,0.00877
285,0.0092
286,0.00965
287,0.01013
288,0.01061
289,0.01123
290,0.01191
291,0.01243
292,0.01285
293,0.01337
294,0.01392
295,0.01449
296,0.01508
297,0.01559
298,0.01612
299,0.01665
300,0.01716
301,0.01764
302,0.01815
303,0.01861
304,0.01907
305,0.01952
306,0.01995
307,0.02038
308,0.02087
309,0.02132
310,0.02181
311,0.02239
312,0.02296
313,0.02335
314,0.02382
315,0.02429
316,0.0248
317,0.02536
318,0.02591
319,0.02656
320,0.02713
321,0.02787
322,0.0285
323,0.02891
324,0.02938
325,0.02986
326,0.0304
327,0.03094
328,0.03147
329,0.03203
330,0.03256
331,0.03308
332,0.03355
333,0.03406
334,0.03457
335,0.03508
336,0.03556
337,0.03603
338,0.03647
339,0.03697
340,0.03742
341,0.03786
342,0.03821
343,0.03868
344,0.03905
345,0.03945
346,0.03979
347,0.04016
348,0.04049
349,0.04081
350,0.04108
351,0.04138
352,0.04158
353,0.04177
354,0.04197
355,0.04215
356,0.04225
357,0.04237
358,0.04246
359,0.04258
360,0.04271
361,0.04281
362,0.04293
363,0.04304
364,0.04323
365,0.04349
366,0.04382
367,0.04408
368,0.04438
369,0.04477
370,0.04521
371,0.04558
372,0.04596
373,0.04642
374,0.04685
375,0.04745
376,0.04805
377,0.04874
378,0.0494
379,0.05005
380,0.0506
381,0.05105
382,0.05144
383,0.05189
384,0.0523
385,0.05268
386,0.0532
387,0.05379
388,0.05459
389,0.05549
390,0.05627
391,0.05696
392,0.05783
393,0.05869
394,0.05981
395,0.06131
396,0.06234
397,0.06262
398,0.06215
399,0.0613
400,0.06064
401,0.06021
402,0.06017
403,0.06027
404,0.06067
405,0.06098
406,0.06128
407,0.06175
408,0.06231
409,0.06268
410,0.06298
411,0.06352
412,0.06374
413,0.06336
414,0.06301
415,0.06284
416,0.06298
417,0.06381
418,0.06589
419,0.06697
420,0.06534
421,0.06415
422,0.06374
423,0.06366
424,0.06364
425,0.06362
426,0.06362
427,0.06365
428,0.06357
429,0.06358
430,0.06352
431,0.06368
432,0.06374
433,0.06387
434,0.06415
435,0.0647
436,0.06587
437,0.06738
438,0.06728
439,0.06596
440,0.06561
441,0.06576
442,0.06554
443,0.06541
444,0.06531
445,0.06502
446,0.06496
447,0.06569
448,0.07138
449,0.07968
450,0.07661
451,0.074
452,0.07236
453,0.0686
454,0.06853
455,0.06978
456,0.07254
457,0.07473
458,0.07411
459,0.07291
460,0.0754
461,0.08058
462,0.08511
463,0.08264
464,0.0786
465,0.08128
466,0.09568
467,0.10499
468,0.09691
469,0.08734
470,0.07941
471,0.0775
472,0.08607
473,0.08177
474,0.07004
475,0.06659
476,0.0654
477,0.06527
478,0.06704
479,0.07271
480,0.07759
481,0.07716
482,0.07577
483,0.07282
484,0.06962
485,0.06745
486,0.06636
487,0.06636
488,0.06652
489,0.06805
490,0.07427
491,0.07894
492,0.07631
493,0.07133
494,0.06829
495,0.06666
496,0.06594
497,0.06552
498,0.06531
499,0.06519
500,0.06513
501,0.06549
502,0.06589
503,0.06565
504,0.06502
505,0.06476
506,0.06446
507,0.06436
508,0.06418
509,0.06414
510,0.06408
511,0.06416
512,0.06439
513,0.06411
514,0.06375
515,0.06346
516,0.06332
517,0.06322
518,0.06307
519,0.06286
520,0.06263
521,0.06238
522,0.06217
523,0.06194
524,0.06163
525,0.0614
526,0.06122
527,0.061
528,0.06084
529,0.06053
530,0.06023
531,0.06003
532,0.05985
533,0.05966
534,0.05944
535,0.05922
536,0.05887
537,0.05853
538,0.05837
539,0.05838
540,0.05838
541,0.0583
542,0.05819
543,0.05794
544,0.05771
545,0.05748
546,0.05724
547,0.05696
548,0.05678
549,0.05652
550,0.05631
551,0.05622
552,0.05605
553,0.05579
554,0.05556
555,0.05533
556,0.05509
557,0.05481
558,0.0546
559,0.05438
560,0.05417
561,0.05391
562,0.05368
563,0.05339
564,0.0532
565,0.05313
566,0.05297
567,0.05282
568,0.05278
569,0.05264
570,0.05244
571,0.05221
572,0.05196
573,0.05179
574,0.05161
575,0.05144
576,0.05127
577,0.05112
578,0.05095
579,0.05082
580,0.05065
581,0.05052
582,0.05045
583,0.05036
584,0.05023
585,0.05005
586,0.0498
587,0.04955
588,0.04922
589,0.04889
590,0.04851
591,0.0481
592,0.04765
593,0.04719
594,0.04677
595,0.04639
596,0.04599
597,0.04562
598,0.04521
599,0.04496
600,0.04466
