,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
395,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,,0.019,0.019,4.3757,1.476066507,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.073,0.073,16.8119,2.822086969,,0.033,0.033,15.1998,2.72128227,,0.162,0.162,37.3086,3.619223863,,0.044,0.044,20.2664,3.008964342,
396,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.072,0.072,16.5816,2.808293647,,0.034,0.034,15.6604,2.751135233,,0.019,0.019,4.3757,1.476066507,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.072,0.072,16.5816,2.808293647,,0.032,0.032,14.7392,2.690510611,,0.161,0.161,37.0783,3.613031893,,0.044,0.044,20.2664,3.008964342,
397,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.072,0.072,16.5816,2.808293647,,0.034,0.034,15.6604,2.751135233,,0.019,0.019,4.3757,1.476066507,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.071,0.071,16.3513,2.794307405,,0.032,0.032,14.7392,2.690510611,,0.161,0.161,37.0783,3.613031893,,0.044,0.044,20.2664,3.008964342,
398,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.071,0.071,16.3513,2.794307405,,0.034,0.034,15.6604,2.751135233,,0.019,0.019,4.3757,1.476066507,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.071,0.071,16.3513,2.794307405,,0.032,0.032,14.7392,2.690510611,,0.16,0.16,36.848,3.606801343,,0.044,0.044,20.2664,3.008964342,
399,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.071,0.071,16.3513,2.794307405,,0.033,0.033,15.1998,2.72128227,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.07,0.07,16.121,2.78012277,,0.032,0.032,14.7392,2.690510611,,0.159,0.159,36.6177,3.60053173,,0.043,0.043,19.8058,2.985974824,
400,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.071,0.071,16.3513,2.794307405,,0.033,0.033,15.1998,2.72128227,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.07,0.07,16.121,2.78012277,,0.032,0.032,14.7392,2.690510611,,0.159,0.159,36.6177,3.60053173,,0.043,0.043,19.8058,2.985974824,
401,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.07,0.07,16.121,2.78012277,,0.033,0.033,15.1998,2.72128227,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.069,0.069,15.8907,2.765734032,,0.031,0.031,14.2786,2.658761913,,0.158,0.158,36.3874,3.594222561,,0.043,0.043,19.8058,2.985974824,
402,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.07,0.07,16.121,2.78012277,,0.033,0.033,15.1998,2.72128227,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.069,0.069,15.8907,2.765734032,,0.031,0.031,14.2786,2.658761913,,0.157,0.157,36.1571,3.587873333,,0.043,0.043,19.8058,2.985974824,
403,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.069,0.069,15.8907,2.765734032,,0.033,0.033,15.1998,2.72128227,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.069,0.069,15.8907,2.765734032,,0.031,0.031,14.2786,2.658761913,,0.157,0.157,36.1571,3.587873333,,0.043,0.043,19.8058,2.985974824,
404,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.069,0.069,15.8907,2.765734032,,0.032,0.032,14.7392,2.690510611,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.068,0.068,15.6604,2.751135233,,0.03,0.03,13.818,2.62597209,,0.156,0.156,35.9268,3.581483535,,0.043,0.043,19.8058,2.985974824,
405,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.068,0.068,15.6604,2.751135233,,0.032,0.032,14.7392,2.690510611,,0.019,0.019,4.3757,1.476066507,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.068,0.068,15.6604,2.751135233,,0.03,0.03,13.818,2.62597209,,0.156,0.156,35.9268,3.581483535,,0.043,0.043,19.8058,2.985974824,
406,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.068,0.068,15.6604,2.751135233,,0.032,0.032,14.7392,2.690510611,,0.019,0.019,4.3757,1.476066507,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.067,0.067,15.4301,2.736320147,,0.03,0.03,13.818,2.62597209,,0.155,0.155,35.6965,3.575052645,,0.042,0.042,19.3452,2.962444327,
407,0,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.068,0.068,15.6604,2.751135233,,0.032,0.032,14.7392,2.690510611,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.067,0.067,15.4301,2.736320147,,0.03,0.03,13.818,2.62597209,,0.155,0.155,35.6965,3.575052645,,0.042,0.042,19.3452,2.962444327,
408,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.067,0.067,15.4301,2.736320147,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.066,0.066,15.1998,2.72128227,,0.03,0.03,13.818,2.62597209,,0.154,0.154,35.4662,3.56858013,,0.042,0.042,19.3452,2.962444327,
409,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.067,0.067,15.4301,2.736320147,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.066,0.066,15.1998,2.72128227,,0.029,0.029,13.3574,2.592070538,,0.153,0.153,35.2359,3.562065449,,0.042,0.042,19.3452,2.962444327,
410,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.066,0.066,15.1998,2.72128227,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.066,0.066,15.1998,2.72128227,,0.029,0.029,13.3574,2.592070538,,0.153,0.153,35.2359,3.562065449,,0.042,0.042,19.3452,2.962444327,
411,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.066,0.066,15.1998,2.72128227,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,,0.152,0.152,35.0056,3.555508049,,0.042,0.042,19.3452,2.962444327,
412,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.065,0.065,14.9695,2.706014798,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,,0.152,0.152,35.0056,3.555508049,,0.042,0.042,19.3452,2.962444327,
413,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.065,0.065,14.9695,2.706014798,,0.031,0.031,14.2786,2.658761913,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,,0.151,0.151,34.7753,3.548907365,,0.042,0.042,19.3452,2.962444327,
414,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.065,0.065,14.9695,2.706014798,,0.03,0.03,13.818,2.62597209,,0.018,0.018,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,,0.151,0.151,34.7753,3.548907365,,0.042,0.042,19.3452,2.962444327,
415,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.064,0.064,14.7392,2.690510611,,0.03,0.03,13.818,2.62597209,,0.018,0.018,4.1454,1.421999286,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.064,0.064,14.7392,2.690510611,,0.028,0.028,12.8968,2.556979219,,0.15,0.15,34.545,3.542262822,,0.042,0.042,19.3452,2.962444327,
416,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.064,0.064,14.7392,2.690510611,,0.03,0.03,13.818,2.62597209,,0.018,0.018,4.1454,1.421999286,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.064,0.064,14.7392,2.690510611,,0.028,0.028,12.8968,2.556979219,,0.15,0.15,34.545,3.542262822,,0.041,0.041,18.8846,2.938346775,
417,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.064,0.064,14.7392,2.690510611,,0.03,0.03,13.818,2.62597209,,0.018,0.018,4.1454,1.421999286,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.063,0.063,14.5089,2.674762254,,0.028,0.028,12.8968,2.556979219,,0.15,0.15,34.545,3.542262822,,0.041,0.041,18.8846,2.938346775,
418,0,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.063,0.063,14.5089,2.674762254,,0.029,0.029,13.3574,2.592070538,,0.018,0.018,4.1454,1.421999286,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,,0.149,0.149,34.3147,3.535573834,,0.041,0.041,18.8846,2.938346775,
419,0,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.063,0.063,14.5089,2.674762254,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,,0.149,0.149,34.3147,3.535573834,,0.041,0.041,18.8846,2.938346775,
420,0,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.063,0.063,14.5089,2.674762254,,0.029,0.029,13.3574,2.592070538,,0.018,0.018,4.1454,1.421999286,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,,0.148,0.148,34.0844,3.528839802,,0.041,0.041,18.8846,2.938346775,
421,0,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.062,0.062,14.2786,2.658761913,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.027,0.027,12.4362,2.520611574,,0.148,0.148,34.0844,3.528839802,,0.041,0.041,18.8846,2.938346775,
422,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.062,0.062,14.2786,2.658761913,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.027,0.027,12.4362,2.520611574,,0.147,0.147,33.8541,3.522060115,,0.041,0.041,18.8846,2.938346775,
423,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.062,0.062,14.2786,2.658761913,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.027,0.027,12.4362,2.520611574,,0.147,0.147,33.8541,3.522060115,,0.04,0.04,18.424,2.913654163,
424,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.061,0.061,14.0483,2.642501392,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,,0.147,0.147,33.8541,3.522060115,,0.04,0.04,18.424,2.913654163,
425,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.061,0.061,14.0483,2.642501392,,0.029,0.029,13.3574,2.592070538,,0.017,0.017,3.9151,1.364840872,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,,0.146,0.146,33.6238,3.51523415,,0.04,0.04,18.424,2.913654163,
426,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.06,0.06,13.818,2.62597209,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,,0.146,0.146,33.6238,3.51523415,,0.04,0.04,18.424,2.913654163,
427,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.06,0.06,13.818,2.62597209,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.059,0.059,13.5877,2.609164972,,0.027,0.027,12.4362,2.520611574,,0.146,0.146,33.6238,3.51523415,,0.04,0.04,18.424,2.913654163,
428,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.06,0.06,13.818,2.62597209,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.059,0.059,13.5877,2.609164972,,0.026,0.026,11.9756,2.482871246,,0.145,0.145,33.3935,3.50836127,,0.04,0.04,18.424,2.913654163,
429,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.059,0.059,13.5877,2.609164972,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.059,0.059,13.5877,2.609164972,,0.026,0.026,11.9756,2.482871246,,0.145,0.145,33.3935,3.50836127,,0.04,0.04,18.424,2.913654163,
430,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.059,0.059,13.5877,2.609164972,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.058,0.058,13.3574,2.592070538,,0.026,0.026,11.9756,2.482871246,,0.144,0.144,33.1632,3.501440827,,0.04,0.04,18.424,2.913654163,
431,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.059,0.059,13.5877,2.609164972,,0.028,0.028,12.8968,2.556979219,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.058,0.058,13.3574,2.592070538,,0.026,0.026,11.9756,2.482871246,,0.144,0.144,33.1632,3.501440827,,0.039,0.039,17.9634,2.888336355,
432,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.058,0.058,13.3574,2.592070538,,0.027,0.027,12.4362,2.520611574,,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.058,0.058,13.3574,2.592070538,,0.026,0.026,11.9756,2.482871246,,0.143,0.143,32.9329,3.494472158,,0.039,0.039,17.9634,2.888336355,
433,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.058,0.058,13.3574,2.592070538,,0.027,0.027,12.4362,2.520611574,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.026,0.026,11.9756,2.482871246,,0.143,0.143,32.9329,3.494472158,,0.039,0.039,17.9634,2.888336355,
434,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.058,0.058,13.3574,2.592070538,,0.027,0.027,12.4362,2.520611574,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.026,0.026,11.9756,2.482871246,,0.143,0.143,32.9329,3.494472158,,0.039,0.039,17.9634,2.888336355,
435,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.057,0.057,13.1271,2.574678796,,0.027,0.027,12.4362,2.520611574,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.026,0.026,11.9756,2.482871246,,0.142,0.142,32.7026,3.487454585,,0.039,0.039,17.9634,2.888336355,
436,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.057,0.057,13.1271,2.574678796,,0.027,0.027,12.4362,2.520611574,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,,0.142,0.142,32.7026,3.487454585,,0.039,0.039,17.9634,2.888336355,
437,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.057,0.057,13.1271,2.574678796,,0.027,0.027,12.4362,2.520611574,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,,0.141,0.141,32.4723,3.480387418,,0.039,0.039,17.9634,2.888336355,
438,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.057,0.057,13.1271,2.574678796,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,,0.141,0.141,32.4723,3.480387418,,0.039,0.039,17.9634,2.888336355,
439,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.056,0.056,12.8968,2.556979219,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.025,0.025,11.515,2.443650533,,0.14,0.14,32.242,3.47326995,,0.039,0.039,17.9634,2.888336355,
440,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.056,0.056,12.8968,2.556979219,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.025,0.025,11.515,2.443650533,,0.14,0.14,32.242,3.47326995,,0.038,0.038,17.5028,2.862360868,
441,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.056,0.056,12.8968,2.556979219,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.025,0.025,11.515,2.443650533,,0.139,0.139,32.0117,3.466101461,,0.038,0.038,17.5028,2.862360868,
442,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.055,0.055,12.6665,2.538960713,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.139,0.139,32.0117,3.466101461,,0.038,0.038,17.5028,2.862360868,
443,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.055,0.055,12.6665,2.538960713,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.139,0.139,32.0117,3.466101461,,0.038,0.038,17.5028,2.862360868,
444,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.055,0.055,12.6665,2.538960713,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.138,0.138,31.7814,3.458881213,,0.038,0.038,17.5028,2.862360868,
445,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.055,0.055,12.6665,2.538960713,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.054,0.054,12.4362,2.520611574,,0.024,0.024,11.0544,2.402828539,,0.138,0.138,31.7814,3.458881213,,0.038,0.038,17.5028,2.862360868,
446,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,,0.137,0.137,31.5511,3.451608454,,0.038,0.038,17.5028,2.862360868,
447,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.026,0.026,11.9756,2.482871246,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,,0.137,0.137,31.5511,3.451608454,,0.038,0.038,17.5028,2.862360868,
448,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,,0.136,0.136,31.3208,3.444282414,,0.038,0.038,17.5028,2.862360868,
449,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.054,0.054,12.4362,2.520611574,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,,0.136,0.136,31.3208,3.444282414,,0.038,0.038,17.5028,2.862360868,
450,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.136,0.136,31.3208,3.444282414,,0.038,0.038,17.5028,2.862360868,
451,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.135,0.135,31.0905,3.436902306,,0.038,0.038,17.5028,2.862360868,
452,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.135,0.135,31.0905,3.436902306,,0.037,0.037,17.0422,2.835692621,
453,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.053,0.053,12.2059,2.501919441,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.135,0.135,31.0905,3.436902306,,0.037,0.037,17.0422,2.835692621,
454,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.052,0.052,11.9756,2.482871246,,0.025,0.025,11.515,2.443650533,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,11.0544,2.402828539,,0.135,0.135,31.0905,3.436902306,,0.037,0.037,17.0422,2.835692621,
