,Blank,F17Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_WET_R1_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
624,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
625,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
626,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
627,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
628,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
629,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
630,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
631,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
632,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
633,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
634,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
635,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
636,-0.001,0.012,0.013,2.9939,1.096576885,,-0.004,-0.003,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.009,-0.008,-3.6848,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,
637,-0.001,0.012,0.013,2.9939,1.096576885,,-0.004,-0.003,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.009,-0.008,-3.6848,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,
638,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
639,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
640,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
641,-0.001,0.012,0.013,2.9939,1.096576885,,-0.004,-0.003,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.009,-0.008,-3.6848,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,
642,-0.001,0.012,0.013,2.9939,1.096576885,,-0.004,-0.003,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.009,-0.008,-3.6848,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,
643,-0.001,0.012,0.013,2.9939,1.096576885,,-0.004,-0.003,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.009,-0.008,-3.6848,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,
644,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
645,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
646,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
647,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
648,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
649,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
650,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
651,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
652,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
653,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
654,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
655,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
656,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
657,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
658,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
659,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
660,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
661,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
662,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
663,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
664,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
665,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
666,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
667,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
668,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
669,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
670,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
671,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
672,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
673,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
674,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
675,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
676,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
677,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
678,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
679,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
680,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
681,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
682,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
683,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
684,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
685,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
686,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
687,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
688,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
689,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
690,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
691,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
692,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
693,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
694,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
695,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
696,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
697,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
698,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
699,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
700,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
701,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
702,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
703,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
704,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
705,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
706,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
707,0,0.012,0.012,2.7636,1.016534178,,-0.004,-0.004,-1.8424,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.009,-0.009,-4.1454,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-3.2242,#NUM!,
