,Blank,Blank,Blank,Blank,F3Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F20May19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
522,-0.001,0.359,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
523,-0.001,0.359,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.005,0.004,0.9212,-0.082078111,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
524,-0.001,0.36,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
525,-0.001,0.36,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
526,-0.001,0.361,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
527,-0.001,0.362,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
528,-0.001,0.362,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
529,-0.001,0.363,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
530,-0.001,0.364,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
531,-0.001,0.364,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
532,-0.001,0.365,0.004,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
533,-0.001,0.365,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
534,-0.001,0.366,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
535,0,0.367,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
536,0.001,0.364,0.005,0.002,0.006,0.004,0.9212,-0.082078111,,0.005,0.003,0.6909,-0.369760183,,0.006,0.004,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.005,0.003,0.6909,-0.369760183,,0.002,0,0,#NUM!,,0,-0.002,-0.9212,#NUM!,
537,0,0.335,0.005,0.001,0.006,0.005,1.1515,0.14106544,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.009,0.008,1.8424,0.61106907,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
538,-0.001,0.327,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
539,-0.001,0.325,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
540,-0.001,0.323,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
541,-0.001,0.321,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
542,-0.001,0.319,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
543,-0.001,0.317,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
544,-0.001,0.315,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
545,-0.001,0.314,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
546,-0.001,0.312,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
547,0,0.311,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
548,-0.001,0.31,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
549,-0.001,0.309,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
550,0,0.307,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
551,0,0.306,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
552,-0.001,0.305,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
553,0,0.304,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
554,-0.001,0.303,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
555,-0.001,0.302,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
556,-0.001,0.301,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
557,-0.001,0.3,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
558,-0.001,0.299,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
559,-0.001,0.298,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
560,-0.001,0.297,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
561,0,0.296,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
562,-0.001,0.295,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
563,-0.001,0.294,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
564,-0.001,0.293,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
565,0,0.292,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
566,0,0.288,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
567,-0.001,0.262,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
568,-0.001,0.207,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
569,-0.001,0.178,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
570,0,0.186,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
571,0,0.219,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
572,0,0.258,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
573,0,0.273,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
574,-0.001,0.273,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
575,-0.001,0.274,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
576,-0.001,0.275,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
577,-0.001,0.278,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
578,0,0.282,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
579,0,0.282,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
580,0,0.282,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
581,0,0.281,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
582,0,0.281,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
583,0,0.279,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
584,0,0.25,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
585,0,0.126,0.004,0.001,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
586,-0.001,0.175,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
587,-0.001,0.198,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
588,0,0.259,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
589,-0.001,0.278,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
590,-0.001,0.26,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
591,-0.001,0.189,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
592,-0.001,0.141,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
593,-0.001,0.158,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
594,-0.001,0.213,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
595,-0.001,0.246,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
596,0,0.253,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
597,-0.001,0.254,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
598,-0.001,0.257,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
599,-0.001,0.261,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
600,-0.001,0.264,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
601,-0.001,0.267,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
602,-0.001,0.272,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
603,-0.001,0.283,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
604,-0.001,0.292,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
