,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
591,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
592,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
593,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
594,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
595,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
596,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
597,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
598,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
599,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
600,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
601,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
602,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
603,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
604,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
605,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
606,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
607,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
608,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
609,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
610,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
611,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
612,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
613,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
614,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
615,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
616,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
617,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
618,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
619,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
620,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
621,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
622,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
623,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
624,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
625,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
626,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
627,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
628,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
629,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
630,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
631,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
632,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
633,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
634,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
635,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
636,0,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
637,0,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
638,0,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
639,0,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
640,0,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,
