,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
588,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
589,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
590,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
591,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
592,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
593,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
594,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
595,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
596,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
597,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
598,-0.001,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
599,-0.001,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
600,-0.001,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
601,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
602,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
603,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
604,-0.001,0.01,0.011,2.5333,0.929522801,,0.005,0.006,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,0.9212,-0.082078111,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
605,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
606,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
607,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
608,-0.001,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
609,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
610,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
611,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
612,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
613,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
614,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
615,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
616,-0.001,0.009,0.01,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
617,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
618,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
619,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
620,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
621,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
622,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
623,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
624,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
625,0,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
626,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
627,-0.001,0.009,0.01,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
628,-0.001,0.009,0.01,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
629,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
630,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
631,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
632,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
633,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
634,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
635,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
636,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
637,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
638,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
639,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
640,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
641,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
642,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
643,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
644,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
645,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
646,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
647,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
648,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
649,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
650,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.015,0.016,3.6848,1.30421625,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
651,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
652,-0.001,0.009,0.01,2.303,0.834212621,,0.005,0.006,1.3818,0.323386997,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.2303,-1.468372472,
653,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
654,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
655,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
656,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
657,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
658,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
659,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
660,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
661,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
662,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
663,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
664,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
665,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
666,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
667,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
668,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
669,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
670,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
