,MilliQ,F22Aug19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_20_r1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_45_r1,A(CDOM),a(CDOM),ln(a),Sr
745,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
746,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
747,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
748,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
749,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
750,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
751,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
752,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
753,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
754,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
755,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
756,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
757,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
758,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
759,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
760,0.001,0.005,0.004,0.9212,-0.082078111,,0.021,0.02,4.606,1.527359801,,0.011,0.01,2.303,0.834212621,,0.002,0.001,0.2303,-1.468372472,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.2303,-1.468372472,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,
761,0,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
762,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
763,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
764,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
765,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
766,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
767,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
768,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
769,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
770,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
771,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
772,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
773,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
774,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
775,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
776,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
777,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
778,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
779,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
780,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
781,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
782,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
783,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
784,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
785,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
786,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
787,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
788,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
789,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
790,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
791,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
792,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
793,0,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
794,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
795,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
796,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
797,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
798,0,0.004,0.004,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
