,MilliQ,MilliQ2,F15Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F27May19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F03Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27May19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F03Jul19_0.1mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2a,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F15Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,MilliQ_Final
323,0,0,0.026,0.026,5.9878,1.789724066,,0.02,0.02,4.606,1.527359801,,0.023,0.023,5.2969,1.667121744,,0.03,0.03,6.909,1.93282491,,0.03,0.03,6.909,1.93282491,,0.015,0.015,6.909,1.93282491,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.041,0.041,9.4423,2.245199595,,0.012,0.012,5.5272,1.709681358,,0.035,0.035,8.0605,2.086975589,,0.017,0.017,7.8302,2.057988052,,0.027,0.027,6.2181,1.827464394,,0.015,0.015,6.909,1.93282491,,0.016,0.016,3.6848,1.30421625,,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,-0.001
324,0,0,0.026,0.026,5.9878,1.789724066,,0.02,0.02,4.606,1.527359801,,0.023,0.023,5.2969,1.667121744,,0.03,0.03,6.909,1.93282491,,0.03,0.03,6.909,1.93282491,,0.015,0.015,6.909,1.93282491,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.04,0.04,9.212,2.220506982,,0.012,0.012,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.027,0.027,6.2181,1.827464394,,0.014,0.014,6.4484,1.863832038,,0.016,0.016,3.6848,1.30421625,,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0
325,0,0,0.026,0.026,5.9878,1.789724066,,0.02,0.02,4.606,1.527359801,,0.023,0.023,5.2969,1.667121744,,0.029,0.029,6.6787,1.898923358,,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.04,0.04,9.212,2.220506982,,0.012,0.012,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.027,0.027,6.2181,1.827464394,,0.014,0.014,6.4484,1.863832038,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,-0.001
326,0,0,0.026,0.026,5.9878,1.789724066,,0.02,0.02,4.606,1.527359801,,0.023,0.023,5.2969,1.667121744,,0.029,0.029,6.6787,1.898923358,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.04,0.04,9.212,2.220506982,,0.012,0.012,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.016,0.016,7.3696,1.997363431,,0.027,0.027,6.2181,1.827464394,,0.014,0.014,6.4484,1.863832038,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,-0.001
327,0,0,0.025,0.025,5.7575,1.750503353,,0.02,0.02,4.606,1.527359801,,0.022,0.022,5.0666,1.622669981,,0.029,0.029,6.6787,1.898923358,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.039,0.039,8.9817,2.195189174,,0.012,0.012,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,-0.001
328,0,0,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.022,0.022,5.0666,1.622669981,,0.029,0.029,6.6787,1.898923358,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.033,0.033,7.5999,2.028135089,,0.016,0.016,7.3696,1.997363431,,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,-0.001
329,0,0,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.022,0.022,5.0666,1.622669981,,0.029,0.029,6.6787,1.898923358,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.038,0.038,8.7514,2.169213688,,0.012,0.012,5.5272,1.709681358,,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0.015,0.015,3.4545,1.239677729,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,-0.001
330,0,0,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.022,0.022,5.0666,1.622669981,,0.029,0.029,6.6787,1.898923358,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.038,0.038,8.7514,2.169213688,,0.011,0.011,5.0666,1.622669981,,0.032,0.032,7.3696,1.997363431,,0.015,0.015,6.909,1.93282491,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,6.4484,1.863832038,,0.015,0.015,3.4545,1.239677729,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0
331,0,0,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.022,0.022,5.0666,1.622669981,,0.028,0.028,6.4484,1.863832038,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.038,0.038,8.7514,2.169213688,,0.011,0.011,5.0666,1.622669981,,0.032,0.032,7.3696,1.997363431,,0.015,0.015,6.909,1.93282491,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,6.4484,1.863832038,,0.015,0.015,3.4545,1.239677729,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,-0.001
332,0,0,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.037,0.037,8.5211,2.14254544,,0.011,0.011,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.015,0.015,6.909,1.93282491,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.015,0.015,3.4545,1.239677729,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0
333,0,0,0.024,0.024,5.5272,1.709681358,,0.019,0.019,4.3757,1.476066507,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.037,0.037,8.5211,2.14254544,,0.011,0.011,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.015,0.015,6.909,1.93282491,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.015,0.015,3.4545,1.239677729,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,0
334,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.037,0.037,8.5211,2.14254544,,0.011,0.011,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.015,0.015,3.4545,1.239677729,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,-0.001
335,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.036,0.036,8.2908,2.115146466,,0.011,0.011,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.015,0.015,6.909,1.93282491,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.015,0.015,3.4545,1.239677729,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,0
336,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.021,0.021,4.8363,1.576149966,,0.027,0.027,6.2181,1.827464394,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,-0.001
337,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,,0.035,0.035,8.0605,2.086975589,,0.01,0.01,4.606,1.527359801,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,-0.001
338,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,,0.035,0.035,8.0605,2.086975589,,0.01,0.01,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,5.9878,1.789724066,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,0
339,0,0,0.024,0.024,5.5272,1.709681358,,0.018,0.018,4.1454,1.421999286,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.035,0.035,8.0605,2.086975589,,0.011,0.011,5.0666,1.622669981,,0.029,0.029,6.6787,1.898923358,,0.014,0.014,6.4484,1.863832038,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,5.9878,1.789724066,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,0
340,0.001,0.001,0.025,0.024,5.5272,1.709681358,,0.019,0.018,4.1454,1.421999286,,0.021,0.02,4.606,1.527359801,,0.029,0.028,6.4484,1.863832038,,0.026,0.025,5.7575,1.750503353,,0.014,0.013,5.9878,1.789724066,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,,0.036,0.035,8.0605,2.086975589,,0.012,0.011,5.0666,1.622669981,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.024,0.023,5.2969,1.667121744,,0.014,0.013,5.9878,1.789724066,,0.015,0.014,3.2242,1.170684857,,0.023,0.022,5.0666,1.622669981,,0.013,0.012,5.5272,1.709681358,,0.001
341,0,0,0.025,0.025,5.7575,1.750503353,,0.018,0.018,4.1454,1.421999286,,0.02,0.02,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,,0.035,0.035,8.0605,2.086975589,,0.01,0.01,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,5.9878,1.789724066,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,0
342,0,0,0.024,0.024,5.5272,1.709681358,,0.017,0.017,3.9151,1.364840872,,0.019,0.019,4.3757,1.476066507,,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,,0.034,0.034,7.8302,2.057988052,,0.01,0.01,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,5.9878,1.789724066,,0.013,0.013,2.9939,1.096576885,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,-0.001
343,0,0,0.024,0.024,5.5272,1.709681358,,0.017,0.017,3.9151,1.364840872,,0.019,0.019,4.3757,1.476066507,,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,,0.033,0.033,7.5999,2.028135089,,0.01,0.01,4.606,1.527359801,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,-0.001
344,0,0,0.024,0.024,5.5272,1.709681358,,0.017,0.017,3.9151,1.364840872,,0.019,0.019,4.3757,1.476066507,,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.033,0.033,7.5999,2.028135089,,0.01,0.01,4.606,1.527359801,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,5.9878,1.789724066,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.011,0.011,5.0666,1.622669981,,-0.001
345,0,0,0.024,0.024,5.5272,1.709681358,,0.017,0.017,3.9151,1.364840872,,0.018,0.018,4.1454,1.421999286,,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.033,0.033,7.5999,2.028135089,,0.01,0.01,4.606,1.527359801,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,5.9878,1.789724066,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.011,0.011,5.0666,1.622669981,,-0.001
346,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.019,0.019,4.3757,1.476066507,,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.033,0.033,7.5999,2.028135089,,0.01,0.01,4.606,1.527359801,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,5.9878,1.789724066,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.011,0.011,5.0666,1.622669981,,-0.001
347,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.018,0.018,4.1454,1.421999286,,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.033,0.033,7.5999,2.028135089,,0.009,0.009,4.1454,1.421999286,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,-0.001
348,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.018,0.018,4.1454,1.421999286,,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.032,0.032,7.3696,1.997363431,,0.01,0.01,4.606,1.527359801,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.011,0.011,5.0666,1.622669981,,-0.001
349,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.018,0.018,4.1454,1.421999286,,0.027,0.027,6.2181,1.827464394,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.032,0.032,7.3696,1.997363431,,0.01,0.01,4.606,1.527359801,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,-0.001
350,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.018,0.018,4.1454,1.421999286,,0.026,0.026,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.032,0.032,7.3696,1.997363431,,0.01,0.01,4.606,1.527359801,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,-0.001
351,0,-0.001,0.023,0.024,5.5272,1.709681358,,0.016,0.017,3.9151,1.364840872,,0.017,0.018,4.1454,1.421999286,,0.026,0.027,6.2181,1.827464394,,0.022,0.023,5.2969,1.667121744,,0.011,0.012,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.032,0.033,7.5999,2.028135089,,0.009,0.01,4.606,1.527359801,,0.024,0.025,5.7575,1.750503353,,0.012,0.013,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,5.9878,1.789724066,,0.012,0.013,2.9939,1.096576885,,0.019,0.02,4.606,1.527359801,,0.01,0.011,5.0666,1.622669981,,-0.001
352,0,0,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,,0.026,0.026,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.032,0.032,7.3696,1.997363431,,0.01,0.01,4.606,1.527359801,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,-0.001
353,0,0,0.023,0.023,5.2969,1.667121744,,0.016,0.016,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,,0.026,0.026,5.9878,1.789724066,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.031,0.031,7.1393,1.965614732,,0.01,0.01,4.606,1.527359801,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,-0.001
354,0,-0.001,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.025,0.026,5.9878,1.789724066,,0.021,0.022,5.0666,1.622669981,,0.01,0.011,5.0666,1.622669981,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.031,0.032,7.3696,1.997363431,,0.009,0.01,4.606,1.527359801,,0.023,0.024,5.5272,1.709681358,,0.011,0.012,5.5272,1.709681358,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,5.5272,1.709681358,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.01,0.011,5.0666,1.622669981,,-0.001
355,0,-0.001,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.025,0.026,5.9878,1.789724066,,0.021,0.022,5.0666,1.622669981,,0.01,0.011,5.0666,1.622669981,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.031,0.032,7.3696,1.997363431,,0.009,0.01,4.606,1.527359801,,0.023,0.024,5.5272,1.709681358,,0.011,0.012,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.011,0.012,5.5272,1.709681358,,0.011,0.012,2.7636,1.016534178,,0.018,0.019,4.3757,1.476066507,,0.01,0.011,5.0666,1.622669981,,-0.001
356,0,0,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.03,0.03,6.909,1.93282491,,0.009,0.009,4.1454,1.421999286,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,4.606,1.527359801,,-0.001
357,0,0,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.03,0.03,6.909,1.93282491,,0.009,0.009,4.1454,1.421999286,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,4.606,1.527359801,,-0.001
358,0,0,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.03,0.03,6.909,1.93282491,,0.009,0.009,4.1454,1.421999286,,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,4.606,1.527359801,,-0.001
359,0,0,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.03,0.03,6.909,1.93282491,,0.009,0.009,4.1454,1.421999286,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,-0.001
360,0,0,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.025,0.025,5.7575,1.750503353,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.03,0.03,6.909,1.93282491,,0.009,0.009,4.1454,1.421999286,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,5.0666,1.622669981,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.01,0.01,4.606,1.527359801,,-0.001
