,Blank,F2Sep19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_5mR1_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_SurfR2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
549,0,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.041,0.041,9.4423,2.245199595,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
550,0,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.041,0.041,9.4423,2.245199595,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
551,0,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.041,0.041,9.4423,2.245199595,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
552,0,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.041,0.041,9.4423,2.245199595,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
553,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
554,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
555,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
556,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
557,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
558,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
559,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,3.2242,1.170684857,
560,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.04,0.04,9.212,2.220506982,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
561,0,0.013,0.013,2.9939,1.096576885,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
562,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
563,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
564,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
565,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
566,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
567,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
568,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
569,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
570,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.039,0.039,8.9817,2.195189174,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
571,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.011,0.011,5.0666,1.622669981,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
572,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
573,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
574,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
575,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
576,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
577,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
578,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
579,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
580,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
581,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
582,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.038,0.038,8.7514,2.169213688,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
583,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
584,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
585,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
586,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
587,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
588,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
589,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
590,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
591,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
592,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.037,0.037,8.5211,2.14254544,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
593,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,
594,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
595,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
596,0,0.013,0.013,2.9939,1.096576885,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
597,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
598,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
599,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
600,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
601,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
602,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
603,0,0.012,0.012,2.7636,1.016534178,,0.008,0.008,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.01,0.01,4.606,1.527359801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
604,0,0.012,0.012,2.7636,1.016534178,,0.007,0.007,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.036,0.036,8.2908,2.115146466,,0.009,0.009,4.1454,1.421999286,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,
