,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
593,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
594,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
595,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
596,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
597,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
598,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
599,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
600,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
601,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
602,0,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
603,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
604,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
605,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
606,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
607,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
608,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
609,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
610,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
611,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
612,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
613,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
614,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
615,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
616,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
617,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
618,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
619,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
620,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
621,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
622,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
623,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
624,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
625,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
626,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
627,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
628,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
629,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
630,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
631,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
632,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
633,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
634,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
635,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
636,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
637,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
638,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
639,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
640,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
641,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
642,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
643,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
644,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
645,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
646,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
647,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
648,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
649,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
650,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
651,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
652,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
653,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
654,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
655,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
656,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
657,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
658,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
659,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
660,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
661,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
662,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
663,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
664,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
665,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
666,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
667,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
668,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
669,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
670,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
671,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
672,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
673,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
674,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
675,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
