,Blank,F22Jul19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Jul19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
298,0,0.058,0.058,13.3574,2.592070538,,0.03,0.03,13.818,2.62597209,,0.033,0.033,7.5999,2.028135089,,0.086,0.086,19.8058,2.985974824,,0.04,0.04,18.424,2.913654163,
299,0,0.057,0.057,13.1271,2.574678796,,0.03,0.03,13.818,2.62597209,,0.032,0.032,7.3696,1.997363431,,0.086,0.086,19.8058,2.985974824,,0.039,0.039,17.9634,2.888336355,
300,0,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,0.032,0.032,7.3696,1.997363431,,0.085,0.085,19.5755,2.974278784,,0.039,0.039,17.9634,2.888336355,
301,0,0.056,0.056,12.8968,2.556979219,,0.029,0.029,13.3574,2.592070538,,0.031,0.031,7.1393,1.965614732,,0.084,0.084,19.3452,2.962444327,,0.039,0.039,17.9634,2.888336355,
302,0,0.055,0.055,12.6665,2.538960713,,0.029,0.029,13.3574,2.592070538,,0.031,0.031,7.1393,1.965614732,,0.084,0.084,19.3452,2.962444327,,0.039,0.039,17.9634,2.888336355,
303,0,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0.031,0.031,7.1393,1.965614732,,0.084,0.084,19.3452,2.962444327,,0.038,0.038,17.5028,2.862360868,
304,0,0.054,0.054,12.4362,2.520611574,,0.028,0.028,12.8968,2.556979219,,0.03,0.03,6.909,1.93282491,,0.083,0.083,19.1149,2.950468136,,0.038,0.038,17.5028,2.862360868,
305,0,0.053,0.053,12.2059,2.501919441,,0.027,0.027,12.4362,2.520611574,,0.03,0.03,6.909,1.93282491,,0.083,0.083,19.1149,2.950468136,,0.038,0.038,17.5028,2.862360868,
306,0,0.052,0.052,11.9756,2.482871246,,0.027,0.027,12.4362,2.520611574,,0.03,0.03,6.909,1.93282491,,0.081,0.081,18.6543,2.926076683,,0.038,0.038,17.5028,2.862360868,
307,0,0.052,0.052,11.9756,2.482871246,,0.027,0.027,12.4362,2.520611574,,0.03,0.03,6.909,1.93282491,,0.081,0.081,18.6543,2.926076683,,0.038,0.038,17.5028,2.862360868,
308,0,0.051,0.051,11.7453,2.463453161,,0.027,0.027,12.4362,2.520611574,,0.03,0.03,6.909,1.93282491,,0.08,0.08,18.424,2.913654163,,0.037,0.037,17.0422,2.835692621,
309,0,0.051,0.051,11.7453,2.463453161,,0.026,0.026,11.9756,2.482871246,,0.029,0.029,6.6787,1.898923358,,0.08,0.08,18.424,2.913654163,,0.037,0.037,17.0422,2.835692621,
310,0,0.05,0.05,11.515,2.443650533,,0.026,0.026,11.9756,2.482871246,,0.029,0.029,6.6787,1.898923358,,0.08,0.08,18.424,2.913654163,,0.037,0.037,17.0422,2.835692621,
311,0,0.049,0.049,11.2847,2.423447826,,0.026,0.026,11.9756,2.482871246,,0.029,0.029,6.6787,1.898923358,,0.079,0.079,18.1937,2.90107538,,0.037,0.037,17.0422,2.835692621,
312,0,0.049,0.049,11.2847,2.423447826,,0.026,0.026,11.9756,2.482871246,,0.029,0.029,6.6787,1.898923358,,0.079,0.079,18.1937,2.90107538,,0.037,0.037,17.0422,2.835692621,
313,0,0.048,0.048,11.0544,2.402828539,,0.025,0.025,11.515,2.443650533,,0.028,0.028,6.4484,1.863832038,,0.079,0.079,18.1937,2.90107538,,0.036,0.036,16.5816,2.808293647,
314,0,0.048,0.048,11.0544,2.402828539,,0.025,0.025,11.515,2.443650533,,0.028,0.028,6.4484,1.863832038,,0.078,0.078,17.9634,2.888336355,,0.036,0.036,16.5816,2.808293647,
315,0,0.047,0.047,10.8241,2.38177513,,0.025,0.025,11.515,2.443650533,,0.028,0.028,6.4484,1.863832038,,0.078,0.078,17.9634,2.888336355,,0.036,0.036,16.5816,2.808293647,
316,0,0.047,0.047,10.8241,2.38177513,,0.024,0.024,11.0544,2.402828539,,0.027,0.027,6.2181,1.827464394,,0.078,0.078,17.9634,2.888336355,,0.036,0.036,16.5816,2.808293647,
317,0,0.046,0.046,10.5938,2.360268924,,0.024,0.024,11.0544,2.402828539,,0.027,0.027,6.2181,1.827464394,,0.078,0.078,17.9634,2.888336355,,0.036,0.036,16.5816,2.808293647,
318,0,0.046,0.046,10.5938,2.360268924,,0.024,0.024,11.0544,2.402828539,,0.027,0.027,6.2181,1.827464394,,0.077,0.077,17.7331,2.87543295,,0.036,0.036,16.5816,2.808293647,
319,0,0.045,0.045,10.3635,2.338290018,,0.023,0.023,10.5938,2.360268924,,0.027,0.027,6.2181,1.827464394,,0.077,0.077,17.7331,2.87543295,,0.035,0.035,16.121,2.78012277,
320,0,0.045,0.045,10.3635,2.338290018,,0.023,0.023,10.5938,2.360268924,,0.026,0.026,5.9878,1.789724066,,0.076,0.076,17.5028,2.862360868,,0.035,0.035,16.121,2.78012277,
321,0,0.044,0.044,10.1332,2.315817162,,0.023,0.023,10.5938,2.360268924,,0.026,0.026,5.9878,1.789724066,,0.076,0.076,17.5028,2.862360868,,0.035,0.035,16.121,2.78012277,
322,0,0.044,0.044,10.1332,2.315817162,,0.023,0.023,10.5938,2.360268924,,0.026,0.026,5.9878,1.789724066,,0.076,0.076,17.5028,2.862360868,,0.035,0.035,16.121,2.78012277,
323,0,0.044,0.044,10.1332,2.315817162,,0.023,0.023,10.5938,2.360268924,,0.026,0.026,5.9878,1.789724066,,0.076,0.076,17.5028,2.862360868,,0.035,0.035,16.121,2.78012277,
324,0,0.043,0.043,9.9029,2.292827644,,0.022,0.022,10.1332,2.315817162,,0.026,0.026,5.9878,1.789724066,,0.075,0.075,17.2725,2.849115641,,0.035,0.035,16.121,2.78012277,
325,0,0.043,0.043,9.9029,2.292827644,,0.022,0.022,10.1332,2.315817162,,0.026,0.026,5.9878,1.789724066,,0.075,0.075,17.2725,2.849115641,,0.035,0.035,16.121,2.78012277,
326,0,0.042,0.042,9.6726,2.269297146,,0.022,0.022,10.1332,2.315817162,,0.026,0.026,5.9878,1.789724066,,0.075,0.075,17.2725,2.849115641,,0.035,0.035,16.121,2.78012277,
327,0,0.042,0.042,9.6726,2.269297146,,0.022,0.022,10.1332,2.315817162,,0.025,0.025,5.7575,1.750503353,,0.075,0.075,17.2725,2.849115641,,0.035,0.035,16.121,2.78012277,
328,0,0.041,0.041,9.4423,2.245199595,,0.022,0.022,10.1332,2.315817162,,0.025,0.025,5.7575,1.750503353,,0.074,0.074,17.0422,2.835692621,,0.034,0.034,15.6604,2.751135233,
329,0,0.041,0.041,9.4423,2.245199595,,0.022,0.022,10.1332,2.315817162,,0.025,0.025,5.7575,1.750503353,,0.074,0.074,17.0422,2.835692621,,0.034,0.034,15.6604,2.751135233,
330,0,0.041,0.041,9.4423,2.245199595,,0.021,0.021,9.6726,2.269297146,,0.024,0.024,5.5272,1.709681358,,0.074,0.074,17.0422,2.835692621,,0.034,0.034,15.6604,2.751135233,
331,0,0.04,0.04,9.212,2.220506982,,0.021,0.021,9.6726,2.269297146,,0.024,0.024,5.5272,1.709681358,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,
332,0,0.04,0.04,9.212,2.220506982,,0.021,0.021,9.6726,2.269297146,,0.024,0.024,5.5272,1.709681358,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,
333,0,0.04,0.04,9.212,2.220506982,,0.021,0.021,9.6726,2.269297146,,0.024,0.024,5.5272,1.709681358,,0.073,0.073,16.8119,2.822086969,,0.034,0.034,15.6604,2.751135233,
334,0,0.039,0.039,8.9817,2.195189174,,0.02,0.02,9.212,2.220506982,,0.023,0.023,5.2969,1.667121744,,0.073,0.073,16.8119,2.822086969,,0.033,0.033,15.1998,2.72128227,
335,0,0.039,0.039,8.9817,2.195189174,,0.02,0.02,9.212,2.220506982,,0.023,0.023,5.2969,1.667121744,,0.073,0.073,16.8119,2.822086969,,0.033,0.033,15.1998,2.72128227,
336,0,0.038,0.038,8.7514,2.169213688,,0.02,0.02,9.212,2.220506982,,0.023,0.023,5.2969,1.667121744,,0.072,0.072,16.5816,2.808293647,,0.033,0.033,15.1998,2.72128227,
337,0,0.038,0.038,8.7514,2.169213688,,0.02,0.02,9.212,2.220506982,,0.023,0.023,5.2969,1.667121744,,0.072,0.072,16.5816,2.808293647,,0.033,0.033,15.1998,2.72128227,
338,0,0.037,0.037,8.5211,2.14254544,,0.019,0.019,8.7514,2.169213688,,0.023,0.023,5.2969,1.667121744,,0.071,0.071,16.3513,2.794307405,,0.033,0.033,15.1998,2.72128227,
339,0,0.037,0.037,8.5211,2.14254544,,0.02,0.02,9.212,2.220506982,,0.023,0.023,5.2969,1.667121744,,0.072,0.072,16.5816,2.808293647,,0.033,0.033,15.1998,2.72128227,
340,0.001,0.038,0.037,8.5211,2.14254544,,0.02,0.019,8.7514,2.169213688,,0.024,0.023,5.2969,1.667121744,,0.072,0.071,16.3513,2.794307405,,0.034,0.033,15.1998,2.72128227,
341,0,0.036,0.036,8.2908,2.115146466,,0.019,0.019,8.7514,2.169213688,,0.022,0.022,5.0666,1.622669981,,0.071,0.071,16.3513,2.794307405,,0.032,0.032,14.7392,2.690510611,
342,0,0.036,0.036,8.2908,2.115146466,,0.019,0.019,8.7514,2.169213688,,0.022,0.022,5.0666,1.622669981,,0.07,0.07,16.121,2.78012277,,0.032,0.032,14.7392,2.690510611,
343,0,0.036,0.036,8.2908,2.115146466,,0.019,0.019,8.7514,2.169213688,,0.022,0.022,5.0666,1.622669981,,0.07,0.07,16.121,2.78012277,,0.032,0.032,14.7392,2.690510611,
344,0,0.035,0.035,8.0605,2.086975589,,0.018,0.018,8.2908,2.115146466,,0.022,0.022,5.0666,1.622669981,,0.07,0.07,16.121,2.78012277,,0.032,0.032,14.7392,2.690510611,
345,0,0.035,0.035,8.0605,2.086975589,,0.018,0.018,8.2908,2.115146466,,0.022,0.022,5.0666,1.622669981,,0.069,0.069,15.8907,2.765734032,,0.032,0.032,14.7392,2.690510611,
346,0,0.035,0.035,8.0605,2.086975589,,0.018,0.018,8.2908,2.115146466,,0.021,0.021,4.8363,1.576149966,,0.069,0.069,15.8907,2.765734032,,0.031,0.031,14.2786,2.658761913,
347,0,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.021,0.021,4.8363,1.576149966,,0.069,0.069,15.8907,2.765734032,,0.032,0.032,14.7392,2.690510611,
348,0,0.034,0.034,7.8302,2.057988052,,0.017,0.017,7.8302,2.057988052,,0.021,0.021,4.8363,1.576149966,,0.068,0.068,15.6604,2.751135233,,0.031,0.031,14.2786,2.658761913,
349,-0.001,0.033,0.034,7.8302,2.057988052,,0.017,0.018,8.2908,2.115146466,,0.021,0.022,5.0666,1.622669981,,0.068,0.069,15.8907,2.765734032,,0.031,0.032,14.7392,2.690510611,
350,0,0.033,0.033,7.5999,2.028135089,,0.017,0.017,7.8302,2.057988052,,0.021,0.021,4.8363,1.576149966,,0.068,0.068,15.6604,2.751135233,,0.031,0.031,14.2786,2.658761913,
351,0,0.033,0.033,7.5999,2.028135089,,0.017,0.017,7.8302,2.057988052,,0.02,0.02,4.606,1.527359801,,0.068,0.068,15.6604,2.751135233,,0.031,0.031,14.2786,2.658761913,
352,0,0.033,0.033,7.5999,2.028135089,,0.017,0.017,7.8302,2.057988052,,0.02,0.02,4.606,1.527359801,,0.068,0.068,15.6604,2.751135233,,0.031,0.031,14.2786,2.658761913,
353,0,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.02,0.02,4.606,1.527359801,,0.067,0.067,15.4301,2.736320147,,0.031,0.031,14.2786,2.658761913,
354,0,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.02,0.02,4.606,1.527359801,,0.067,0.067,15.4301,2.736320147,,0.03,0.03,13.818,2.62597209,
355,0,0.032,0.032,7.3696,1.997363431,,0.016,0.016,7.3696,1.997363431,,0.019,0.019,4.3757,1.476066507,,0.067,0.067,15.4301,2.736320147,,0.03,0.03,13.818,2.62597209,
356,0,0.031,0.031,7.1393,1.965614732,,0.016,0.016,7.3696,1.997363431,,0.019,0.019,4.3757,1.476066507,,0.066,0.066,15.1998,2.72128227,,0.03,0.03,13.818,2.62597209,
357,0,0.031,0.031,7.1393,1.965614732,,0.016,0.016,7.3696,1.997363431,,0.019,0.019,4.3757,1.476066507,,0.066,0.066,15.1998,2.72128227,,0.03,0.03,13.818,2.62597209,
358,0,0.03,0.03,6.909,1.93282491,,0.016,0.016,7.3696,1.997363431,,0.019,0.019,4.3757,1.476066507,,0.066,0.066,15.1998,2.72128227,,0.03,0.03,13.818,2.62597209,
359,0,0.03,0.03,6.909,1.93282491,,0.016,0.016,7.3696,1.997363431,,0.019,0.019,4.3757,1.476066507,,0.066,0.066,15.1998,2.72128227,,0.03,0.03,13.818,2.62597209,
360,0,0.03,0.03,6.909,1.93282491,,0.015,0.015,6.909,1.93282491,,0.019,0.019,4.3757,1.476066507,,0.065,0.065,14.9695,2.706014798,,0.03,0.03,13.818,2.62597209,
361,0,0.03,0.03,6.909,1.93282491,,0.015,0.015,6.909,1.93282491,,0.019,0.019,4.3757,1.476066507,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,
362,0,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,
363,0,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.019,0.019,4.3757,1.476066507,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,
364,0,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.065,0.065,14.9695,2.706014798,,0.029,0.029,13.3574,2.592070538,
365,0,0.028,0.028,6.4484,1.863832038,,0.015,0.015,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,
366,0,0.028,0.028,6.4484,1.863832038,,0.015,0.015,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,
367,0,0.028,0.028,6.4484,1.863832038,,0.015,0.015,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,
368,0,0.028,0.028,6.4484,1.863832038,,0.014,0.014,6.4484,1.863832038,,0.018,0.018,4.1454,1.421999286,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,
369,0,0.027,0.027,6.2181,1.827464394,,0.014,0.014,6.4484,1.863832038,,0.017,0.017,3.9151,1.364840872,,0.064,0.064,14.7392,2.690510611,,0.029,0.029,13.3574,2.592070538,
370,0,0.027,0.027,6.2181,1.827464394,,0.014,0.014,6.4484,1.863832038,,0.017,0.017,3.9151,1.364840872,,0.063,0.063,14.5089,2.674762254,,0.028,0.028,12.8968,2.556979219,
371,0,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.063,0.063,14.5089,2.674762254,,0.028,0.028,12.8968,2.556979219,
372,0,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0.017,0.017,3.9151,1.364840872,,0.063,0.063,14.5089,2.674762254,,0.028,0.028,12.8968,2.556979219,
373,0,0.026,0.026,5.9878,1.789724066,,0.014,0.014,6.4484,1.863832038,,0.017,0.017,3.9151,1.364840872,,0.063,0.063,14.5089,2.674762254,,0.028,0.028,12.8968,2.556979219,
374,0,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,
375,0,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,
376,0,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.017,0.017,3.9151,1.364840872,,0.062,0.062,14.2786,2.658761913,,0.028,0.028,12.8968,2.556979219,
377,0,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.028,0.028,12.8968,2.556979219,
378,0,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.028,0.028,12.8968,2.556979219,
379,0,0.025,0.025,5.7575,1.750503353,,0.013,0.013,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.027,0.027,12.4362,2.520611574,
380,0,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.061,0.061,14.0483,2.642501392,,0.027,0.027,12.4362,2.520611574,
381,0,0.024,0.024,5.5272,1.709681358,,0.013,0.013,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,
382,0,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,
383,0,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.06,0.06,13.818,2.62597209,,0.027,0.027,12.4362,2.520611574,
384,0,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.059,0.059,13.5877,2.609164972,,0.027,0.027,12.4362,2.520611574,
385,0,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.059,0.059,13.5877,2.609164972,,0.026,0.026,11.9756,2.482871246,
386,0,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.059,0.059,13.5877,2.609164972,,0.026,0.026,11.9756,2.482871246,
387,0,0.023,0.023,5.2969,1.667121744,,0.012,0.012,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.059,0.059,13.5877,2.609164972,,0.026,0.026,11.9756,2.482871246,
388,0,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.058,0.058,13.3574,2.592070538,,0.026,0.026,11.9756,2.482871246,
389,0,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.058,0.058,13.3574,2.592070538,,0.026,0.026,11.9756,2.482871246,
390,0,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.058,0.058,13.3574,2.592070538,,0.025,0.025,11.515,2.443650533,
391,0,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.057,0.057,13.1271,2.574678796,,0.025,0.025,11.515,2.443650533,
392,0,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.025,0.025,11.515,2.443650533,
393,0,0.022,0.022,5.0666,1.622669981,,0.011,0.011,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.025,0.025,11.515,2.443650533,
394,0,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.057,0.057,13.1271,2.574678796,,0.025,0.025,11.515,2.443650533,
395,0,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,
396,0,0.021,0.021,4.8363,1.576149966,,0.011,0.011,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,
397,0,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.056,0.056,12.8968,2.556979219,,0.025,0.025,11.515,2.443650533,
398,0,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.025,0.025,11.515,2.443650533,
399,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.024,0.024,11.0544,2.402828539,
400,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.055,0.055,12.6665,2.538960713,,0.024,0.024,11.0544,2.402828539,
401,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.055,0.055,12.6665,2.538960713,,0.024,0.024,11.0544,2.402828539,
402,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.055,0.055,12.6665,2.538960713,,0.024,0.024,11.0544,2.402828539,
403,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.054,0.054,12.4362,2.520611574,,0.024,0.024,11.0544,2.402828539,
404,0,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.054,0.054,12.4362,2.520611574,,0.024,0.024,11.0544,2.402828539,
405,0,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.054,0.054,12.4362,2.520611574,,0.024,0.024,11.0544,2.402828539,
406,0,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,
407,0,0.019,0.019,4.3757,1.476066507,,0.01,0.01,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,11.0544,2.402828539,
408,0,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.053,0.053,12.2059,2.501919441,,0.023,0.023,10.5938,2.360268924,
409,0,0.019,0.019,4.3757,1.476066507,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.053,0.053,12.2059,2.501919441,,0.023,0.023,10.5938,2.360268924,
410,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.052,0.052,11.9756,2.482871246,,0.023,0.023,10.5938,2.360268924,
411,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.052,0.052,11.9756,2.482871246,,0.023,0.023,10.5938,2.360268924,
412,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.052,0.052,11.9756,2.482871246,,0.023,0.023,10.5938,2.360268924,
413,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.052,0.052,11.9756,2.482871246,,0.023,0.023,10.5938,2.360268924,
414,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.052,0.052,11.9756,2.482871246,,0.023,0.023,10.5938,2.360268924,
415,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.051,0.051,11.7453,2.463453161,,0.023,0.023,10.5938,2.360268924,
416,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.051,0.051,11.7453,2.463453161,,0.023,0.023,10.5938,2.360268924,
417,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.051,0.051,11.7453,2.463453161,,0.022,0.022,10.1332,2.315817162,
418,0,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.051,0.051,11.7453,2.463453161,,0.022,0.022,10.1332,2.315817162,
419,0,0.017,0.017,3.9151,1.364840872,,0.009,0.009,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.05,0.05,11.515,2.443650533,,0.022,0.022,10.1332,2.315817162,
420,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.05,0.05,11.515,2.443650533,,0.022,0.022,10.1332,2.315817162,
421,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.05,0.05,11.515,2.443650533,,0.022,0.022,10.1332,2.315817162,
422,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.05,0.05,11.515,2.443650533,,0.022,0.022,10.1332,2.315817162,
423,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.049,0.049,11.2847,2.423447826,,0.022,0.022,10.1332,2.315817162,
424,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.049,0.049,11.2847,2.423447826,,0.022,0.022,10.1332,2.315817162,
425,0,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,,0.049,0.049,11.2847,2.423447826,,0.022,0.022,10.1332,2.315817162,
426,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.049,0.049,11.2847,2.423447826,,0.022,0.022,10.1332,2.315817162,
427,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.049,0.049,11.2847,2.423447826,,0.021,0.021,9.6726,2.269297146,
428,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.021,0.021,9.6726,2.269297146,
429,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.021,0.021,9.6726,2.269297146,
430,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.021,0.021,9.6726,2.269297146,
