,Blank,F22Jul19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Jul19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
564,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
565,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
566,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
567,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
568,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
569,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
570,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
571,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
572,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
573,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
574,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
575,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
576,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
577,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
578,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
579,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
580,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
581,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
582,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
583,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
584,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.012,0.012,5.5272,1.709681358,
585,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
586,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
587,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
588,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
589,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
590,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
591,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
592,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
593,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.011,0.011,5.0666,1.622669981,
594,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.012,0.012,5.5272,1.709681358,
595,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.011,0.011,5.0666,1.622669981,
596,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.011,0.011,5.0666,1.622669981,
597,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.011,0.011,5.0666,1.622669981,
598,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.028,0.028,6.4484,1.863832038,,0.011,0.011,5.0666,1.622669981,
599,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
600,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
601,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
602,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
603,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
604,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
605,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
606,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
607,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
608,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
609,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
610,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
611,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
612,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
613,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
614,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
615,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
616,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
617,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.027,0.027,6.2181,1.827464394,,0.011,0.011,5.0666,1.622669981,
618,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
619,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
620,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
621,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
622,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
623,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
624,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
625,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
626,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
627,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
628,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
629,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
630,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
631,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
632,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
633,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.026,0.026,5.9878,1.789724066,,0.011,0.011,5.0666,1.622669981,
634,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,
635,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,
636,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,
637,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.011,0.011,5.0666,1.622669981,
638,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
639,0,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
640,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
641,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
642,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
643,0,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
644,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
645,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
646,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
647,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
648,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
649,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
650,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
651,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.01,0.01,4.606,1.527359801,
652,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
653,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
654,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
655,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
656,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
657,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
658,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
659,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
660,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
661,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
662,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
663,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
664,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
665,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
666,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
667,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
668,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
669,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
670,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
671,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
672,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
673,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
674,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
675,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
676,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
677,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
678,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
679,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
680,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
681,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
682,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,
683,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
684,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
685,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
686,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
687,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
688,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
689,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
690,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
691,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
692,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
693,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
694,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
695,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
696,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
