,Blank,F11Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
599,0,0.017,0.017,3.9151,1.364840872,,0.007,0.007,3.2242,1.170684857,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
600,-0.001,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.03,0.031,7.1393,1.965614732,,0.014,0.015,6.909,1.93282491,,0.001,0.002,0.4606,-0.775225292,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
601,-0.001,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.03,0.031,7.1393,1.965614732,,0.014,0.015,6.909,1.93282491,,0.001,0.002,0.4606,-0.775225292,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
602,0,0.017,0.017,3.9151,1.364840872,,0.007,0.007,3.2242,1.170684857,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
603,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
604,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
605,0,0.017,0.017,3.9151,1.364840872,,0.007,0.007,3.2242,1.170684857,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
606,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.014,0.014,6.4484,1.863832038,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
607,-0.001,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.03,0.031,7.1393,1.965614732,,0.013,0.014,6.4484,1.863832038,,0.001,0.002,0.4606,-0.775225292,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
608,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
609,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.03,0.03,6.909,1.93282491,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
610,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
611,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
612,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
613,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
614,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
615,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
616,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
617,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
618,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
619,-0.001,0.017,0.018,4.1454,1.421999286,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.029,0.03,6.909,1.93282491,,0.013,0.014,6.4484,1.863832038,,0.001,0.002,0.4606,-0.775225292,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.005,0.006,1.3818,0.323386997,,0.002,0.003,1.3818,0.323386997,
620,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
621,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
622,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
623,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
624,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
625,0,0.017,0.017,3.9151,1.364840872,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
626,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
627,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
628,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
629,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.029,0.029,6.6787,1.898923358,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
630,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
631,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
632,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
633,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,
634,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
635,-0.001,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.028,0.029,6.6787,1.898923358,,0.013,0.014,6.4484,1.863832038,,0.001,0.002,0.4606,-0.775225292,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,
636,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
637,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
638,-0.001,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.028,0.029,6.6787,1.898923358,,0.013,0.014,6.4484,1.863832038,,0,0.001,0.2303,-1.468372472,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,
639,-0.001,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.028,0.029,6.6787,1.898923358,,0.013,0.014,6.4484,1.863832038,,0,0.001,0.2303,-1.468372472,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,
640,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
641,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
642,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.028,0.028,6.4484,1.863832038,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
643,-0.001,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,0.028,0.029,6.6787,1.898923358,,0.012,0.013,5.9878,1.789724066,,0,0.001,0.2303,-1.468372472,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,
644,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
645,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
646,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
647,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
648,0,0.016,0.016,3.6848,1.30421625,,0.006,0.006,2.7636,1.016534178,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.027,0.027,6.2181,1.827464394,,0.012,0.012,5.5272,1.709681358,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
