,MilliQ,F16Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
564,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
565,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
566,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
567,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
568,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
569,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
570,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
571,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
572,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
573,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
574,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
575,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
576,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
577,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
578,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
579,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
580,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
581,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
582,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
583,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
584,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
585,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,
586,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
587,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
588,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
589,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
590,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
591,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
592,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
593,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
594,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
595,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
596,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
597,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
598,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
599,0,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
600,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
601,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
602,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
603,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
604,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
605,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
606,0,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,
607,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
608,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
609,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
610,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
611,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
612,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
613,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
614,0,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,
