,MilliQ,F5Aug19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Wet_R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_101_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_30_R1,A(CDOM),a(CDOM),ln(a),Sr
259,-0.003,0.085,0.088,20.2664,3.008964342,,0.044,0.047,10.8241,2.38177513,,0.081,0.084,19.3452,2.962444327,,0.063,0.066,15.1998,2.72128227,,0.034,0.037,8.5211,2.14254544,,0.037,0.04,9.212,2.220506982,,0.03,0.033,7.5999,2.028135089,,0.039,0.042,9.6726,2.269297146,
260,-0.003,0.084,0.087,20.0361,2.997535646,,0.044,0.047,10.8241,2.38177513,,0.081,0.084,19.3452,2.962444327,,0.063,0.066,15.1998,2.72128227,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.029,0.032,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,
261,-0.003,0.084,0.087,20.0361,2.997535646,,0.044,0.047,10.8241,2.38177513,,0.08,0.083,19.1149,2.950468136,,0.063,0.066,15.1998,2.72128227,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.029,0.032,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,
262,-0.003,0.083,0.086,19.8058,2.985974824,,0.043,0.046,10.5938,2.360268924,,0.08,0.083,19.1149,2.950468136,,0.062,0.065,14.9695,2.706014798,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.029,0.032,7.3696,1.997363431,,0.038,0.041,9.4423,2.245199595,
263,-0.003,0.082,0.085,19.5755,2.974278784,,0.043,0.046,10.5938,2.360268924,,0.079,0.082,18.8846,2.938346775,,0.062,0.065,14.9695,2.706014798,,0.033,0.036,8.2908,2.115146466,,0.036,0.039,8.9817,2.195189174,,0.029,0.032,7.3696,1.997363431,,0.037,0.04,9.212,2.220506982,
264,-0.003,0.082,0.085,19.5755,2.974278784,,0.043,0.046,10.5938,2.360268924,,0.079,0.082,18.8846,2.938346775,,0.062,0.065,14.9695,2.706014798,,0.033,0.036,8.2908,2.115146466,,0.035,0.038,8.7514,2.169213688,,0.028,0.031,7.1393,1.965614732,,0.037,0.04,9.212,2.220506982,
265,-0.003,0.081,0.084,19.3452,2.962444327,,0.042,0.045,10.3635,2.338290018,,0.078,0.081,18.6543,2.926076683,,0.062,0.065,14.9695,2.706014798,,0.032,0.035,8.0605,2.086975589,,0.035,0.038,8.7514,2.169213688,,0.028,0.031,7.1393,1.965614732,,0.037,0.04,9.212,2.220506982,
266,-0.003,0.08,0.083,19.1149,2.950468136,,0.042,0.045,10.3635,2.338290018,,0.077,0.08,18.424,2.913654163,,0.061,0.064,14.7392,2.690510611,,0.032,0.035,8.0605,2.086975589,,0.035,0.038,8.7514,2.169213688,,0.028,0.031,7.1393,1.965614732,,0.036,0.039,8.9817,2.195189174,
267,-0.003,0.079,0.082,18.8846,2.938346775,,0.042,0.045,10.3635,2.338290018,,0.077,0.08,18.424,2.913654163,,0.061,0.064,14.7392,2.690510611,,0.032,0.035,8.0605,2.086975589,,0.034,0.037,8.5211,2.14254544,,0.028,0.031,7.1393,1.965614732,,0.036,0.039,8.9817,2.195189174,
268,-0.003,0.079,0.082,18.8846,2.938346775,,0.042,0.045,10.3635,2.338290018,,0.076,0.079,18.1937,2.90107538,,0.06,0.063,14.5089,2.674762254,,0.032,0.035,8.0605,2.086975589,,0.034,0.037,8.5211,2.14254544,,0.027,0.03,6.909,1.93282491,,0.035,0.038,8.7514,2.169213688,
269,-0.003,0.078,0.081,18.6543,2.926076683,,0.041,0.044,10.1332,2.315817162,,0.076,0.079,18.1937,2.90107538,,0.06,0.063,14.5089,2.674762254,,0.032,0.035,8.0605,2.086975589,,0.034,0.037,8.5211,2.14254544,,0.027,0.03,6.909,1.93282491,,0.035,0.038,8.7514,2.169213688,
270,-0.003,0.078,0.081,18.6543,2.926076683,,0.041,0.044,10.1332,2.315817162,,0.075,0.078,17.9634,2.888336355,,0.06,0.063,14.5089,2.674762254,,0.031,0.034,7.8302,2.057988052,,0.033,0.036,8.2908,2.115146466,,0.027,0.03,6.909,1.93282491,,0.035,0.038,8.7514,2.169213688,
271,-0.003,0.077,0.08,18.424,2.913654163,,0.041,0.044,10.1332,2.315817162,,0.075,0.078,17.9634,2.888336355,,0.059,0.062,14.2786,2.658761913,,0.031,0.034,7.8302,2.057988052,,0.033,0.036,8.2908,2.115146466,,0.027,0.03,6.909,1.93282491,,0.035,0.038,8.7514,2.169213688,
272,-0.003,0.076,0.079,18.1937,2.90107538,,0.041,0.044,10.1332,2.315817162,,0.074,0.077,17.7331,2.87543295,,0.059,0.062,14.2786,2.658761913,,0.031,0.034,7.8302,2.057988052,,0.033,0.036,8.2908,2.115146466,,0.026,0.029,6.6787,1.898923358,,0.034,0.037,8.5211,2.14254544,
273,-0.003,0.076,0.079,18.1937,2.90107538,,0.04,0.043,9.9029,2.292827644,,0.073,0.076,17.5028,2.862360868,,0.058,0.061,14.0483,2.642501392,,0.03,0.033,7.5999,2.028135089,,0.032,0.035,8.0605,2.086975589,,0.026,0.029,6.6787,1.898923358,,0.034,0.037,8.5211,2.14254544,
274,-0.003,0.075,0.078,17.9634,2.888336355,,0.04,0.043,9.9029,2.292827644,,0.073,0.076,17.5028,2.862360868,,0.058,0.061,14.0483,2.642501392,,0.03,0.033,7.5999,2.028135089,,0.032,0.035,8.0605,2.086975589,,0.026,0.029,6.6787,1.898923358,,0.033,0.036,8.2908,2.115146466,
275,-0.003,0.074,0.077,17.7331,2.87543295,,0.04,0.043,9.9029,2.292827644,,0.072,0.075,17.2725,2.849115641,,0.058,0.061,14.0483,2.642501392,,0.03,0.033,7.5999,2.028135089,,0.031,0.034,7.8302,2.057988052,,0.025,0.028,6.4484,1.863832038,,0.033,0.036,8.2908,2.115146466,
276,-0.003,0.074,0.077,17.7331,2.87543295,,0.039,0.042,9.6726,2.269297146,,0.072,0.075,17.2725,2.849115641,,0.057,0.06,13.818,2.62597209,,0.03,0.033,7.5999,2.028135089,,0.031,0.034,7.8302,2.057988052,,0.025,0.028,6.4484,1.863832038,,0.033,0.036,8.2908,2.115146466,
277,-0.003,0.073,0.076,17.5028,2.862360868,,0.039,0.042,9.6726,2.269297146,,0.071,0.074,17.0422,2.835692621,,0.057,0.06,13.818,2.62597209,,0.029,0.032,7.3696,1.997363431,,0.031,0.034,7.8302,2.057988052,,0.025,0.028,6.4484,1.863832038,,0.032,0.035,8.0605,2.086975589,
278,-0.003,0.072,0.075,17.2725,2.849115641,,0.039,0.042,9.6726,2.269297146,,0.071,0.074,17.0422,2.835692621,,0.056,0.059,13.5877,2.609164972,,0.029,0.032,7.3696,1.997363431,,0.031,0.034,7.8302,2.057988052,,0.025,0.028,6.4484,1.863832038,,0.032,0.035,8.0605,2.086975589,
279,-0.003,0.071,0.074,17.0422,2.835692621,,0.038,0.041,9.4423,2.245199595,,0.07,0.073,16.8119,2.822086969,,0.056,0.059,13.5877,2.609164972,,0.029,0.032,7.3696,1.997363431,,0.03,0.033,7.5999,2.028135089,,0.024,0.027,6.2181,1.827464394,,0.031,0.034,7.8302,2.057988052,
280,-0.003,0.071,0.074,17.0422,2.835692621,,0.038,0.041,9.4423,2.245199595,,0.07,0.073,16.8119,2.822086969,,0.055,0.058,13.3574,2.592070538,,0.029,0.032,7.3696,1.997363431,,0.03,0.033,7.5999,2.028135089,,0.024,0.027,6.2181,1.827464394,,0.031,0.034,7.8302,2.057988052,
281,-0.003,0.07,0.073,16.8119,2.822086969,,0.038,0.041,9.4423,2.245199595,,0.069,0.072,16.5816,2.808293647,,0.055,0.058,13.3574,2.592070538,,0.028,0.031,7.1393,1.965614732,,0.029,0.032,7.3696,1.997363431,,0.024,0.027,6.2181,1.827464394,,0.031,0.034,7.8302,2.057988052,
282,-0.003,0.069,0.072,16.5816,2.808293647,,0.037,0.04,9.212,2.220506982,,0.068,0.071,16.3513,2.794307405,,0.054,0.057,13.1271,2.574678796,,0.028,0.031,7.1393,1.965614732,,0.029,0.032,7.3696,1.997363431,,0.024,0.027,6.2181,1.827464394,,0.03,0.033,7.5999,2.028135089,
283,-0.003,0.069,0.072,16.5816,2.808293647,,0.037,0.04,9.212,2.220506982,,0.068,0.071,16.3513,2.794307405,,0.054,0.057,13.1271,2.574678796,,0.027,0.03,6.909,1.93282491,,0.029,0.032,7.3696,1.997363431,,0.023,0.026,5.9878,1.789724066,,0.03,0.033,7.5999,2.028135089,
284,-0.003,0.068,0.071,16.3513,2.794307405,,0.037,0.04,9.212,2.220506982,,0.067,0.07,16.121,2.78012277,,0.053,0.056,12.8968,2.556979219,,0.027,0.03,6.909,1.93282491,,0.028,0.031,7.1393,1.965614732,,0.023,0.026,5.9878,1.789724066,,0.03,0.033,7.5999,2.028135089,
285,-0.003,0.067,0.07,16.121,2.78012277,,0.037,0.04,9.212,2.220506982,,0.067,0.07,16.121,2.78012277,,0.052,0.055,12.6665,2.538960713,,0.027,0.03,6.909,1.93282491,,0.028,0.031,7.1393,1.965614732,,0.022,0.025,5.7575,1.750503353,,0.029,0.032,7.3696,1.997363431,
286,-0.003,0.067,0.07,16.121,2.78012277,,0.036,0.039,8.9817,2.195189174,,0.066,0.069,15.8907,2.765734032,,0.052,0.055,12.6665,2.538960713,,0.026,0.029,6.6787,1.898923358,,0.028,0.031,7.1393,1.965614732,,0.022,0.025,5.7575,1.750503353,,0.029,0.032,7.3696,1.997363431,
287,-0.003,0.066,0.069,15.8907,2.765734032,,0.036,0.039,8.9817,2.195189174,,0.065,0.068,15.6604,2.751135233,,0.051,0.054,12.4362,2.520611574,,0.026,0.029,6.6787,1.898923358,,0.027,0.03,6.909,1.93282491,,0.022,0.025,5.7575,1.750503353,,0.028,0.031,7.1393,1.965614732,
288,-0.003,0.065,0.068,15.6604,2.751135233,,0.036,0.039,8.9817,2.195189174,,0.065,0.068,15.6604,2.751135233,,0.051,0.054,12.4362,2.520611574,,0.025,0.028,6.4484,1.863832038,,0.027,0.03,6.909,1.93282491,,0.022,0.025,5.7575,1.750503353,,0.028,0.031,7.1393,1.965614732,
289,-0.003,0.065,0.068,15.6604,2.751135233,,0.035,0.038,8.7514,2.169213688,,0.064,0.067,15.4301,2.736320147,,0.05,0.053,12.2059,2.501919441,,0.025,0.028,6.4484,1.863832038,,0.026,0.029,6.6787,1.898923358,,0.021,0.024,5.5272,1.709681358,,0.028,0.031,7.1393,1.965614732,
290,-0.003,0.064,0.067,15.4301,2.736320147,,0.035,0.038,8.7514,2.169213688,,0.064,0.067,15.4301,2.736320147,,0.049,0.052,11.9756,2.482871246,,0.025,0.028,6.4484,1.863832038,,0.026,0.029,6.6787,1.898923358,,0.021,0.024,5.5272,1.709681358,,0.027,0.03,6.909,1.93282491,
291,-0.003,0.063,0.066,15.1998,2.72128227,,0.035,0.038,8.7514,2.169213688,,0.063,0.066,15.1998,2.72128227,,0.049,0.052,11.9756,2.482871246,,0.024,0.027,6.2181,1.827464394,,0.026,0.029,6.6787,1.898923358,,0.021,0.024,5.5272,1.709681358,,0.027,0.03,6.909,1.93282491,
292,-0.003,0.063,0.066,15.1998,2.72128227,,0.034,0.037,8.5211,2.14254544,,0.063,0.066,15.1998,2.72128227,,0.048,0.051,11.7453,2.463453161,,0.024,0.027,6.2181,1.827464394,,0.025,0.028,6.4484,1.863832038,,0.02,0.023,5.2969,1.667121744,,0.026,0.029,6.6787,1.898923358,
293,-0.003,0.062,0.065,14.9695,2.706014798,,0.034,0.037,8.5211,2.14254544,,0.062,0.065,14.9695,2.706014798,,0.047,0.05,11.515,2.443650533,,0.023,0.026,5.9878,1.789724066,,0.025,0.028,6.4484,1.863832038,,0.02,0.023,5.2969,1.667121744,,0.026,0.029,6.6787,1.898923358,
294,-0.003,0.061,0.064,14.7392,2.690510611,,0.034,0.037,8.5211,2.14254544,,0.061,0.064,14.7392,2.690510611,,0.047,0.05,11.515,2.443650533,,0.023,0.026,5.9878,1.789724066,,0.024,0.027,6.2181,1.827464394,,0.02,0.023,5.2969,1.667121744,,0.026,0.029,6.6787,1.898923358,
295,-0.003,0.061,0.064,14.7392,2.690510611,,0.033,0.036,8.2908,2.115146466,,0.061,0.064,14.7392,2.690510611,,0.046,0.049,11.2847,2.423447826,,0.022,0.025,5.7575,1.750503353,,0.024,0.027,6.2181,1.827464394,,0.019,0.022,5.0666,1.622669981,,0.025,0.028,6.4484,1.863832038,
296,-0.003,0.06,0.063,14.5089,2.674762254,,0.033,0.036,8.2908,2.115146466,,0.061,0.064,14.7392,2.690510611,,0.046,0.049,11.2847,2.423447826,,0.022,0.025,5.7575,1.750503353,,0.024,0.027,6.2181,1.827464394,,0.019,0.022,5.0666,1.622669981,,0.025,0.028,6.4484,1.863832038,
297,-0.003,0.06,0.063,14.5089,2.674762254,,0.033,0.036,8.2908,2.115146466,,0.06,0.063,14.5089,2.674762254,,0.045,0.048,11.0544,2.402828539,,0.022,0.025,5.7575,1.750503353,,0.023,0.026,5.9878,1.789724066,,0.019,0.022,5.0666,1.622669981,,0.025,0.028,6.4484,1.863832038,
298,-0.003,0.059,0.062,14.2786,2.658761913,,0.032,0.035,8.0605,2.086975589,,0.059,0.062,14.2786,2.658761913,,0.044,0.047,10.8241,2.38177513,,0.021,0.024,5.5272,1.709681358,,0.023,0.026,5.9878,1.789724066,,0.018,0.021,4.8363,1.576149966,,0.024,0.027,6.2181,1.827464394,
299,-0.003,0.058,0.061,14.0483,2.642501392,,0.032,0.035,8.0605,2.086975589,,0.059,0.062,14.2786,2.658761913,,0.043,0.046,10.5938,2.360268924,,0.021,0.024,5.5272,1.709681358,,0.023,0.026,5.9878,1.789724066,,0.018,0.021,4.8363,1.576149966,,0.024,0.027,6.2181,1.827464394,
300,-0.003,0.058,0.061,14.0483,2.642501392,,0.032,0.035,8.0605,2.086975589,,0.059,0.062,14.2786,2.658761913,,0.043,0.046,10.5938,2.360268924,,0.02,0.023,5.2969,1.667121744,,0.022,0.025,5.7575,1.750503353,,0.018,0.021,4.8363,1.576149966,,0.024,0.027,6.2181,1.827464394,
301,-0.002,0.058,0.06,13.818,2.62597209,,0.032,0.034,7.8302,2.057988052,,0.058,0.06,13.818,2.62597209,,0.042,0.044,10.1332,2.315817162,,0.02,0.022,5.0666,1.622669981,,0.022,0.024,5.5272,1.709681358,,0.018,0.02,4.606,1.527359801,,0.023,0.025,5.7575,1.750503353,
302,-0.003,0.057,0.06,13.818,2.62597209,,0.031,0.034,7.8302,2.057988052,,0.058,0.061,14.0483,2.642501392,,0.041,0.044,10.1332,2.315817162,,0.02,0.023,5.2969,1.667121744,,0.022,0.025,5.7575,1.750503353,,0.018,0.021,4.8363,1.576149966,,0.023,0.026,5.9878,1.789724066,
303,-0.003,0.056,0.059,13.5877,2.609164972,,0.031,0.034,7.8302,2.057988052,,0.057,0.06,13.818,2.62597209,,0.041,0.044,10.1332,2.315817162,,0.019,0.022,5.0666,1.622669981,,0.022,0.025,5.7575,1.750503353,,0.017,0.02,4.606,1.527359801,,0.023,0.026,5.9878,1.789724066,
304,-0.002,0.056,0.058,13.3574,2.592070538,,0.031,0.033,7.5999,2.028135089,,0.057,0.059,13.5877,2.609164972,,0.04,0.042,9.6726,2.269297146,,0.019,0.021,4.8363,1.576149966,,0.021,0.023,5.2969,1.667121744,,0.017,0.019,4.3757,1.476066507,,0.022,0.024,5.5272,1.709681358,
305,-0.002,0.055,0.057,13.1271,2.574678796,,0.031,0.033,7.5999,2.028135089,,0.056,0.058,13.3574,2.592070538,,0.04,0.042,9.6726,2.269297146,,0.018,0.02,4.606,1.527359801,,0.021,0.023,5.2969,1.667121744,,0.017,0.019,4.3757,1.476066507,,0.022,0.024,5.5272,1.709681358,
306,-0.003,0.055,0.058,13.3574,2.592070538,,0.03,0.033,7.5999,2.028135089,,0.056,0.059,13.5877,2.609164972,,0.039,0.042,9.6726,2.269297146,,0.018,0.021,4.8363,1.576149966,,0.021,0.024,5.5272,1.709681358,,0.017,0.02,4.606,1.527359801,,0.022,0.025,5.7575,1.750503353,
307,-0.002,0.054,0.056,12.8968,2.556979219,,0.03,0.032,7.3696,1.997363431,,0.055,0.057,13.1271,2.574678796,,0.038,0.04,9.212,2.220506982,,0.017,0.019,4.3757,1.476066507,,0.02,0.022,5.0666,1.622669981,,0.016,0.018,4.1454,1.421999286,,0.022,0.024,5.5272,1.709681358,
308,-0.002,0.054,0.056,12.8968,2.556979219,,0.03,0.032,7.3696,1.997363431,,0.055,0.057,13.1271,2.574678796,,0.037,0.039,8.9817,2.195189174,,0.017,0.019,4.3757,1.476066507,,0.02,0.022,5.0666,1.622669981,,0.016,0.018,4.1454,1.421999286,,0.022,0.024,5.5272,1.709681358,
309,-0.002,0.054,0.056,12.8968,2.556979219,,0.03,0.032,7.3696,1.997363431,,0.055,0.057,13.1271,2.574678796,,0.037,0.039,8.9817,2.195189174,,0.017,0.019,4.3757,1.476066507,,0.02,0.022,5.0666,1.622669981,,0.016,0.018,4.1454,1.421999286,,0.021,0.023,5.2969,1.667121744,
310,-0.002,0.053,0.055,12.6665,2.538960713,,0.03,0.032,7.3696,1.997363431,,0.054,0.056,12.8968,2.556979219,,0.037,0.039,8.9817,2.195189174,,0.016,0.018,4.1454,1.421999286,,0.02,0.022,5.0666,1.622669981,,0.016,0.018,4.1454,1.421999286,,0.021,0.023,5.2969,1.667121744,
311,-0.002,0.053,0.055,12.6665,2.538960713,,0.029,0.031,7.1393,1.965614732,,0.054,0.056,12.8968,2.556979219,,0.036,0.038,8.7514,2.169213688,,0.016,0.018,4.1454,1.421999286,,0.02,0.022,5.0666,1.622669981,,0.016,0.018,4.1454,1.421999286,,0.021,0.023,5.2969,1.667121744,
312,-0.002,0.053,0.055,12.6665,2.538960713,,0.029,0.031,7.1393,1.965614732,,0.053,0.055,12.6665,2.538960713,,0.036,0.038,8.7514,2.169213688,,0.016,0.018,4.1454,1.421999286,,0.02,0.022,5.0666,1.622669981,,0.015,0.017,3.9151,1.364840872,,0.021,0.023,5.2969,1.667121744,
313,-0.002,0.052,0.054,12.4362,2.520611574,,0.029,0.031,7.1393,1.965614732,,0.053,0.055,12.6665,2.538960713,,0.035,0.037,8.5211,2.14254544,,0.016,0.018,4.1454,1.421999286,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
314,-0.002,0.051,0.053,12.2059,2.501919441,,0.029,0.031,7.1393,1.965614732,,0.053,0.055,12.6665,2.538960713,,0.035,0.037,8.5211,2.14254544,,0.015,0.017,3.9151,1.364840872,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
315,-0.002,0.051,0.053,12.2059,2.501919441,,0.028,0.03,6.909,1.93282491,,0.052,0.054,12.4362,2.520611574,,0.034,0.036,8.2908,2.115146466,,0.015,0.017,3.9151,1.364840872,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
316,-0.002,0.05,0.052,11.9756,2.482871246,,0.028,0.03,6.909,1.93282491,,0.052,0.054,12.4362,2.520611574,,0.034,0.036,8.2908,2.115146466,,0.015,0.017,3.9151,1.364840872,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
317,-0.002,0.05,0.052,11.9756,2.482871246,,0.028,0.03,6.909,1.93282491,,0.052,0.054,12.4362,2.520611574,,0.033,0.035,8.0605,2.086975589,,0.015,0.017,3.9151,1.364840872,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
318,-0.002,0.05,0.052,11.9756,2.482871246,,0.028,0.03,6.909,1.93282491,,0.051,0.053,12.2059,2.501919441,,0.033,0.035,8.0605,2.086975589,,0.015,0.017,3.9151,1.364840872,,0.019,0.021,4.8363,1.576149966,,0.015,0.017,3.9151,1.364840872,,0.02,0.022,5.0666,1.622669981,
319,-0.002,0.049,0.051,11.7453,2.463453161,,0.027,0.029,6.6787,1.898923358,,0.051,0.053,12.2059,2.501919441,,0.033,0.035,8.0605,2.086975589,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,,0.014,0.016,3.6848,1.30421625,,0.019,0.021,4.8363,1.576149966,
320,-0.002,0.049,0.051,11.7453,2.463453161,,0.027,0.029,6.6787,1.898923358,,0.05,0.052,11.9756,2.482871246,,0.032,0.034,7.8302,2.057988052,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,,0.014,0.016,3.6848,1.30421625,,0.019,0.021,4.8363,1.576149966,
321,-0.002,0.049,0.051,11.7453,2.463453161,,0.027,0.029,6.6787,1.898923358,,0.05,0.052,11.9756,2.482871246,,0.032,0.034,7.8302,2.057988052,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,,0.014,0.016,3.6848,1.30421625,,0.019,0.021,4.8363,1.576149966,
322,-0.002,0.048,0.05,11.515,2.443650533,,0.027,0.029,6.6787,1.898923358,,0.05,0.052,11.9756,2.482871246,,0.031,0.033,7.5999,2.028135089,,0.014,0.016,3.6848,1.30421625,,0.017,0.019,4.3757,1.476066507,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,
323,-0.002,0.048,0.05,11.515,2.443650533,,0.027,0.029,6.6787,1.898923358,,0.05,0.052,11.9756,2.482871246,,0.031,0.033,7.5999,2.028135089,,0.014,0.016,3.6848,1.30421625,,0.017,0.019,4.3757,1.476066507,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,
324,-0.002,0.048,0.05,11.515,2.443650533,,0.026,0.028,6.4484,1.863832038,,0.049,0.051,11.7453,2.463453161,,0.031,0.033,7.5999,2.028135089,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,,0.014,0.016,3.6848,1.30421625,,0.018,0.02,4.606,1.527359801,
325,-0.002,0.047,0.049,11.2847,2.423447826,,0.026,0.028,6.4484,1.863832038,,0.049,0.051,11.7453,2.463453161,,0.031,0.033,7.5999,2.028135089,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,,0.013,0.015,3.4545,1.239677729,,0.018,0.02,4.606,1.527359801,
326,-0.002,0.047,0.049,11.2847,2.423447826,,0.026,0.028,6.4484,1.863832038,,0.048,0.05,11.515,2.443650533,,0.03,0.032,7.3696,1.997363431,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,
327,-0.002,0.046,0.048,11.0544,2.402828539,,0.026,0.028,6.4484,1.863832038,,0.048,0.05,11.515,2.443650533,,0.03,0.032,7.3696,1.997363431,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,
328,-0.002,0.046,0.048,11.0544,2.402828539,,0.026,0.028,6.4484,1.863832038,,0.048,0.05,11.515,2.443650533,,0.03,0.032,7.3696,1.997363431,,0.013,0.015,3.4545,1.239677729,,0.016,0.018,4.1454,1.421999286,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,
329,-0.002,0.046,0.048,11.0544,2.402828539,,0.025,0.027,6.2181,1.827464394,,0.047,0.049,11.2847,2.423447826,,0.029,0.031,7.1393,1.965614732,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,,0.013,0.015,3.4545,1.239677729,,0.017,0.019,4.3757,1.476066507,
330,-0.002,0.045,0.047,10.8241,2.38177513,,0.025,0.027,6.2181,1.827464394,,0.047,0.049,11.2847,2.423447826,,0.029,0.031,7.1393,1.965614732,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,,0.012,0.014,3.2242,1.170684857,,0.017,0.019,4.3757,1.476066507,
331,-0.002,0.045,0.047,10.8241,2.38177513,,0.025,0.027,6.2181,1.827464394,,0.047,0.049,11.2847,2.423447826,,0.029,0.031,7.1393,1.965614732,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,,0.012,0.014,3.2242,1.170684857,,0.017,0.019,4.3757,1.476066507,
332,-0.002,0.045,0.047,10.8241,2.38177513,,0.025,0.027,6.2181,1.827464394,,0.047,0.049,11.2847,2.423447826,,0.029,0.031,7.1393,1.965614732,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,,0.013,0.015,3.4545,1.239677729,,0.016,0.018,4.1454,1.421999286,
333,-0.002,0.044,0.046,10.5938,2.360268924,,0.025,0.027,6.2181,1.827464394,,0.046,0.048,11.0544,2.402828539,,0.029,0.031,7.1393,1.965614732,,0.012,0.014,3.2242,1.170684857,,0.015,0.017,3.9151,1.364840872,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,
334,-0.002,0.044,0.046,10.5938,2.360268924,,0.024,0.026,5.9878,1.789724066,,0.046,0.048,11.0544,2.402828539,,0.028,0.03,6.909,1.93282491,,0.012,0.014,3.2242,1.170684857,,0.015,0.017,3.9151,1.364840872,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,
335,-0.002,0.044,0.046,10.5938,2.360268924,,0.024,0.026,5.9878,1.789724066,,0.046,0.048,11.0544,2.402828539,,0.028,0.03,6.909,1.93282491,,0.011,0.013,2.9939,1.096576885,,0.015,0.017,3.9151,1.364840872,,0.012,0.014,3.2242,1.170684857,,0.016,0.018,4.1454,1.421999286,
336,-0.002,0.043,0.045,10.3635,2.338290018,,0.024,0.026,5.9878,1.789724066,,0.045,0.047,10.8241,2.38177513,,0.028,0.03,6.909,1.93282491,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,,0.011,0.013,2.9939,1.096576885,,0.015,0.017,3.9151,1.364840872,
337,-0.002,0.043,0.045,10.3635,2.338290018,,0.024,0.026,5.9878,1.789724066,,0.045,0.047,10.8241,2.38177513,,0.027,0.029,6.6787,1.898923358,,0.011,0.013,2.9939,1.096576885,,0.015,0.017,3.9151,1.364840872,,0.011,0.013,2.9939,1.096576885,,0.015,0.017,3.9151,1.364840872,
338,-0.002,0.043,0.045,10.3635,2.338290018,,0.024,0.026,5.9878,1.789724066,,0.044,0.046,10.5938,2.360268924,,0.027,0.029,6.6787,1.898923358,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,,0.012,0.014,3.2242,1.170684857,,0.015,0.017,3.9151,1.364840872,
339,-0.002,0.043,0.045,10.3635,2.338290018,,0.024,0.026,5.9878,1.789724066,,0.044,0.046,10.5938,2.360268924,,0.027,0.029,6.6787,1.898923358,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,,0.012,0.014,3.2242,1.170684857,,0.015,0.017,3.9151,1.364840872,
340,-0.001,0.043,0.044,10.1332,2.315817162,,0.024,0.025,5.7575,1.750503353,,0.045,0.046,10.5938,2.360268924,,0.028,0.029,6.6787,1.898923358,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,,0.016,0.017,3.9151,1.364840872,
