,MilliQ,F5Aug19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Wet_R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_101_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_30_R1,A(CDOM),a(CDOM),ln(a),Sr
423,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
424,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
425,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
426,-0.001,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
427,-0.001,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
428,-0.001,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
429,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
430,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
431,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
432,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
433,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
434,-0.001,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.025,0.026,5.9878,1.789724066,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
435,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
436,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
437,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
438,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
439,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
440,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
441,-0.001,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,
442,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.024,0.025,5.7575,1.750503353,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,1.3818,0.323386997,
443,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
444,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
445,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
446,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
447,-0.001,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
448,-0.001,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
449,-0.001,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
450,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
451,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
452,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.023,0.024,5.5272,1.709681358,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
453,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
454,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
455,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
456,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
457,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
458,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
459,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
460,-0.001,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
461,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
462,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
463,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
464,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.022,0.023,5.2969,1.667121744,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
465,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
466,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
467,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
468,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
469,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
470,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
471,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
472,-0.001,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
473,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
474,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
475,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
476,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
477,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
478,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
479,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
480,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
481,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
482,-0.001,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
483,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
484,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
485,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
486,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
487,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
488,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
489,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
490,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
491,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
492,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
493,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
494,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
495,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
496,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
497,-0.001,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
498,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
499,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
500,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
501,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
502,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
503,-0.001,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
