,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
585,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
586,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
587,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
588,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
589,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
590,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
591,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
592,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
593,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
594,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
595,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
596,0,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
597,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
598,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
599,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
600,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
601,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
602,0,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
603,-0.001,0.013,0.014,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
604,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
605,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
606,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
607,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
608,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
609,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
610,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
611,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
612,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
613,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
614,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
615,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
616,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
617,0,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
618,0,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
619,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
620,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
621,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
622,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
623,-0.001,0.012,0.013,2.9939,1.096576885,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
624,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
625,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
626,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
627,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
628,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
629,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
630,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
631,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
632,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
633,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
634,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
635,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
636,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
637,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
638,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
639,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
640,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
641,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
642,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
643,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
644,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
645,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
646,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
647,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
648,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
649,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
650,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
651,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
652,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
653,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
654,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
655,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
656,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,1.3818,0.323386997,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
657,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
658,-0.001,0.011,0.012,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
659,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
660,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
661,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
662,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
663,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
664,-0.001,0.012,0.013,2.9939,1.096576885,,0.012,0.013,2.9939,1.096576885,,0.011,0.012,2.7636,1.016534178,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
665,-0.001,0.011,0.012,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
666,-0.001,0.011,0.012,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
667,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
