,MilliQ,B18Jul19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B19Jul19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_50_R1,A(CDOM),a(CDOM),ln(a),Sr
588,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
589,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
590,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
591,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
592,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
593,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
594,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
595,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
596,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
597,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
598,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
599,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
600,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
601,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
602,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
603,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
604,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
605,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
606,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
607,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
608,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
609,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
610,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
611,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
612,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
613,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
614,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
615,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
616,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
617,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
618,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
619,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
620,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
621,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
622,-0.001,0.007,0.008,1.8424,0.61106907,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.015,0.016,3.6848,1.30421625,,0.004,0.005,1.1515,0.14106544,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
623,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
624,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
625,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
626,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
627,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
628,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
629,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
630,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
631,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
632,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
633,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
634,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
635,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
636,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
637,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
638,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
639,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
640,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
641,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
642,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
643,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
644,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
645,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
646,0,0.007,0.007,1.6121,0.477537677,,0.017,0.017,3.9151,1.364840872,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
