,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr
351,0,0.042,0.042,9.6726,2.269297146,,0.053,0.053,12.2059,2.501919441,,0.024,0.024,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,
352,0,0.041,0.041,9.4423,2.245199595,,0.052,0.052,11.9756,2.482871246,,0.024,0.024,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,
353,0,0.04,0.04,9.212,2.220506982,,0.051,0.051,11.7453,2.463453161,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,
354,0,0.04,0.04,9.212,2.220506982,,0.05,0.05,11.515,2.443650533,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,
355,0,0.039,0.039,8.9817,2.195189174,,0.049,0.049,11.2847,2.423447826,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,
356,0,0.038,0.038,8.7514,2.169213688,,0.048,0.048,11.0544,2.402828539,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,
357,0,0.038,0.038,8.7514,2.169213688,,0.047,0.047,10.8241,2.38177513,,0.022,0.022,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,
358,0,0.037,0.037,8.5211,2.14254544,,0.046,0.046,10.5938,2.360268924,,0.022,0.022,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,
359,0,0.037,0.037,8.5211,2.14254544,,0.045,0.045,10.3635,2.338290018,,0.022,0.022,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,
360,0,0.036,0.036,8.2908,2.115146466,,0.045,0.045,10.3635,2.338290018,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,
361,0,0.036,0.036,8.2908,2.115146466,,0.044,0.044,10.1332,2.315817162,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
362,0,0.035,0.035,8.0605,2.086975589,,0.043,0.043,9.9029,2.292827644,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
363,0,0.035,0.035,8.0605,2.086975589,,0.042,0.042,9.6726,2.269297146,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
364,0,0.034,0.034,7.8302,2.057988052,,0.041,0.041,9.4423,2.245199595,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
365,0,0.033,0.033,7.5999,2.028135089,,0.04,0.04,9.212,2.220506982,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
366,0,0.033,0.033,7.5999,2.028135089,,0.04,0.04,9.212,2.220506982,,0.021,0.021,4.8363,1.576149966,,0.014,0.014,3.2242,1.170684857,
367,0,0.032,0.032,7.3696,1.997363431,,0.039,0.039,8.9817,2.195189174,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,
368,0,0.032,0.032,7.3696,1.997363431,,0.038,0.038,8.7514,2.169213688,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,
369,0,0.031,0.031,7.1393,1.965614732,,0.037,0.037,8.5211,2.14254544,,0.02,0.02,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,
370,0,0.031,0.031,7.1393,1.965614732,,0.037,0.037,8.5211,2.14254544,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,
371,0,0.03,0.03,6.909,1.93282491,,0.036,0.036,8.2908,2.115146466,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,
372,0,0.03,0.03,6.909,1.93282491,,0.035,0.035,8.0605,2.086975589,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,
373,0,0.03,0.03,6.909,1.93282491,,0.035,0.035,8.0605,2.086975589,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,
374,0,0.029,0.029,6.6787,1.898923358,,0.034,0.034,7.8302,2.057988052,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,
375,0,0.028,0.028,6.4484,1.863832038,,0.033,0.033,7.5999,2.028135089,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,
376,0,0.028,0.028,6.4484,1.863832038,,0.032,0.032,7.3696,1.997363431,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,
377,0,0.027,0.027,6.2181,1.827464394,,0.032,0.032,7.3696,1.997363431,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,
378,0,0.027,0.027,6.2181,1.827464394,,0.031,0.031,7.1393,1.965614732,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,
379,0,0.027,0.027,6.2181,1.827464394,,0.03,0.03,6.909,1.93282491,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,
380,0,0.026,0.026,5.9878,1.789724066,,0.03,0.03,6.909,1.93282491,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
381,0,0.026,0.026,5.9878,1.789724066,,0.029,0.029,6.6787,1.898923358,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
382,0,0.025,0.025,5.7575,1.750503353,,0.029,0.029,6.6787,1.898923358,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
383,0,0.025,0.025,5.7575,1.750503353,,0.028,0.028,6.4484,1.863832038,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
384,0,0.024,0.024,5.5272,1.709681358,,0.027,0.027,6.2181,1.827464394,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
385,0,0.024,0.024,5.5272,1.709681358,,0.027,0.027,6.2181,1.827464394,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
386,0,0.023,0.023,5.2969,1.667121744,,0.026,0.026,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.012,0.012,2.7636,1.016534178,
387,0,0.023,0.023,5.2969,1.667121744,,0.026,0.026,5.9878,1.789724066,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
388,0,0.023,0.023,5.2969,1.667121744,,0.025,0.025,5.7575,1.750503353,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
389,0,0.022,0.022,5.0666,1.622669981,,0.025,0.025,5.7575,1.750503353,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
390,0,0.022,0.022,5.0666,1.622669981,,0.024,0.024,5.5272,1.709681358,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,
391,0,0.022,0.022,5.0666,1.622669981,,0.024,0.024,5.5272,1.709681358,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
392,0,0.021,0.021,4.8363,1.576149966,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
393,0,0.021,0.021,4.8363,1.576149966,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
394,0,0.02,0.02,4.606,1.527359801,,0.022,0.022,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
395,0,0.02,0.02,4.606,1.527359801,,0.022,0.022,5.0666,1.622669981,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
396,0,0.02,0.02,4.606,1.527359801,,0.021,0.021,4.8363,1.576149966,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
397,0,0.019,0.019,4.3757,1.476066507,,0.021,0.021,4.8363,1.576149966,,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,
398,0,0.019,0.019,4.3757,1.476066507,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,
399,0,0.019,0.019,4.3757,1.476066507,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
400,0,0.019,0.019,4.3757,1.476066507,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
401,0,0.018,0.018,4.1454,1.421999286,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
402,0,0.018,0.018,4.1454,1.421999286,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
403,0,0.017,0.017,3.9151,1.364840872,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
404,0,0.017,0.017,3.9151,1.364840872,,0.018,0.018,4.1454,1.421999286,,0.014,0.014,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,
405,0,0.017,0.017,3.9151,1.364840872,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
406,0,0.017,0.017,3.9151,1.364840872,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
407,0,0.016,0.016,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
408,0,0.016,0.016,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
409,0,0.016,0.016,3.6848,1.30421625,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
410,0,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
411,0,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
412,0,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
413,0,0.015,0.015,3.4545,1.239677729,,0.015,0.015,3.4545,1.239677729,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
414,0,0.015,0.015,3.4545,1.239677729,,0.014,0.014,3.2242,1.170684857,,0.013,0.013,2.9939,1.096576885,,0.01,0.01,2.303,0.834212621,
415,0,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,
416,0,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,
417,0,0.014,0.014,3.2242,1.170684857,,0.014,0.014,3.2242,1.170684857,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
418,0,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
419,0,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
420,0,0.013,0.013,2.9939,1.096576885,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
421,0,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
422,0,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
423,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,
424,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
425,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
426,0,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
427,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
428,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
429,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
430,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
431,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
432,0,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,
433,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
434,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
435,0,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
436,0,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
437,0,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
438,0,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
439,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
440,0,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
441,0,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
442,0,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
443,0,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
444,0,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,
445,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
446,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
447,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
448,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
449,0,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
450,0,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
451,0,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
452,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
453,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
454,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
455,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
456,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
457,0,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
458,0,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
459,0,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
460,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
461,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
462,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
463,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
464,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
465,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
466,0,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
467,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
468,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
469,0,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
470,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
471,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
472,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
473,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
474,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
475,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
476,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
477,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
478,0,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
479,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
480,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
481,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
482,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
483,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
484,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
485,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
486,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
487,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
488,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
489,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
490,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
491,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
492,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
493,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
494,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
495,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
496,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
497,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
498,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
499,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
500,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
501,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
502,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
503,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
504,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
505,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
506,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
507,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
508,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
509,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
510,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
511,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
512,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
513,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
514,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
