,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,PonyLake Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,PonyLake Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,SuwanneeRiver Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F15Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2_Flt,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
549,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.009,0.009,4.1454,1.421999286,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
550,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
551,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
552,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
553,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
554,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
555,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
556,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
557,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.011,0.011,5.0666,1.622669981,
558,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
559,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
560,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
561,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
562,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
563,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
564,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
565,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
566,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
567,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
568,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
569,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
570,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
571,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
572,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
573,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
574,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
575,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
576,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
577,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,5.5272,1.709681358,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
