,Blank,F20Sep19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_Surf_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R1_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F22Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_WET_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
598,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.007,0.006,28.5572,3.351909093,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
599,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.007,0.006,28.5572,3.351909093,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
600,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.007,0.006,28.5572,3.351909093,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
601,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
602,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
603,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.032,0.031,7.1393,1.965614732,,0.016,0.015,6.909,1.93282491,,0.007,0.006,28.5572,3.351909093,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
604,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
605,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
606,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
607,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
608,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
609,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
610,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
611,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
612,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
613,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
614,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
615,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
616,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
617,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
618,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.031,0.03,6.909,1.93282491,,0.016,0.015,6.909,1.93282491,,0.007,0.006,27.636,3.319119271,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
619,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
620,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
621,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
622,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
623,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
624,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
625,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
626,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
627,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
628,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
629,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
630,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
631,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.016,0.015,6.909,1.93282491,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
632,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
633,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
634,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
635,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
636,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,26.7148,3.285217719,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
637,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
638,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
639,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.006,0.006,26.7148,3.285217719,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
640,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.006,0.006,26.7148,3.285217719,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
641,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.006,0.006,26.7148,3.285217719,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
642,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
643,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
644,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
645,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
646,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
647,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
648,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
649,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
650,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
651,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
652,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.029,0.029,6.6787,1.898923358,,0.015,0.015,6.909,1.93282491,,0.006,0.006,26.7148,3.285217719,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,3.6848,1.30421625,
653,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
654,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
655,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
656,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.018,0.017,3.9151,1.364840872,,0.008,0.007,3.2242,1.170684857,
657,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
658,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
659,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,25.7936,3.250126399,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
660,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
661,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
662,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
663,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
664,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
665,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
666,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
667,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.006,0.005,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
668,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
669,0.001,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.028,0.027,6.2181,1.827464394,,0.015,0.014,6.4484,1.863832038,,0.007,0.006,24.8724,3.213758755,,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,
