,MilliQ,F04Oct19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_102_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr
776,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
777,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
778,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
779,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
780,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
781,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
782,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
783,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
784,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
785,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
786,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
787,0,0.015,0.015,3.4545,1.239677729,,0.012,0.012,2.7636,1.016534178,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
788,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
789,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
790,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
791,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
792,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
793,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
794,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
795,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
796,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
797,0,0.015,0.015,3.4545,1.239677729,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
798,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
799,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
800,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
801,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
802,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
803,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
804,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.023,0.023,5.2969,1.667121744,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
805,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
806,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
807,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
808,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
809,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
810,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
811,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
812,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
813,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
814,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
815,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
816,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
817,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
818,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
819,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
820,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
821,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
822,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
823,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
824,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
825,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,
826,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
827,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
828,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
829,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
830,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
831,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
832,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
833,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
834,0,0.014,0.014,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.022,0.022,5.0666,1.622669981,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
