,MilliQ,F22Aug19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr
677,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
678,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,
679,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
680,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
681,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
682,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
683,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
684,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
685,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
686,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
687,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
688,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
689,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
690,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
691,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
692,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
693,0,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
694,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
695,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
696,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,
697,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
698,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
699,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
700,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
701,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
702,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
703,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
704,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
705,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
706,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
707,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
708,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
709,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
710,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
711,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
712,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
713,0,0.007,0.007,1.6121,0.477537677,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
714,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
715,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
716,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
717,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
718,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
719,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
720,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
721,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
722,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
723,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
724,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
725,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
726,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
727,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
728,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
729,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
730,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
731,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
732,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
733,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
734,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
735,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
736,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
737,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
738,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
739,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.03,0.03,6.909,1.93282491,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
740,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
741,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
742,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
743,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
744,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
745,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
746,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.029,0.029,6.6787,1.898923358,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
747,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.028,0.028,6.4484,1.863832038,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
748,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.028,0.028,6.4484,1.863832038,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
749,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.028,0.028,6.4484,1.863832038,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
750,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.028,0.028,6.4484,1.863832038,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
751,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
752,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
753,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
754,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
755,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
756,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
757,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
758,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
759,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
