,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
414,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
415,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
416,0,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
417,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
418,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
419,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,
420,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
421,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
422,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
423,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
424,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.005,0.005,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
425,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
426,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
427,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
428,0,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
429,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,
430,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,
431,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,
432,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,
433,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,
434,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,
435,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
436,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
437,0,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
438,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
439,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
440,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
441,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
442,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
443,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
444,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
445,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
446,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
447,0,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
448,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
449,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
450,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
451,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,
452,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
453,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
454,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
455,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
456,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
457,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
458,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
459,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
460,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
461,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
462,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
463,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
464,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
465,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
466,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
467,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
468,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
469,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
470,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
471,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
472,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
473,0,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
474,0,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
475,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
476,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
477,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,
478,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
