,Blank,F22Jul19_IN_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_INF_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_Surf_R2_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_Surf_R2_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F27Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Jun19_R_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Jun19_9_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
751,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
752,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
753,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
754,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
755,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
756,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
757,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
758,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
759,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
760,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.001,0,0,#NUM!,,0.001,0,0,#NUM!,,0.001,0,0,#NUM!,,0.001,0,0,#NUM!,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.4606,-0.775225292,
761,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
762,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
763,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
764,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
765,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
766,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
767,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
768,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
769,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
770,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
771,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
772,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
773,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
774,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
775,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
776,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
777,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
778,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
779,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
780,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
781,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
782,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
783,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
784,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
785,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
786,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
787,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
788,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
789,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
790,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
791,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
792,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
793,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
794,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
795,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
796,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
797,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
798,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
799,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,
