,Blank,F13Jun19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_5mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep19_9mR2,A(CDOM),a(CDOM),ln(a),Sr
762,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
763,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
764,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
765,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
766,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
767,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
768,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
769,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
770,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
771,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
772,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.007,0.007,3.2242,1.170684857,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
773,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
774,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
775,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
776,-0.001,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.02,0.021,4.8363,1.576149966,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,1.3818,0.323386997,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.004,0.005,1.1515,0.14106544,
777,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
778,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
779,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
780,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.021,0.021,4.8363,1.576149966,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
781,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
782,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
783,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
784,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
785,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
786,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
787,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
788,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
789,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
790,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
791,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
792,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
793,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
794,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
795,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
796,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
797,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
798,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
799,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
800,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
801,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
802,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
803,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
804,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
805,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
806,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
807,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
808,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
809,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
810,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
811,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
812,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
813,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
814,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
815,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
816,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
817,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
818,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
819,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
820,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
821,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
822,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
823,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
824,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
825,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
826,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,
