,MilliQ,F13Jun19_0.1R5,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_0.1R5_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_0.1R5_Dil1:2_ReRun,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_3.8R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_3.8R1_Dil1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F28Aug19_3.8R1_Dil1:8,A(CDOM),Dilution 1:8 a(CDOM),Dilution 1:8 ln(a),Sr,F28Aug19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_9mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep190.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
747,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
748,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
749,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
750,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
751,0,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
752,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
753,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
754,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
755,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
756,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
757,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
758,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
759,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
760,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.4606,-0.775225292,,0.002,0.001,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.9212,-0.082078111,,0.001,0,0,#NUM!,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,0.001,0,0,#NUM!,
761,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
762,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
763,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
764,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
765,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
766,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
767,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
768,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
769,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
770,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
771,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
772,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
773,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
774,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
775,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
776,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
777,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
778,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
779,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
780,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
781,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
782,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
783,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
784,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
785,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
786,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,1.8424,0.61106907,,0,0.001,1.8424,0.61106907,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
787,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
788,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
789,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
790,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
791,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
792,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
793,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
794,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
795,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
796,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
797,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
798,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
799,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
800,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
801,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
802,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
803,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
804,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
805,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
806,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
807,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
808,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
809,0,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
810,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
811,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
812,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
