SIGNAL2,B,C,D
365,0.6581,1.138E4,1.72922E4
366,0.6596,1.103E4,1.67223E4
367,0.6601,1.096E4,1.66035E4
368,0.6589,1.055E4,1.60115E4
369,0.6604,1.066E4,1.61417E4
370,0.6605,1.002E4,1.51703E4
371,0.6593,1.017E4,1.54255E4
372,0.66,9930,1.50455E4
373,0.6597,9640,1.46127E4
374,0.659,9010,1.36722E4
375,0.6609,8880,1.34362E4
376,0.6592,7830,1.1878E4
377,0.6592,7390,1.12106E4
378,0.6596,7010,1.06277E4
379,0.6595,6500,9855.95148
380,0.6598,6720,1.01849E4
381,0.659,6160,9347.49621
382,0.6598,7250,1.09882E4
383,0.6595,8300,1.25853E4
384,0.6598,1.28E4,1.93998E4
385,0.6603,1.811E4,2.74269E4
386,0.6588,2.759E4,4.18792E4
387,0.6597,4.104E4,6.22101E4
388,0.6589,5.649E4,8.57338E4
389,0.6593,8.561E4,1.2985E5
390,0.6595,1.159E5,1.75739E5
391,0.6587,1.4866E5,2.25687E5
392,0.659,1.8462E5,2.80152E5
393,0.6599,2.2413E5,3.39642E5
394,0.659,2.5732E5,3.9047E5
395,0.6594,2.889E5,4.38126E5
396,0.6593,3.0573E5,4.63719E5
397,0.6582,3.1116E5,4.72744E5
398,0.6593,3.0276E5,4.59214E5
399,0.6603,2.8736E5,4.35196E5
400,0.6588,2.6475E5,4.01867E5
401,0.6598,2.2786E5,3.45347E5
402,0.66,1.8887E5,2.86167E5
403,0.6591,1.4938E5,2.26642E5
404,0.66,1.1105E5,1.68258E5
405,0.6603,8.383E4,1.26957E5
406,0.6592,5.849E4,8.87288E4
407,0.6605,3.948E4,5.97729E4
408,0.6593,2.629E4,3.98756E4
409,0.6605,1.757E4,2.66011E4
410,0.6595,1.281E4,1.94238E4
411,0.6592,9350,1.41839E4
412,0.6604,6870,1.04028E4
413,0.6593,5830,8842.71197
414,0.6595,4650,7050.79606
415,0.6604,3780,5723.80376
416,0.6597,3450,5229.64984
417,0.6597,2890,4380.77914
418,0.6601,2470,3741.85729
419,0.6585,2140,3249.81017
420,0.6601,2200,3332.82836
421,0.66,1950,2954.54545
422,0.6598,1590,2409.82116
423,0.6593,1550,2350.97831
424,0.66,1760,2666.66667
425,0.6597,1340,2031.22631
426,0.659,1260,1911.98786
427,0.6592,1360,2063.1068
428,0.6597,1190,1803.85023
429,0.6589,1410,2139.93019
430,0.659,1460,2215.478
431,0.6609,1290,1951.88379
432,0.66,1080,1636.36364
433,0.6599,1030,1560.84255
434,0.6612,1230,1860.25408
435,0.6595,1100,1667.93025
436,0.6597,1070,1621.94937
437,0.6597,980,1485.52372
438,0.6599,980,1485.0735
439,0.6602,1140,1726.74947
440,0.6599,1100,1666.91923
441,0.6597,1010,1530.99894
442,0.6598,940,1424.67414
443,0.659,910,1380.88012
444,0.6598,1100,1667.17187
445,0.659,920,1396.05463
446,0.6601,800,1211.93759
447,0.6597,1140,1728.05821
448,0.6587,1150,1745.86306
449,0.6595,1100,1667.93025
450,0.6602,1070,1620.72099
