SIGNAL2,B,C,D
270,0.01342,520,3.87493E4
272,0.01344,320,2.3801E4
274,0.01343,252,1.87601E4
276,0.01342,156,1.16237E4
278,0.01342,240,1.78838E4
280,0.01341,240,1.78971E4
282,0.01341,236,1.76025E4
284,0.01341,236,1.76009E4
286,0.01342,252,1.87768E4
288,0.01341,264,1.96798E4
290,0.01341,284,2.11751E4
292,0.01341,268,1.99797E4
294,0.01343,292,2.17391E4
296,0.01341,320,2.38649E4
298,0.01342,292,2.17605E4
300,0.01341,320,2.38713E4
302,0.01341,244,1.81894E4
304,0.01343,300,2.2342E4
306,0.01341,304,2.26751E4
308,0.01342,264,1.96727E4
310,0.01342,324,2.41481E4
312,0.01342,328,2.44397E4
314,0.01342,308,2.29495E4
316,0.01342,328,2.44484E4
318,0.01341,320,2.38543E4
320,0.01342,344,2.56257E4
322,0.01342,332,2.47333E4
324,0.01342,372,2.77248E4
326,0.01342,360,2.6816E4
328,0.01342,392,2.92006E4
330,0.01345,288,2.14184E4
332,0.01341,260,1.93874E4
334,0.01341,324,2.41604E4
336,0.01342,324,2.41344E4
338,0.01341,376,2.80421E4
340,0.01342,320,2.385E4
342,0.01341,332,2.47525E4
344,0.01342,356,2.65299E4
346,0.01341,360,2.68496E4
348,0.01343,340,2.53202E4
350,0.01342,292,2.17508E4
352,0.01342,344,2.56357E4
354,0.01341,412,3.07151E4
356,0.01343,360,2.68105E4
358,0.01343,380,2.82957E4
360,0.01343,384,2.85893E4
362,0.01344,428,3.18547E4
364,0.01342,356,2.6526E4
366,0.01342,288,2.14682E4
368,0.01342,296,2.20593E4
370,0.01342,284,2.11637E4
372,0.01342,320,2.3845E4
374,0.01342,304,2.26474E4
376,0.01342,320,2.38407E4
378,0.01341,332,2.47636E4
380,0.01344,352,2.61952E4
382,0.01343,364,2.71059E4
384,0.01344,332,2.47053E4
386,0.01342,348,2.59284E4
388,0.01343,344,2.56181E4
390,0.01342,328,2.4444E4
392,0.01342,344,2.56349E4
394,0.01341,392,2.92267E4
396,0.01341,364,2.71455E4
398,0.01343,364,2.71083E4
400,0.01342,364,2.71269E4
402,0.01344,336,2.50082E4
404,0.01342,308,2.29495E4
406,0.01342,272,2.02646E4
408,0.01342,376,2.80095E4
410,0.01342,332,2.47429E4
412,0.01343,356,2.65086E4
414,0.01342,288,2.14631E4
416,0.01343,332,2.47178E4
418,0.01344,284,2.11366E4
420,0.01344,276,2.05339E4
422,0.01343,312,2.32295E4
424,0.01344,320,2.38124E4
426,0.01343,356,2.65062E4
428,0.01343,312,2.3233E4
430,0.01342,300,2.23534E4
