"Reservoir","Site","DateTime","Depth_m","Rep","Dilution","a254_m","a350_m","S275_295","S350_400","Sr","Max_FL_Ex","Max_FL_Em","Max_FL","B","T","A","C","M","N","FI","BIX","HIX","T_B","T_M","T_N","T_C","A_T","A_C","A_M","M_C","C_N","Fmax1","Fmax2","Fmax3","Fmax4","abs_Flag","fl_Flag"
"CCR",90,2024-12-17 11:25:00,1.5,2,1,12.6665,2.5333,NA,NA,NA,320,320,3.651082736,0.05165706,0.071242068,0.252192106,0.118796986,0.110661121,0.094648098,1.471550626,0.687087962,5.299525694,1.379135171,0.643785888,0.752704698,0.599695923,3.53993242,2.122883042,2.278958537,0.931514553,1.25514393,NA,NA,NA,NA,0,0
"CCR",90,2024-12-17 11:25:00,4,1,1,12.8968,2.7636,NA,NA,NA,300,300,4.667753181,0.049234456,0.070508342,0.249237485,0.117660828,0.109393638,0.095364621,1.499650815,0.699592047,5.042125552,1.432093461,0.644537865,0.739355342,0.59925077,3.534865202,2.118270696,2.278354471,0.929737107,1.233799569,NA,NA,NA,NA,0,0
"CCR",92,2024-12-17 11:42:00,0.1,1,1,18.8846,5.5272,NA,NA,NA,310,310,4.675580238,0.030893582,0.052710494,0.296515583,0.179623957,0.116199532,0.082425226,1.411980381,0.520557594,8.986165295,1.706195602,0.453620537,0.639494685,0.293449129,5.6253615,1.650757434,2.551779504,0.646904418,2.179235244,NA,NA,NA,NA,0,0
"CCR",92,2024-12-17 11:42:00,0.1,2,1,18.8846,5.5272,NA,NA,NA,325,324,6.838145663,0.017504665,0.047512583,0.29474808,0.179063687,0.115888469,0.080250043,1.42599503,0.516205339,9.39374347,2.714281162,0.409985422,0.592056795,0.265339018,6.203579386,1.646051662,2.54337711,0.647191349,2.231322024,NA,NA,NA,NA,0,0
"CCR",50,2024-12-17 12:00:00,20,1,1,13.5877,3.2242,NA,NA,NA,300,300,9.297713627,0.060582152,0.082843672,0.290153219,0.143049757,0.127437535,0.107994815,1.560017852,0.683752644,4.988804282,1.36746004,0.650072776,0.76710787,0.579124872,3.502418602,2.028337725,2.276826982,0.890861599,1.324598384,NA,NA,NA,NA,0,0
"CCR",96,2024-12-17 12:08:00,0.1,1,1,19.8058,5.7575,NA,NA,NA,320,320,6.442381393,0.014604205,0.049631284,0.291365717,0.179542126,0.113655209,0.080475141,1.41793602,0.529701047,9.552391237,3.398424167,0.436682876,0.616728139,0.276432528,5.870606105,1.622826487,2.56359316,0.633028092,2.231025933,NA,NA,NA,NA,0,0
"CCR",98,2024-12-17 12:19:00,0.1,1,1,19.5755,6.6787,NA,NA,NA,300,300,10.05959249,0.014939815,0.04496444,0.273645627,0.166573299,0.106565606,0.074471333,1.398193241,0.53216999,8.635666944,3.009705225,0.421941395,0.603781866,0.269937863,6.085823054,1.64279407,2.56786067,0.639752027,2.236743891,NA,NA,NA,NA,0,0
"CCR",100,2024-12-17 12:31:00,0.1,1,1,18.424,5.2969,NA,NA,NA,300,300,5.874446108,0.016262364,0.045026033,0.265562861,0.164030424,0.103988027,0.07373046,1.429314809,0.517182527,8.76089248,2.768726186,0.432992471,0.610684284,0.274498058,5.897984871,1.618985395,2.553783045,0.63395573,2.224730797,NA,NA,NA,NA,0,0
"CCR",101,2024-12-17 12:43:00,0.1,1,1,17.7331,5.0666,NA,NA,NA,300,300,4.617310275,0.018057486,0.044684805,0.268215044,0.165794468,0.104516101,0.076048128,1.404174902,0.524597863,10.06531507,2.47458609,0.427539915,0.587585863,0.269519275,6.002376996,1.617756297,2.566255753,0.630395585,2.180125571,NA,NA,NA,NA,0,0
"CCR",101,2024-12-17 12:43:00,0.1,2,1,18.1937,5.2969,NA,NA,NA,300,300,5.884445483,0.021637092,0.050023706,0.270397258,0.168018332,0.106655944,0.0763799,1.433481758,0.524854283,9.049673545,2.311942186,0.469019397,0.654932861,0.29772767,5.405382306,1.609331881,2.535229147,0.634787543,2.199771558,NA,NA,NA,NA,0,0
"CCR",50,2025-02-26 10:25:00,0.1,1,1,13.818,2.5333,NA,NA,NA,305,306,2.471030318,0.185083898,0.137946511,0.270080105,0.127758618,0.128236491,0.133334604,1.478143072,0.671574628,2.430638119,0.74531881,1.075719631,1.034588972,1.079743291,1.957861082,2.113987368,2.106109601,1.003740436,0.958180505,NA,NA,NA,NA,0,0
"CCR",50,2025-02-26 10:25:00,1.5,1,1,14.9695,4.1454,NA,NA,NA,300,300,15.43592586,0.084477656,0.085633337,0.263254426,0.124524647,0.113141945,0.099981682,1.439567102,0.664901812,3.861323283,1.013680321,0.756866405,0.856490268,0.687681833,3.074204911,2.114074867,2.32676242,0.908590774,1.245474618,NA,NA,NA,NA,0,0
"CCR",50,2025-02-26 10:25:00,6,1,1,12.8968,2.5333,NA,NA,NA,300,300,3.815219619,0.069020801,0.077981452,0.251412928,0.121248437,0.109164438,0.095670217,1.453357537,0.669852276,4.294344768,1.129825375,0.714348499,0.815106881,0.643154292,3.2240093,2.073535417,2.303066204,0.90033687,1.267358225,NA,NA,NA,NA,0,0
"CCR",50,2025-02-26 10:25:00,9,1,1,12.6665,2.5333,NA,NA,NA,300,300,3.338961502,0.041828394,0.062930106,0.255068107,0.124678277,0.108489216,0.090081383,1.428531642,0.649783346,5.848667207,1.504482986,0.580058633,0.698591701,0.504739944,4.053196819,2.045810334,2.351091805,0.870153318,1.384062643,NA,NA,NA,NA,0,0
"CCR",50,2025-02-26 10:25:00,20,1,1,12.8968,2.5333,NA,NA,NA,300,300,5.943257647,0.044305103,0.062909261,0.247715137,0.119798249,0.106337559,0.086390113,1.450619658,0.654851446,5.171457261,1.419910047,0.591599631,0.728199772,0.525126711,3.937657735,2.067769256,2.329516862,0.887638673,1.386712496,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,0.1,1,1,13.818,2.9939,NA,NA,NA,315,314,5.480788373,0.060507922,0.074266673,0.261818977,0.125292592,0.113681629,0.095098422,1.445921234,0.644542323,4.696369975,1.227387593,0.653286493,0.780945374,0.592745923,3.525389877,2.089660478,2.303089589,0.907329219,1.31750442,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,1.5,1,1,14.5089,3.2242,NA,NA,NA,315,316,6.754134976,0.109637029,0.112623997,0.278849835,0.132644091,0.117217565,0.111443526,1.463482008,0.653298841,3.598925712,1.027244155,0.960811611,1.010592551,0.849069086,2.475936229,2.102240911,2.378908278,0.883699859,1.190235952,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,6,1,1,13.5877,2.7636,NA,NA,NA,310,310,4.598148557,0.046153775,0.067624867,0.267351426,0.130695653,0.112462571,0.092390909,1.442179832,0.638869826,5.575027469,1.465207722,0.601309985,0.731942867,0.517422466,3.953448451,2.045603046,2.377248027,0.860492057,1.414594293,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,9,1,1,14.0483,2.9939,NA,NA,NA,300,300,6.253587159,0.063349292,0.073133393,0.278341629,0.135335521,0.118021697,0.098705854,1.47392389,0.657664593,4.780171098,1.154446891,0.619660582,0.740922556,0.540385797,3.805944398,2.056678295,2.358393722,0.872067406,1.371099242,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,12,1,1,13.818,3.2242,NA,NA,NA,305,304,8.170921148,0.046035884,0.068095491,0.26012283,0.126143996,0.109777955,0.093972508,1.460575254,0.647959491,5.03566926,1.479182883,0.620302056,0.724632053,0.539823483,3.819971419,2.062110277,2.369536124,0.870259059,1.342350001,NA,NA,NA,NA,0,0
"CCR",88,2025-02-26 10:40:00,12,2,1,13.5877,2.9939,NA,NA,NA,310,310,6.899363858,0.049399386,0.070902065,0.261899427,0.127849205,0.110604406,0.091065596,1.457254142,0.658214611,5.285723182,1.435282317,0.641041961,0.778582346,0.554575721,3.69381943,2.048502575,2.36789325,0.865116101,1.403924327,NA,NA,NA,NA,0,0
"CCR",90,2025-02-26 11:13:00,0.1,1,1,12.6665,2.5333,NA,NA,NA,305,304,4.532570231,0.043476328,0.064591993,0.240576989,0.11641792,0.101331765,0.083488816,1.41950642,0.624297129,5.175783108,1.485681893,0.637430848,0.773660429,0.554828612,3.724563649,2.066494479,2.374151766,0.870413808,1.39441336,NA,NA,NA,NA,0,0
"CCR",90,2025-02-26 11:13:00,0.1,2,1,12.4362,2.303,NA,NA,NA,305,306,3.333723693,0.047751529,0.0624873,0.235935444,0.115655328,0.100203244,0.083132309,1.407900965,0.633999538,5.546037129,1.30859266,0.623605557,0.751660819,0.540288987,3.775734345,2.039987685,2.354568919,0.866395402,1.391219953,NA,NA,NA,NA,0,0
"CCR",90,2025-02-26 11:13:00,1.5,1,1,12.4362,2.5333,NA,NA,NA,315,316,3.312416479,0.042549466,0.085013894,0.251139862,0.122284745,0.10795644,0.091770285,1.468483816,0.664610719,5.273067003,1.998001432,0.787483305,0.926377137,0.695212586,2.954103733,2.053730095,2.326307371,0.882828349,1.332509158,NA,NA,NA,NA,0,0
"CCR",90,2025-02-26 11:13:00,5,1,1,12.6665,2.5333,NA,NA,NA,300,300,3.001088489,0.040964659,0.062011603,0.251419665,0.122889651,0.109016122,0.088729708,1.43067592,0.647756472,5.874637537,1.513782955,0.568829648,0.698882076,0.50461208,4.054397152,2.04589778,2.306261305,0.8871058,1.384988793,NA,NA,NA,NA,0,0
"CCR",92,2025-02-26 11:40:00,0.1,1,1,12.6665,2.5333,NA,NA,NA,300,300,3.792452191,0.051941817,0.067377066,0.248926472,0.121458152,0.106902955,0.086663586,1.460144985,0.660010707,5.466645651,1.297164231,0.630263833,0.777455321,0.554734822,3.694528204,2.049483444,2.328527506,0.880162866,1.401490029,NA,NA,NA,NA,0,0
"CCR",92,2025-02-26 11:40:00,0.1,2,1,13.1271,2.7636,NA,NA,NA,305,304,4.391839144,0.074762157,0.084870918,0.250955825,0.120689341,0.122364272,0.101232208,1.475450706,0.661454511,4.298791718,1.135212275,0.69359231,0.838378608,0.703218009,2.956911882,2.079353687,2.050891342,1.013878037,1.192202982,NA,NA,NA,NA,0,0
"CCR",92,2025-02-26 11:40:00,2,1,1,13.818,2.9939,NA,NA,NA,310,310,3.841084841,0.044435474,0.062284545,0.261766809,0.129344853,0.111779512,0.091301043,1.446505269,0.657944101,5.8810744,1.401685175,0.557208959,0.682188765,0.481538647,4.202756983,2.023789913,2.341813845,0.864197604,1.416685387,NA,NA,NA,NA,0,0
"CCR",96,2025-02-26 11:55:00,0.1,1,1,11.7453,3.4545,NA,NA,NA,305,304,7.23872355,0.025625256,0.042075314,0.187988486,0.101059131,0.075852536,0.05759794,1.415970177,0.572604079,6.257109181,1.641947082,0.554698851,0.730500331,0.416343523,4.467904472,1.860183089,2.478341479,0.75057578,1.754561534,NA,NA,NA,NA,0,0
"CCR",96,2025-02-26 11:55:00,1.7,1,1,14.7392,3.9151,NA,NA,NA,300,300,7.554719541,0.062500482,0.077774186,0.263334173,0.130787513,0.113858282,0.09742685,1.461399329,0.637070753,4.515121727,1.244377391,0.683078865,0.79828288,0.594660639,3.385881426,2.013450411,2.312824042,0.870559271,1.342417554,NA,NA,NA,NA,0,0
"CCR",98,2025-02-26 12:12:00,0.1,1,1,8.9817,2.303,NA,NA,NA,300,300,3.320625776,0.023239498,0.040323412,0.149333633,0.088202431,0.061047301,0.04857537,1.367375198,0.53462385,8.763274267,1.735124053,0.660527351,0.830120532,0.457168941,3.703397746,1.693078427,2.446195503,0.692127193,1.815785057,NA,NA,NA,NA,0,0
"CCR",98,2025-02-26 12:12:00,0.1,2,1,8.9817,2.303,NA,NA,NA,330,330,2.80222177,0.011571216,0.025594417,0.150420467,0.089214693,0.059865073,0.042029187,1.397327458,0.546572463,8.31252036,2.211903903,0.427535048,0.608967681,0.286885668,5.87708124,1.686050379,2.512658209,0.671022574,2.122684222,NA,NA,NA,NA,0,0
"CCR",98,2025-02-26 12:12:00,1,1,1,10.8241,2.5333,NA,NA,NA,320,320,3.967253535,0.04273146,0.047444427,0.189566837,0.102659148,0.08144044,0.065637146,1.419121817,0.577003794,5.628242621,1.110292668,0.582565947,0.722828906,0.462154886,3.995555421,1.846565461,2.327674527,0.793309133,1.564040384,NA,NA,NA,NA,0,0
"CCR",100,2025-02-26 12:35:00,0.1,1,1,9.212,2.5333,NA,NA,NA,315,314,3.916904624,0.012289779,0.024143788,0.146377574,0.087618309,0.057185146,0.041111074,1.387362052,0.53492806,9.045538334,1.964542035,0.422203839,0.587281856,0.275556428,6.062742654,1.67062771,2.559713225,0.652662061,2.131258053,NA,NA,NA,NA,0,0
"CCR",101,2025-02-26 12:55:00,0.1,1,1,8.7514,2.0727,NA,NA,NA,365,362,1.679684816,0.016960602,0.022468184,0.145219336,0.086415571,0.057445638,0.040866249,1.384194208,0.532996518,9.195596476,1.324727981,0.391120798,0.549798043,0.260001564,6.46333226,1.680476493,2.527943671,0.66476026,2.114595142,NA,NA,NA,NA,0,0
"CCR",101,2025-02-26 12:55:00,0.1,2,1,9.212,2.7636,NA,NA,NA,315,316,7.16540392,0.015827701,0.026841962,0.150459952,0.087667572,0.060691766,0.042768159,1.389429851,0.548369207,7.102802972,1.695885068,0.44226694,0.627615552,0.306178912,5.60540071,1.716255492,2.479083421,0.692294369,2.049832717,NA,NA,NA,NA,0,0
"CCR",50,2025-04-16 09:56:00,0.1,1,1,14.2786,2.5333,NA,NA,NA,300,300,4.750412733,0.170092242,0.094060511,0.223954475,0.097738955,0.098705311,0.091534874,1.417384401,0.691910109,1.706263116,0.552997065,0.952942746,1.027592074,0.962364604,2.380961723,2.291353285,2.268920204,1.009887118,1.067778334,NA,NA,NA,NA,0,0
"CCR",50,2025-04-16 09:56:00,1.5,1,1,13.1271,2.303,NA,NA,NA,300,300,2.714390983,0.109609206,0.10622857,0.222407258,0.095061023,0.098275414,0.106174251,1.419123325,0.677727959,2.988154325,0.969157374,1.080927221,1.000511609,1.117477669,2.093667057,2.339626183,2.263101712,1.033813978,0.895330293,NA,NA,NA,NA,0,0
"CCR",50,2025-04-16 09:56:00,6,1,1,13.3574,2.5333,NA,NA,NA,300,300,2.278938266,0.060271628,0.084497413,0.220826745,0.096352711,0.096817471,0.091580165,1.411906532,0.674568554,4.008178461,1.401943428,0.872749641,0.922660628,0.876959373,2.613414269,2.29185814,2.280856366,1.004823527,1.052113309,NA,NA,NA,NA,0,0
"CCR",50,2025-04-16 09:56:00,9,1,1,13.3574,2.5333,NA,NA,NA,300,300,2.139011958,0.079392687,0.089463369,0.252758771,0.121101573,0.110256598,0.103358687,1.442036893,0.664135717,4.342351265,1.126846474,0.811410568,0.865562163,0.738746545,2.825276687,2.087163392,2.292459362,0.910447281,1.171663229,NA,NA,NA,NA,0,0
"CCR",50,2025-04-16 09:56:00,20,1,1,13.1271,2.303,NA,NA,NA,300,300,1.974674729,0.08639919,0.080519634,0.261707981,0.126948528,0.113657563,0.094519541,1.457915692,0.663839421,3.463824158,0.931948953,0.70844062,0.851883469,0.634269933,3.250238059,2.061528277,2.302600665,0.8953043,1.343092939,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,0.1,1,1,13.1271,2.303,NA,NA,NA,300,300,2.315872104,0.073778061,0.080645413,0.219336176,0.095724101,0.095194604,0.087530179,1.426345336,0.67240052,3.926542411,1.093081225,0.847163707,0.921344088,0.842477628,2.719760085,2.291337025,2.304082035,0.994468509,1.093612527,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,1.5,1,1,12.8968,2.303,NA,NA,NA,300,300,1.958378753,0.063550295,0.0757958,0.21839953,0.095927984,0.095321235,0.088172682,1.419775735,0.672657376,4.262635826,1.192689987,0.79516175,0.859629066,0.790132319,2.881419935,2.276703016,2.291194919,0.993674958,1.087955834,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,6,1,1,13.1271,2.5333,NA,NA,NA,300,300,2.584822212,0.058313877,0.074740407,0.222164363,0.099529098,0.096019205,0.086967149,1.414079094,0.664538077,4.302987487,1.281691629,0.77839019,0.859409656,0.750940265,2.972479958,2.232154887,2.313749239,0.964735007,1.144444766,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,6,2,1,13.1271,2.0727,NA,NA,NA,335,334,2.04047853,0.052133314,0.074682377,0.222012901,0.098665441,0.096418863,0.083653476,1.423039647,0.663681388,4.642412564,1.43252694,0.774561891,0.892758796,0.756925384,2.972761589,2.250158708,2.302587838,0.977230345,1.179454164,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,9,1,1,12.6665,2.303,NA,NA,NA,300,300,2.044976883,0.065678215,0.074811189,0.244365502,0.116077358,0.106158669,0.093991716,1.459080745,0.654786996,4.88802404,1.139056359,0.704711064,0.795933855,0.644494243,3.266429869,2.105195246,2.301889268,0.91455105,1.234974345,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,12,1,1,13.1271,2.5333,NA,NA,NA,300,300,2.061611789,0.079352004,0.082486927,0.261168153,0.125597565,0.111728273,0.102069304,1.478959254,0.661485654,4.853708841,1.039506533,0.73828159,0.808146271,0.656755783,3.166176295,2.079404591,2.337529669,0.889573561,1.230512608,NA,NA,NA,NA,0,0
"CCR",88,2025-04-16 10:20:00,12,2,1,12.6665,2.0727,NA,NA,NA,300,300,2.610912677,0.047871913,0.065852933,0.253143613,0.122000729,0.108262799,0.090240478,1.452417466,0.649353406,6.142009724,1.375606874,0.608269261,0.729749384,0.539774915,3.844074989,2.074935252,2.338232654,0.887394694,1.351951274,NA,NA,NA,NA,0,0
"CCR",90,2025-04-16 10:55:00,0.1,1,1,13.3574,2.0727,NA,NA,NA,300,300,2.22723171,0.064244572,0.082726404,0.222393914,0.098799875,0.096048475,0.08731318,1.42236338,0.661509407,4.190818365,1.287679273,0.861298467,0.947467544,0.837312843,2.688306306,2.250953397,2.3154341,0.972151786,1.1315574,NA,NA,NA,NA,0,0
"CCR",90,2025-04-16 10:55:00,0.1,2,1,12.6665,2.5333,NA,NA,NA,300,300,1.805912561,0.060357981,0.082641969,0.214154978,0.094089112,0.093544568,0.086602746,1.43011775,0.677762968,4.017211989,1.369197053,0.883450221,0.954264997,0.878337225,2.591358601,2.276086722,2.289336329,0.994212468,1.086444899,NA,NA,NA,NA,0,0
"CCR",90,2025-04-16 10:55:00,1.5,1,1,13.5877,2.303,NA,NA,NA,300,300,2.891571686,0.056485751,0.082097539,0.223915381,0.100886797,0.097644438,0.088661054,1.413180333,0.678332487,4.464284256,1.45342033,0.840780498,0.925970708,0.813759003,2.727431089,2.219471602,2.293170868,0.967861415,1.137893043,NA,NA,NA,NA,0,0
"CCR",90,2025-04-16 10:55:00,5.5,1,1,14.2786,2.5333,NA,NA,NA,300,300,3.363903978,0.110777695,0.106481752,0.261203373,0.119259978,0.144267496,0.115018599,1.452011839,0.629717889,3.580117447,0.961220147,0.738085538,0.925778558,0.892854032,2.453034128,2.190201413,1.810549014,1.209689103,1.036875597,NA,NA,NA,NA,0,0
"CCR",90,2025-04-16 10:55:00,5.5,2,1,14.5089,3.2242,NA,NA,NA,300,300,5.857634515,0.070266966,0.082141372,0.238169837,0.11094289,0.103642931,0.092598738,1.424878763,0.642553849,4.069393031,1.168989885,0.792541971,0.887067952,0.7403933,2.899511293,2.146778734,2.297984395,0.934200745,1.1981037,NA,NA,NA,NA,0,0
"CCR",92,2025-04-16 11:15:00,0.1,1,1,12.8968,1.8424,NA,NA,NA,310,310,1.663794192,0.056438286,0.070325882,0.221219565,0.097870405,0.095840833,0.08403719,1.423420165,0.667263892,4.603270308,1.246066946,0.733777871,0.836842383,0.718561268,3.145635134,2.260331572,2.308197452,0.979262658,1.164608253,NA,NA,NA,NA,0,0
"CCR",92,2025-04-16 11:15:00,1.8,1,1,13.818,2.5333,NA,NA,NA,300,300,2.477380982,0.07579638,0.086257754,0.232772609,0.104833385,0.103985735,0.09835671,1.424006285,0.665422964,3.774498909,1.138019449,0.829515262,0.876989013,0.82280806,2.698570253,2.220405354,2.238505211,0.991914311,1.065848837,NA,NA,NA,NA,0,0
"CCR",92,2025-04-16 11:15:00,1.8,2,1,13.1271,2.303,NA,NA,NA,300,300,2.307748064,0.056964331,0.076011493,0.224242394,0.100969009,0.097481197,0.091091058,1.442474424,0.654203363,4.447085619,1.334369983,0.779755435,0.834456144,0.75282004,2.950111682,2.220903195,2.300365618,0.965456611,1.108440397,NA,NA,NA,NA,0,0
"CCR",96,2025-04-16 11:35:00,0.1,1,1,13.5877,2.303,NA,NA,NA,300,300,3.453534044,0.080928633,0.091255904,0.238432278,0.106666919,0.114887476,0.099944244,1.430360632,0.650928839,3.89189202,1.127609604,0.794306804,0.913068126,0.855522075,2.612787427,2.235297321,2.07535483,1.07706754,1.067264251,NA,NA,NA,NA,0,0
"CCR",96,2025-04-16 11:35:00,0.9,1,1,13.3574,2.7636,NA,NA,NA,305,304,5.381638624,0.05302735,0.071085033,0.218963297,0.105278607,0.091211692,0.079761687,1.391218154,0.619672679,5.054270047,1.340535266,0.779341238,0.891217762,0.675208709,3.080301,2.079846062,2.400605595,0.86638391,1.319914495,NA,NA,NA,NA,0,0
"CCR",98,2025-04-16 12:02:00,0.1,1,1,10.1332,2.7636,NA,NA,NA,310,310,5.350024145,0.023537595,0.029909949,0.150215271,0.089221894,0.059263867,0.044133374,1.361130373,0.533649279,7.889769441,1.270730885,0.504691138,0.677717242,0.335231045,5.02225105,1.683614467,2.534685599,0.664230099,2.021642244,NA,NA,NA,NA,0,0
"CCR",98,2025-04-16 12:02:00,0.1,2,1,10.1332,2.7636,NA,NA,NA,325,326,5.223680805,0.020724253,0.027965042,0.147747552,0.087601705,0.057641313,0.041485626,1.360646992,0.536429034,8.119509227,1.349387228,0.485156226,0.67408991,0.319229423,5.28329454,1.686583066,2.563223241,0.657993045,2.111615855,NA,NA,NA,NA,0,0
"CCR",98,2025-04-16 12:02:00,0.8,1,1,10.1332,2.5333,NA,NA,NA,330,330,2.120325275,0.020937983,0.04248398,0.159345615,0.093707086,0.063742653,0.05073622,1.395443105,0.547711931,7.643117871,2.029038791,0.666492181,0.83735012,0.453369981,3.750722393,1.700464939,2.499827149,0.680233007,1.846946546,NA,NA,NA,NA,0,0
"CCR",100,2025-04-16 12:30:00,0.1,1,1,8.9817,2.0727,NA,NA,NA,335,334,2.322495764,0.018924818,0.027606523,0.14439002,0.085811891,0.05665995,0.04072111,1.365541937,0.540096314,6.274425139,1.458747068,0.487231694,0.677941332,0.321709766,5.23028624,1.68263416,2.548361223,0.660280868,2.107307283,NA,NA,NA,NA,0,0
"CCR",101,2025-04-16 12:40:00,0.1,1,1,9.212,2.303,NA,NA,NA,300,300,4.095470168,0.022070011,0.026486763,0.141985044,0.084824271,0.055576347,0.041067265,1.392634037,0.536295147,7.669426154,1.200124592,0.476583376,0.644960485,0.312254534,5.36060386,1.673872859,2.554774686,0.655193927,2.065495981,NA,NA,NA,NA,0,0
"CCR",101,2025-04-16 12:40:00,0.1,2,1,9.9029,3.2242,NA,NA,NA,300,300,8.345920185,0.014467491,0.025128076,0.138960066,0.083303214,0.055018365,0.039214447,1.388400965,0.550276213,7.159395633,1.736864845,0.456721618,0.640786199,0.301645944,5.530071739,1.66812371,2.525703311,0.66045909,2.12429907,NA,NA,NA,NA,0,0
"FCR",50,2019-04-29 09:42:00,0.1,1,1,9.4423,3.4545,1.958198554,0.941718215,2.07938906,300,300,7.414924884,0.170823468,0.045064776,0.158052883,0.079179221,0.06274227,0.051750499,1.395623268,0.599307899,4.24271384,0.263809046,0.718252239,0.870808536,0.569149021,3.507237716,1.996140913,2.519081341,0.79240828,1.530018508,0.419774312,0.396012874,0.120728704,0.12994199,0,0
"FCR",20,2019-04-29 09:44:00,0.1,1,1,11.7453,5.0666,2.199058,1.440041,1.52708,300,300,12.68419584,0.054691404,0.051613705,0.17301815,0.08125746,0.065448334,0.05686892,1.416960792,0.592625903,3.426091039,0.943726083,0.788617553,0.907590732,0.635187275,3.352174605,2.129258654,2.643583733,0.805443999,1.428855342,0.405211339,0.430480832,0.24305088,0.148792818,0,0
"FCR",30,2019-04-29 10:00:00,0.1,1,1,9.9029,3.4545,1.999068,0.975402,2.049481,310,310,8.781063231,0.172646276,0.046228741,0.158757892,0.079704026,0.063486585,0.052956671,1.406473213,0.59493102,4.567538635,0.267765642,0.728165496,0.872954067,0.58000509,3.434181617,1.991842817,2.500652559,0.796529214,1.505080011,0.422261981,0.396951822,0.116959641,0.138494056,0,0
"FCR",45,2019-04-29 10:12:00,0.1,1,1,9.9029,3.6848,1.994370654,1.010863742,1.972937174,300,300,6.754202858,0.035403116,0.041661125,0.159255354,0.079222889,0.06275364,0.050783566,1.401139635,0.578123701,4.957561981,1.176764365,0.663883806,0.820366273,0.525872329,3.822636909,2.010218973,2.537786741,0.792115012,1.560010344,0.386194134,0.43486906,0.094764551,0.107663019,0,0
"FCR",200,2019-04-29 11:38:00,0.1,1,1,17.5028,8.5211,2.64365018,1.966372537,1.344429974,305,304,20.63360248,0.045034564,0.049225214,0.245624447,0.122082828,0.087196436,0.068081504,1.439933156,0.551489469,5.048493527,1.093054098,0.564532415,0.723033594,0.403211617,4.989809604,2.011949198,2.816909264,0.714239973,1.793186417,0.639643745,0.563113527,0.454025141,0.101570139,0,0
"FCR",99,2019-04-29 12:10:00,0.1,1,1,7.8302,2.9939,1.751345931,0.724352075,2.417810331,300,300,10.1052928,0.044628498,0.041192385,0.121851904,0.060454524,0.048901233,0.044378092,1.446473748,0.620116282,3.469205021,0.923006303,0.842358819,0.928214418,0.681378031,2.958117241,2.015596102,2.491796146,0.808892856,1.362260559,0.295540422,0.313122488,0.107977736,0.12975214,0,0
"FCR",100,2019-04-29 12:49:00,0.1,1,1,7.8302,2.7636,1.766653646,0.733223107,2.409435312,300,300,10.42622599,0.185359789,0.045476081,0.119998961,0.059969357,0.049002653,0.045391576,1.422609634,0.637593603,3.210889668,0.245339516,0.928033033,1.00186169,0.758321972,2.638726969,2.001004637,2.448825792,0.81712821,1.321156089,0.327251223,0.279256093,0.108403301,0.152659409,0,0
"FCR",101,2019-04-29 13:23:00,0.1,1,1,8.7514,2.7636,1.911888152,0.747728386,2.556928676,300,300,11.4025096,0.235269708,0.095724761,0.138875783,0.064226043,0.069180751,0.074945627,1.461828508,0.682650198,1.80157705,0.406872442,1.383690689,1.277256113,1.490435273,1.450782242,2.162297028,2.00743388,1.077144831,0.856968522,0.333069085,0.309888223,0.166199943,0.327235781,0,0
"FCR",102,2019-04-29 13:56:00,0.1,1,1,8.5211,2.5333,1.805531724,0.531562203,3.396651821,300,300,9.269405764,0.048907207,0.047639708,0.12276873,0.058838357,0.052286707,0.047074476,1.416037843,0.642892521,3.010547542,0.974083601,0.911124658,1.01200719,0.809670942,2.57702523,2.086542446,2.347991231,0.888650016,1.249899357,0.278262807,0.337030762,0.064337502,0.156052107,0,0
"FCR",1,2019-04-29 14:55:00,0.1,1,1,12.4362,5.0666,2.260322497,1.450234485,1.558591056,305,304,16.51520593,0.062290364,0.060785004,0.192973267,0.088843328,0.073816192,0.065788405,1.41407332,0.59990219,3.411140608,0.975833165,0.823464362,0.923947064,0.684181974,3.174685469,2.172062569,2.614240343,0.830858025,1.350440525,0.438318906,0.469422143,0.284687541,0.172571164,0,0
"FCR",50,2019-05-20 09:45:00,0.1,1,1,9.4423,3.4545,1.937593812,0.955313818,2.028227557,300,300,18.75750232,0.051462815,0.061738033,0.160945766,0.075668921,0.067161793,0.061537343,1.365825977,0.616941031,3.687472329,1.199662953,0.919243367,1.003261266,0.815896826,2.606914388,2.126973176,2.39638876,0.887574342,1.22964232,0.36419684,0.436597049,0.216378531,0.153019544,0,0
