SIGNAL2,B,C,D
270,0.00844,452,5.35291E4
272,0.00845,344,4.07197E4
274,0.00844,284,3.36445E4
276,0.00845,248,2.93505E4
278,0.00846,276,3.26349E4
280,0.00846,288,3.40232E4
282,0.00846,260,3.07314E4
284,0.00846,236,2.79052E4
286,0.00845,332,3.92806E4
288,0.00845,308,3.64583E4
290,0.00845,256,3.02801E4
292,0.00846,276,3.26334E4
294,0.00845,268,3.1707E4
296,0.00846,272,3.2165E4
298,0.00846,248,2.93033E4
300,0.00846,272,3.21559E4
302,0.00846,316,3.73558E4
304,0.00846,300,3.54526E4
306,0.00846,324,3.83087E4
308,0.00846,308,3.64049E4
310,0.00846,304,3.59355E4
312,0.00846,300,3.54711E4
314,0.00846,268,3.16635E4
316,0.00846,344,4.06581E4
318,0.00846,268,3.16695E4
320,0.00847,352,4.15663E4
322,0.00846,344,4.06562E4
324,0.00848,308,3.63396E4
326,0.00849,320,3.76985E4
328,0.00848,328,3.87012E4
330,0.00848,352,4.15173E4
332,0.00848,308,3.63328E4
334,0.00847,400,4.72277E4
336,0.00847,288,3.39895E4
338,0.00847,264,3.11791E4
340,0.00847,244,2.88198E4
342,0.00847,368,4.34331E4
344,0.00847,304,3.58711E4
346,0.00847,372,4.39322E4
348,0.00847,400,4.72322E4
350,0.00848,332,3.9162E4
352,0.00848,408,4.81382E4
354,0.00848,308,3.63328E4
356,0.00848,348,4.10339E4
358,0.00847,244,2.8794E4
360,0.00848,404,4.76617E4
362,0.00848,332,3.91417E4
364,0.00848,384,4.52852E4
366,0.00848,404,4.76415E4
368,0.00848,348,4.1059E4
370,0.00848,384,4.52894E4
372,0.00847,392,4.6257E4
374,0.00848,364,4.29185E4
376,0.00849,372,4.38307E4
378,0.00848,356,4.19594E4
380,0.00847,312,3.68202E4
382,0.00847,388,4.57914E4
384,0.00849,428,5.0436E4
386,0.00849,348,4.09894E4
388,0.00848,312,3.67768E4
390,0.00848,348,4.10242E4
392,0.00848,352,4.14996E4
394,0.00847,404,4.76887E4
396,0.00848,384,4.52894E4
398,0.00848,368,4.33901E4
400,0.00848,304,3.58626E4
402,0.00848,360,4.24328E4
404,0.00849,380,4.47649E4
406,0.00849,348,4.09817E4
408,0.00849,312,3.67422E4
410,0.00848,348,4.103E4
412,0.00849,324,3.81607E4
414,0.00849,308,3.62882E4
416,0.00849,308,3.62865E4
418,0.0085,308,3.62251E4
420,0.0085,308,3.62387E4
422,0.0085,324,3.8132E4
424,0.0085,264,3.1072E4
426,0.00849,424,4.9927E4
428,0.00849,356,4.19119E4
430,0.0085,280,3.29396E4
