SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0.0001
242,0.0002
243,0.00031
244,0.00041
245,0.00053
246,0.00064
247,0.00076
248,0.00088
249,0.00101
250,0.00114
251,0.00127
252,0.00141
253,0.00156
254,0.00169
255,0.00185
256,0.002
257,0.00215
258,0.00231
259,0.00246
260,0.00262
261,0.00277
262,0.00293
263,0.00308
264,0.00324
265,0.00341
266,0.00358
267,0.00374
268,0.00391
269,0.0041
270,0.0043
271,0.0045
272,0.0047
273,0.00492
274,0.00517
275,0.00541
276,0.00567
277,0.00595
278,0.00625
279,0.00656
280,0.00688
281,0.00721
282,0.0076
283,0.00798
284,0.00838
285,0.00879
286,0.00923
287,0.00968
288,0.01014
289,0.01073
290,0.01138
291,0.0119
292,0.01231
293,0.0128
294,0.01332
295,0.01386
296,0.01442
297,0.01496
298,0.01546
299,0.01598
300,0.01646
301,0.01693
302,0.01742
303,0.01787
304,0.0183
305,0.01873
306,0.01916
307,0.01958
308,0.02003
309,0.02048
310,0.02095
311,0.02152
312,0.02209
313,0.02249
314,0.02293
315,0.02335
316,0.02382
317,0.02434
318,0.02489
319,0.0255
320,0.02606
321,0.02677
322,0.02739
323,0.02777
324,0.0282
325,0.02867
326,0.02918
327,0.0297
328,0.03019
329,0.03073
330,0.03122
331,0.03174
332,0.03218
333,0.03263
334,0.03317
335,0.03362
336,0.03417
337,0.03459
338,0.03503
339,0.03547
340,0.03588
341,0.03631
342,0.03673
343,0.03712
344,0.03752
345,0.03785
346,0.0382
347,0.03857
348,0.03891
349,0.0392
350,0.03946
351,0.03971
352,0.03992
353,0.04011
354,0.0403
355,0.04045
356,0.04056
357,0.04068
358,0.04074
359,0.04088
360,0.041
361,0.04111
362,0.0412
363,0.04133
364,0.04154
365,0.04174
366,0.04202
367,0.04233
368,0.04259
369,0.04298
370,0.04338
371,0.04372
372,0.04409
373,0.04455
374,0.04503
375,0.04552
376,0.04611
377,0.0468
378,0.04742
379,0.048
380,0.04859
381,0.04905
382,0.04942
383,0.04983
384,0.05023
385,0.05064
386,0.05112
387,0.05172
388,0.0524
389,0.05327
390,0.05408
391,0.05472
392,0.05554
393,0.05643
394,0.05751
395,0.05888
396,0.05983
397,0.06018
398,0.05974
399,0.05908
400,0.05834
401,0.05796
402,0.05786
403,0.05801
404,0.05834
405,0.05867
406,0.05892
407,0.05942
408,0.05989
409,0.0603
410,0.06059
411,0.06112
412,0.06137
413,0.06102
414,0.06069
415,0.0606
416,0.06068
417,0.06133
418,0.06328
419,0.06447
420,0.06306
421,0.06188
422,0.06148
423,0.06138
424,0.06136
425,0.06134
426,0.06135
427,0.06132
428,0.06129
429,0.06132
430,0.06128
431,0.06134
432,0.06145
433,0.06156
434,0.06183
435,0.06239
436,0.06345
437,0.06494
438,0.06494
439,0.06373
440,0.06331
441,0.06336
442,0.06327
443,0.06314
444,0.06303
445,0.06274
446,0.06265
447,0.06327
448,0.06831
449,0.07669
450,0.07424
451,0.07136
452,0.07016
453,0.06638
454,0.06615
455,0.06719
456,0.06985
457,0.07211
458,0.07172
459,0.07047
460,0.07266
461,0.07786
462,0.08207
463,0.08014
464,0.07606
465,0.07807
466,0.0916
467,0.1014
468,0.09447
469,0.08485
470,0.07715
471,0.07452
472,0.0828
473,0.0798
474,0.06799
475,0.06442
476,0.06318
477,0.06298
478,0.06455
479,0.06987
480,0.07481
481,0.07457
482,0.07328
483,0.07055
484,0.06738
485,0.06518
486,0.06398
487,0.06394
488,0.06416
489,0.06551
490,0.07138
491,0.07618
492,0.07391
493,0.06902
494,0.06602
495,0.0644
496,0.06364
497,0.06327
498,0.06302
499,0.06291
500,0.06287
501,0.06315
502,0.06357
503,0.06338
504,0.06284
505,0.0625
506,0.06225
507,0.06215
508,0.06199
509,0.0619
510,0.06182
511,0.06191
512,0.06214
513,0.06195
514,0.06163
515,0.0613
516,0.0612
517,0.06103
518,0.061
519,0.06079
520,0.06056
521,0.06033
522,0.06012
523,0.05985
524,0.05962
525,0.05941
526,0.05918
527,0.05892
528,0.05878
529,0.05844
530,0.05823
531,0.05802
532,0.05785
533,0.05767
534,0.05747
535,0.05722
536,0.05693
537,0.05655
538,0.05651
539,0.05648
540,0.05647
541,0.05634
542,0.05618
543,0.05592
544,0.05575
545,0.05549
546,0.0553
547,0.05508
548,0.05484
549,0.05461
550,0.05449
551,0.05436
552,0.05418
553,0.05392
554,0.05363
555,0.0534
556,0.05327
557,0.05301
558,0.05279
559,0.0526
560,0.05237
561,0.05213
562,0.05191
563,0.05166
564,0.05143
565,0.0513
566,0.05118
567,0.05109
568,0.05105
569,0.05096
570,0.05074
571,0.05046
572,0.05026
573,0.05008
574,0.04994
575,0.04975
576,0.04954
577,0.04936
578,0.04921
579,0.04909
580,0.0489
581,0.04892
582,0.04874
583,0.04873
584,0.04848
585,0.04834
586,0.04813
587,0.04788
588,0.04762
589,0.04729
590,0.04693
591,0.0465
592,0.04611
593,0.04565
594,0.04522
595,0.04484
596,0.04447
597,0.04407
598,0.04372
599,0.04342
600,0.04314
