SIGNAL2,B,C,D
365,0.5794,1.107E4,1.9106E4
366,0.5789,1.066E4,1.84142E4
367,0.5795,9770,1.68594E4
368,0.5792,9780,1.68854E4
369,0.5796,9200,1.5873E4
370,0.579,9750,1.68394E4
371,0.5791,9200,1.58867E4
372,0.5786,9110,1.57449E4
373,0.5785,8500,1.46932E4
374,0.5781,8280,1.43228E4
375,0.5779,7550,1.30645E4
376,0.5778,7160,1.23918E4
377,0.5774,7080,1.22619E4
378,0.5773,6760,1.17097E4
379,0.5763,6070,1.05327E4
380,0.5762,5430,9423.81118
381,0.5756,6250,1.08582E4
382,0.5755,7200,1.25109E4
383,0.5754,7790,1.35384E4
384,0.5752,1.078E4,1.87413E4
385,0.575,1.636E4,2.84522E4
386,0.5755,2.533E4,4.40139E4
387,0.5755,3.643E4,6.33015E4
388,0.5752,5.531E4,9.61579E4
389,0.5755,7.877E4,1.36872E5
390,0.575,1.0536E5,1.83235E5
391,0.5757,1.36E5,2.36234E5
392,0.5757,1.7326E5,3.00955E5
393,0.5757,2.0951E5,3.63922E5
394,0.5755,2.3863E5,4.14648E5
395,0.5758,2.6321E5,4.57121E5
396,0.5755,2.7896E5,4.84726E5
397,0.5753,2.8653E5,4.98053E5
398,0.5763,2.7986E5,4.85615E5
399,0.5754,2.621E5,4.55509E5
400,0.5759,2.4011E5,4.1693E5
401,0.5757,2.0903E5,3.63088E5
402,0.5759,1.7387E5,3.0191E5
403,0.5757,1.4063E5,2.44277E5
404,0.5758,1.056E5,1.83397E5
405,0.5759,7.773E4,1.34971E5
406,0.5754,5.558E4,9.65937E4
407,0.5759,3.716E4,6.45251E4
408,0.5759,2.51E4,4.3584E4
409,0.5756,1.693E4,2.94128E4
410,0.5758,1.156E4,2.00764E4
411,0.5762,8910,1.54634E4
412,0.5751,6310,1.0972E4
413,0.5752,4920,8553.54659
414,0.5751,5190,9024.51748
415,0.5756,3620,6289.08965
416,0.5753,3020,5249.43508
417,0.5757,2880,5002.60552
418,0.5749,2390,4157.24474
419,0.5755,1990,3457.86273
420,0.5754,1810,3145.63782
421,0.5761,1750,3037.66707
422,0.5758,1410,2448.76693
423,0.5758,1480,2570.33692
424,0.5765,1340,2324.37121
425,0.5764,1630,2827.89729
426,0.5762,1260,2186.74072
427,0.5765,1260,2185.60278
428,0.5762,1340,2325.5814
429,0.5757,1210,2101.78913
430,0.5753,1340,2329.21954
431,0.5754,1370,2380.95238
432,0.576,1260,2187.5
433,0.576,1270,2204.86111
434,0.5755,1220,2119.89574
435,0.5753,960,1668.69459
436,0.5753,1140,1981.57483
437,0.5748,1010,1757.13292
438,0.5758,1000,1736.71414
439,0.5757,1100,1910.71739
440,0.5763,930,1613.74284
441,0.5757,960,1667.53517
442,0.5754,1250,2172.40181
443,0.5754,1330,2311.43552
444,0.5754,1090,1894.33438
445,0.5753,1170,2033.72154
446,0.5761,1010,1753.16785
447,0.575,1120,1947.82609
448,0.5751,990,1721.43975
449,0.5752,1070,1860.22253
450,0.5759,1110,1927.41795
