SIGNAL2,B,C,D
270,0.01295,504,3.89141E4
272,0.01296,272,2.09857E4
274,0.01296,216,1.66667E4
276,0.01296,276,2.12956E4
278,0.01295,224,1.72936E4
280,0.01295,244,1.88417E4
282,0.01296,268,2.06809E4
284,0.01296,224,1.72802E4
286,0.01296,256,1.97494E4
288,0.01296,316,2.4382E4
290,0.01296,248,1.9134E4
292,0.01295,328,2.53321E4
294,0.01297,324,2.49823E4
296,0.01296,276,2.12956E4
298,0.01297,224,1.72744E4
300,0.01298,300,2.31196E4
302,0.01298,300,2.31196E4
304,0.01295,252,1.94583E4
306,0.01298,392,3.02059E4
308,0.01295,296,2.28536E4
310,0.01297,292,2.25066E4
312,0.01296,376,2.90016E4
314,0.01297,340,2.62168E4
316,0.01297,308,2.37515E4
318,0.01298,356,2.74353E4
320,0.01299,440,3.38795E4
322,0.01299,356,2.74116E4
324,0.01297,316,2.43699E4
326,0.01298,360,2.77341E4
328,0.01297,328,2.52798E4
330,0.01298,304,2.34206E4
332,0.01299,360,2.77085E4
334,0.01298,372,2.86559E4
336,0.01298,376,2.89721E4
338,0.01301,328,2.52184E4
340,0.01298,324,2.49546E4
342,0.01298,336,2.58764E4
344,0.01298,300,2.31139E4
346,0.01297,348,2.68229E4
348,0.01298,364,2.80354E4
350,0.01299,448,3.44976E4
352,0.013,396,3.04672E4
354,0.01298,408,3.14262E4
356,0.01299,352,2.70928E4
358,0.01297,316,2.43557E4
360,0.01298,324,2.49553E4
362,0.01298,280,2.15756E4
364,0.01298,348,2.68163E4
366,0.01299,448,3.44944E4
368,0.01298,364,2.80406E4
370,0.01299,428,3.29576E4
372,0.01297,336,2.58995E4
374,0.01298,332,2.55762E4
376,0.01299,288,2.21743E4
378,0.01298,352,2.7127E4
380,0.01298,312,2.40385E4
382,0.01298,356,2.74319E4
384,0.01299,352,2.70961E4
386,0.01299,356,2.73998E4
388,0.01298,344,2.6495E4
390,0.013,348,2.67742E4
392,0.01297,360,2.77487E4
394,0.01298,316,2.43444E4
396,0.01299,360,2.77153E4
398,0.01298,312,2.40414E4
400,0.013,336,2.58549E4
402,0.01298,368,2.83452E4
404,0.013,288,2.21579E4
406,0.013,344,2.64713E4
408,0.01298,356,2.74285E4
410,0.013,324,2.492E4
412,0.01299,348,2.67841E4
414,0.01299,312,2.40177E4
416,0.013,292,2.24698E4
418,0.013,328,2.52331E4
420,0.013,424,3.26114E4
422,0.01299,256,1.97026E4
424,0.013,320,2.46192E4
426,0.01299,364,2.80267E4
428,0.01298,288,2.21832E4
430,0.01297,280,2.15816E4
