SIGNAL2,B,C,D
365,0.6548,1.176E4,1.79597E4
366,0.6562,1.11E4,1.69156E4
367,0.6538,1.074E4,1.6427E4
368,0.655,1.027E4,1.56794E4
369,0.6563,1.045E4,1.59226E4
370,0.654,9610,1.46942E4
371,0.6549,1.014E4,1.54833E4
372,0.6553,9770,1.49092E4
373,0.655,9470,1.4458E4
374,0.6546,8170,1.24809E4
375,0.6559,8310,1.26696E4
376,0.6548,7870,1.20189E4
377,0.6554,7510,1.14587E4
378,0.656,6990,1.06555E4
379,0.6545,6750,1.03132E4
380,0.6546,6500,9929.72808
381,0.656,7010,1.0686E4
382,0.6555,7120,1.08619E4
383,0.6552,8890,1.35684E4
384,0.6547,1.186E4,1.81152E4
385,0.6555,1.684E4,2.56903E4
386,0.6561,2.601E4,3.96433E4
387,0.6546,4.059E4,6.20073E4
388,0.6554,5.781E4,8.82057E4
389,0.6547,8.311E4,1.26944E5
390,0.6546,1.145E5,1.74916E5
391,0.6557,1.4796E5,2.25652E5
392,0.6547,1.8737E5,2.86192E5
393,0.6542,2.2185E5,3.39116E5
394,0.6559,2.6104E5,3.97987E5
395,0.655,2.8594E5,4.3655E5
396,0.6532,3.0141E5,4.61436E5
397,0.6553,3.1131E5,4.75065E5
398,0.654,3.0555E5,4.67202E5
399,0.6538,2.8999E5,4.43545E5
400,0.6548,2.61E5,3.98595E5
401,0.6547,2.2564E5,3.44646E5
402,0.6557,1.8497E5,2.82095E5
403,0.6549,1.4889E5,2.27348E5
404,0.6537,1.1365E5,1.73857E5
405,0.6546,8.286E4,1.26581E5
406,0.6552,6.048E4,9.23077E4
407,0.6547,3.899E4,5.9554E4
408,0.6552,2.719E4,4.14988E4
409,0.6556,1.758E4,2.68151E4
410,0.6541,1.182E4,1.80706E4
411,0.6551,9320,1.42268E4
412,0.6559,6900,1.05199E4
413,0.6544,6040,9229.82885
414,0.6551,4170,6365.44039
415,0.6556,4160,6345.33252
416,0.6545,3350,5118.411
417,0.655,2400,3664.12214
418,0.655,2430,3709.92366
419,0.6541,2090,3195.23009
420,0.656,1930,2942.07317
421,0.6554,1830,2792.18798
422,0.6544,1620,2475.55012
423,0.6551,1720,2625.55335
424,0.655,1380,2106.87023
425,0.6548,1660,2535.12523
426,0.6545,1210,1848.7395
427,0.655,1480,2259.54198
428,0.655,1210,1847.32824
429,0.6551,1380,2106.54862
430,0.6554,1290,1968.26366
431,0.6559,1260,1921.02455
432,0.6536,1120,1713.58629
433,0.6549,1370,2091.92243
434,0.6551,1080,1648.60327
435,0.6548,1120,1710.44594
436,0.6548,1160,1771.53329
437,0.6551,1040,1587.54389
438,0.6545,1100,1680.67227
439,0.6552,1130,1724.66422
440,0.6547,1050,1603.78799
441,0.6556,860,1311.77547
442,0.6542,940,1436.86946
443,0.6551,1060,1618.07358
444,0.6552,1080,1648.35165
445,0.6548,1050,1603.54307
446,0.6545,1110,1695.95111
447,0.6552,1040,1587.30159
448,0.6549,1150,1755.99328
449,0.6542,1210,1849.58728
450,0.6563,1210,1843.66905
