"Reservoir","Site_code","Site_number","Depth_m","Date","Rep","Dilution","SampleName","Max Fl Ex","Max Fl Em","Max Fl","B:","T:","A:","C:","M:","N:","FI:","BIX:","HIX:","T/B","T/M:","T/N:","T/C:","A/T:","A/C:","A/M:","M/C:","C/N:","A254","a254","A350","a350"
"CCR","C50",50,"1.5",2024-12-17,1,1,"20250314_C50_17dec24_15R1.csv",300,300,3.93317950460496,0.0567380692555743,0.073581901103387,0.246045464222628,0.109739578549523,0.110646839678445,0.0945708448892513,1.45693410656671,0.719380457304341,4.58757812265465,1.29687002164174,0.665015840644217,0.778061158167258,0.670513793436717,3.34383130271286,2.24208501139444,2.22370078474604,1.00826740125043,1.16039545462489,0.051,11.515,0.01,2.0727
"CCR","CC2",92,"0.1",2024-12-17,1,1,"20250314_CC2_17dec24_01R1.csv",310,310,4.67558023751452,0.0308935820937224,0.0527104938886579,0.296515582960864,0.179623957355499,0.116199531523316,0.0824252259222623,1.41198038066598,0.520557594343313,8.98616529497181,1.70619560168676,0.453620536999166,0.639494685017555,0.293449129307051,5.625361499879,1.6507574341769,2.55177950438954,0.646904417618091,2.17923524437661,0.083,18.8846,0.025,5.5272
"CCR","CC3",90,"1.5",2024-12-17,1,1,"20250314_CC3_17dec24_15R1.csv",300,300,4.80257076348591,0.04649608230338,0.0707159975884375,0.251541778045318,0.118535148693494,0.110527247121421,0.0917086362267243,1.48951405454894,0.699528514971134,4.95433951299742,1.52090228004644,0.639806015531642,0.771094201135122,0.596582518922665,3.55707034650455,2.1220859873028,2.27583500536283,0.932442809914721,1.2925189335544,0.057,12.8968,0.013,2.7636
"CCR","CC3",90,"BOT",2024-12-17,1,1,"20250314_CC3_17dec24_BOTR1.csv",300,300,4.66775318097393,0.04923445563628,0.0705083419909087,0.249237484570634,0.117660828281715,0.109393638137741,0.095364621020993,1.49965081456829,0.699592046698203,5.04212555191921,1.43209346137164,0.644537865192213,0.739355342012919,0.599250770376108,3.53486520223054,2.11827069561235,2.27835447118791,0.929737107372893,1.23379956866618,0.057,12.8968,0.013,2.7636
"CCR","CC4",88,"0.1",2024-12-17,1,1,"20250314_CC4_17dec24_01R1.csv",300,300,5.39159823120688,0.0536865484614446,0.0716090232293744,0.243957591984784,0.109397617736744,0.109784702475982,0.0955475122394615,1.47244461995635,0.717526823982971,4.56190926948825,1.33383548172781,0.652267771505238,0.749459839937094,0.654575709333042,3.4067996040576,2.23000826738153,2.22214558570358,1.00353832877942,1.14495516599712,0.052,11.7453,0.01,2.0727
"CCR","CC4",88,"6",2024-12-17,1,1,"20250314_CC4_17dec24_6R1.csv",240,482,1.07826728468327,0.0523624606113658,0.0716351646203273,0.238671015095149,0.107989614943748,0.107365320251143,0.0909241596688475,1.47665955856417,0.698847751977521,4.50331556159584,1.36806337563094,0.667209527739144,0.787856218646704,0.663352347886805,3.33175775277584,2.21012932789392,2.2229805167708,0.994218937692018,1.18768889739597,0.05,11.2847,0.009,1.8424
"CCR","CC4",88,"BOT",2024-12-17,1,1,"20250314_CC4_17dec24_BOTR1.csv",300,300,2.91935785018485,0.0539751750794341,0.0728375889762644,0.237383475610285,0.107090870778395,0.107109814485024,0.0925981378315004,1.45231664048888,0.723165010376453,4.64106291445847,1.34946461718875,0.680027216240284,0.786598852655179,0.680147508810423,3.25907926040278,2.21665463997867,2.21626259695815,1.00017689375846,1.15651214253646,0.049,11.0544,0.009,1.8424
"CCR","CP2",96,"0.1",2024-12-17,1,1,"20250314_CP2_17dec24_01R1.csv",320,320,6.44238139303765,0.0146042051306345,0.0496312836574089,0.291365716824456,0.179542125503786,0.113655209150831,0.0804751405244493,1.41793601991024,0.529701046885837,9.55239123673274,3.39842416711197,0.436682876466697,0.616728139074579,0.276432528121999,5.87060610472367,1.62282648713721,2.56359316041368,0.633028092053161,2.23102593339665,0.087,19.8058,0.026,5.7575
"CCR","CS1",101,"0.1",2024-12-17,1,1,"20250314_CS1_17dec24_01R1.csv",300,300,4.61731027526731,0.0180574864481119,0.0446848047797107,0.268215044293399,0.165794467845416,0.104516100536863,0.0760481277190246,1.40417490234913,0.524597862921256,10.0653150742165,2.47458608971478,0.427539915383183,0.587585863320763,0.269519275042242,6.00237699628897,1.61775629657003,2.56625575309135,0.630395584937806,2.18012557071724,0.078,17.7331,0.023,5.0666
"CCR","CS1",101,"0.1",2024-12-17,2,1,"20250314_CS1_17dec24_01R2.csv",300,300,5.88444548283349,0.0216370923163937,0.0500237064991915,0.270397258002003,0.168018331853749,0.106655944017641,0.076379900097321,1.43348175795442,0.524854283365173,9.04967354469502,2.311942185563,0.46901939652719,0.654932861072779,0.297727670232641,5.40538230621461,1.60933188074602,2.53522914725952,0.634787542769314,2.1997715582197,0.08,18.1937,0.024,5.2969
"CCR","CS1",101,"0.1",2025-02-17,1,1,"20250314_CS1_17feb25_01R1.csv",365,362,1.67968481643151,0.0169606017302836,0.0224681836937976,0.145219336497786,0.0864155714712438,0.0574456377972731,0.0408662489282245,1.38419420832301,0.532996517796175,9.1955964762373,1.32472798141826,0.391120797946196,0.549798043203321,0.260001563506113,6.46333226026962,1.6804764931296,2.52794367102804,0.664760260439741,2.11459514238804,0.039,8.7514,0.01,2.0727
"CCR","CS2",100,"0.1",2024-12-17,1,1,"20250314_CS2_17dec24_01R1.csv",300,300,5.87444610848077,0.0162623639399533,0.0450260328895707,0.265562860795747,0.164030424047476,0.103988027205882,0.0737304595654146,1.42931480944668,0.517182527066749,8.76089248006698,2.76872618616971,0.432992471339275,0.610684283740603,0.274498058217167,5.89798487126452,1.61898539455634,2.55378304533048,0.633955729918642,2.22473079666547,0.081,18.424,0.024,5.2969
