SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,4.1E-5
238,0.00015
239,0.00027
240,0.00039
241,0.00052
242,0.00066
243,0.00081
244,0.00096
245,0.00112
246,0.00128
247,0.00143
248,0.0016
249,0.00177
250,0.00193
251,0.00209
252,0.00228
253,0.00246
254,0.00264
255,0.00283
256,0.00301
257,0.0032
258,0.00338
259,0.00358
260,0.00377
261,0.00395
262,0.00413
263,0.00432
264,0.00451
265,0.00471
266,0.00491
267,0.00511
268,0.00531
269,0.00553
270,0.00577
271,0.00601
272,0.00627
273,0.00654
274,0.00683
275,0.00711
276,0.00743
277,0.00777
278,0.00812
279,0.0085
280,0.00888
281,0.00932
282,0.00977
283,0.01025
284,0.01072
285,0.0112
286,0.01172
287,0.01228
288,0.01285
289,0.01356
290,0.01432
291,0.01494
292,0.01542
293,0.01602
294,0.01669
295,0.01734
296,0.01798
297,0.01859
298,0.01922
299,0.01984
300,0.02039
301,0.02096
302,0.02159
303,0.02206
304,0.0226
305,0.02314
306,0.02357
307,0.02406
308,0.02459
309,0.02515
310,0.02566
311,0.02636
312,0.02698
313,0.02744
314,0.02799
315,0.02849
316,0.02911
317,0.02964
318,0.03034
319,0.03101
320,0.0317
321,0.03254
322,0.03322
323,0.03376
324,0.03417
325,0.03475
326,0.03542
327,0.03595
328,0.03659
329,0.03716
330,0.03784
331,0.03837
332,0.03896
333,0.03952
334,0.04006
335,0.04069
336,0.04117
337,0.04181
338,0.04223
339,0.04279
340,0.04329
341,0.0437
342,0.0442
343,0.04472
344,0.0452
345,0.04551
346,0.04598
347,0.04632
348,0.04673
349,0.047
350,0.04735
351,0.04761
352,0.04786
353,0.04812
354,0.0483
355,0.04857
356,0.04858
357,0.04874
358,0.04884
359,0.04901
360,0.04901
361,0.04917
362,0.04934
363,0.0494
364,0.04964
365,0.04984
366,0.05022
367,0.05053
368,0.0509
369,0.05139
370,0.05175
371,0.05219
372,0.05261
373,0.05323
374,0.05377
375,0.05427
376,0.05505
377,0.05575
378,0.05656
379,0.05731
380,0.05796
381,0.05848
382,0.0589
383,0.05935
384,0.05994
385,0.0603
386,0.06105
387,0.06141
388,0.0624
389,0.06328
390,0.06442
391,0.06526
392,0.06611
393,0.06706
394,0.06833
395,0.06987
396,0.07099
397,0.07126
398,0.07085
399,0.06977
400,0.0693
401,0.06871
402,0.06874
403,0.06884
404,0.06909
405,0.06955
406,0.06981
407,0.07059
408,0.07103
409,0.0714
410,0.0717
411,0.07224
412,0.07258
413,0.07223
414,0.07193
415,0.07169
416,0.07179
417,0.07258
418,0.07483
419,0.07617
420,0.07456
421,0.07325
422,0.07272
423,0.07268
424,0.07254
425,0.07253
426,0.07246
427,0.0724
428,0.07244
429,0.07241
430,0.0724
431,0.07239
432,0.0726
433,0.07275
434,0.07305
435,0.07372
436,0.07498
437,0.07659
438,0.07656
439,0.07516
440,0.07481
441,0.07479
442,0.0746
443,0.07445
444,0.07438
445,0.074
446,0.07388
447,0.07463
448,0.08011
449,0.08945
450,0.08637
451,0.08354
452,0.08165
453,0.07753
454,0.0774
455,0.0788
456,0.08152
457,0.084
458,0.08346
459,0.0822
460,0.08467
461,0.0906
462,0.09583
463,0.09357
464,0.08901
465,0.09128
466,0.10621
467,0.11729
468,0.10933
469,0.09871
470,0.09009
471,0.08709
472,0.09667
473,0.09338
474,0.07993
475,0.07549
476,0.07418
477,0.07381
478,0.07561
479,0.08146
480,0.08717
481,0.08671
482,0.08542
483,0.08234
484,0.07875
485,0.07615
486,0.07494
487,0.07489
488,0.07516
489,0.07671
490,0.08332
491,0.0886
492,0.08571
493,0.08047
494,0.07708
495,0.07534
496,0.07439
497,0.07399
498,0.07366
499,0.0734
500,0.07358
501,0.074
502,0.0742
503,0.07377
504,0.0733
505,0.07289
506,0.07264
507,0.0726
508,0.07235
509,0.07212
510,0.07206
511,0.0722
512,0.07243
513,0.07209
514,0.07172
515,0.07142
516,0.07115
517,0.07102
518,0.07087
519,0.07069
520,0.07029
521,0.07002
522,0.06974
523,0.06955
524,0.0692
525,0.06895
526,0.06871
527,0.06839
528,0.06816
529,0.06781
530,0.06748
531,0.0672
532,0.06692
533,0.06681
534,0.06647
535,0.06643
536,0.06601
537,0.06557
538,0.0653
539,0.06539
540,0.0654
541,0.06526
542,0.06503
543,0.06471
544,0.06451
545,0.06417
546,0.06411
547,0.06362
548,0.0634
549,0.06302
550,0.06298
551,0.06279
552,0.06252
553,0.06222
554,0.06193
555,0.06181
556,0.06138
557,0.06122
558,0.06086
559,0.06069
560,0.06035
561,0.06021
562,0.05978
563,0.05958
564,0.05933
565,0.05918
566,0.05904
567,0.05879
568,0.05874
569,0.05864
570,0.05838
571,0.05799
572,0.05781
573,0.05745
574,0.05743
575,0.0571
576,0.05699
577,0.05678
578,0.05657
579,0.05643
580,0.05627
581,0.05605
582,0.05592
583,0.05582
584,0.05569
585,0.05542
586,0.0551
587,0.05495
588,0.05442
589,0.05424
590,0.05363
591,0.05331
592,0.05282
593,0.05231
594,0.05172
595,0.05133
596,0.05088
597,0.05044
598,0.05002
599,0.04975
600,0.04938
