SIGNAL2,B,C,D
270,0.0134,420,3.13377E4
272,0.0134,388,2.89621E4
274,0.0134,264,1.97021E4
276,0.01341,208,1.55099E4
278,0.0134,264,1.96986E4
280,0.0134,244,1.82111E4
282,0.0134,248,1.85141E4
284,0.01339,296,2.21034E4
286,0.01339,292,2.18041E4
288,0.01341,220,1.64115E4
290,0.01339,364,2.7178E4
292,0.01339,240,1.79179E4
294,0.0134,300,2.23894E4
296,0.01342,320,2.38535E4
298,0.01341,332,2.47591E4
300,0.01342,372,2.77231E4
302,0.01342,300,2.23594E4
304,0.01341,380,2.83421E4
306,0.01341,352,2.6242E4
308,0.01341,340,2.53603E4
310,0.01341,304,2.26622E4
312,0.0134,392,2.92441E4
314,0.01342,292,2.17566E4
316,0.01342,320,2.38429E4
318,0.01342,396,2.95126E4
320,0.01342,344,2.56303E4
322,0.01342,324,2.41388E4
324,0.01342,496,3.69675E4
326,0.01342,352,2.62295E4
328,0.0134,332,2.47776E4
330,0.01341,340,2.5358E4
332,0.01341,436,3.25169E4
334,0.0134,368,2.7466E4
336,0.01341,388,2.89267E4
338,0.01341,416,3.10179E4
340,0.01342,372,2.77149E4
342,0.01342,376,2.80212E4
344,0.01342,400,2.97992E4
346,0.01343,428,3.18727E4
348,0.01342,380,2.83159E4
350,0.01341,388,2.89285E4
352,0.01341,424,3.16116E4
354,0.01341,412,3.07252E4
356,0.01342,424,3.16041E4
358,0.01342,376,2.80212E4
360,0.01341,420,3.13096E4
362,0.01342,364,2.71197E4
364,0.01343,392,2.91866E4
366,0.01343,372,2.77033E4
368,0.01343,404,3.00819E4
370,0.01344,460,3.42364E4
372,0.01343,388,2.88992E4
374,0.01343,364,2.70962E4
376,0.01342,364,2.71285E4
378,0.01341,388,2.8925E4
380,0.01342,376,2.80237E4
382,0.01341,344,2.56571E4
384,0.01343,420,3.1263E4
386,0.01342,348,2.59253E4
388,0.01344,416,3.09551E4
390,0.01343,392,2.91849E4
392,0.01344,404,3.00568E4
394,0.01342,408,3.03942E4
396,0.01342,376,2.80145E4
398,0.01343,412,3.06858E4
400,0.01343,388,2.88992E4
402,0.01343,344,2.56235E4
404,0.01342,272,2.02628E4
406,0.01343,388,2.88845E4
408,0.01343,356,2.65133E4
410,0.01344,324,2.41158E4
412,0.01345,412,3.06429E4
414,0.01344,312,2.32129E4
416,0.01342,380,2.83126E4
418,0.01343,352,2.62131E4
420,0.01344,384,2.85697E4
422,0.01343,264,1.96645E4
424,0.01342,360,2.68184E4
426,0.01343,300,2.23427E4
428,0.01344,372,2.76868E4
430,0.01343,340,2.53195E4
