SIGNAL2,B,C,D
270,0.00972,476,4.89752E4
272,0.00972,388,3.99046E4
274,0.00973,248,2.54955E4
276,0.00972,256,2.6332E4
278,0.00973,280,2.87853E4
280,0.00972,236,2.42848E4
282,0.00973,212,2.17946E4
284,0.00972,268,2.75766E4
286,0.00972,248,2.55113E4
288,0.00971,348,3.58261E4
290,0.00972,396,4.07391E4
292,0.00973,364,3.74193E4
294,0.00972,472,4.85357E4
296,0.00972,444,4.56978E4
298,0.00972,452,4.64944E4
300,0.00972,536,5.51418E4
302,0.00973,524,5.38784E4
304,0.00972,572,5.88671E4
306,0.00973,648,6.66255E4
308,0.00973,676,6.94901E4
310,0.00973,724,7.44335E4
312,0.00972,660,6.7904E4
314,0.00973,696,7.15402E4
316,0.00972,740,7.6116E4
318,0.00973,704,7.23565E4
320,0.00973,656,6.74287E4
322,0.00973,704,7.23476E4
324,0.00972,680,6.99301E4
326,0.00974,628,6.45029E4
328,0.00972,748,7.69231E4
330,0.00973,672,6.90562E4
332,0.00973,656,6.74287E4
334,0.00973,652,6.70175E4
336,0.00973,828,8.50836E4
338,0.00973,724,7.44121E4
340,0.00974,644,6.61517E4
342,0.00972,728,7.49125E4
344,0.00973,668,6.86875E4
346,0.00972,748,7.69294E4
348,0.00972,652,6.70534E4
350,0.00973,752,7.72772E4
352,0.00974,736,7.56019E4
354,0.00973,676,6.94644E4
356,0.00973,696,7.15255E4
358,0.00973,644,6.61898E4
360,0.00972,564,5.80366E4
362,0.00971,644,6.63015E4
364,0.00972,748,7.69262E4
366,0.00973,700,7.19632E4
368,0.00973,768,7.89409E4
370,0.00972,676,6.95187E4
372,0.00973,604,6.2048E4
374,0.00973,688,7.07266E4
376,0.00973,592,6.08403E4
378,0.00972,684,7.03559E4
380,0.00973,712,7.32058E4
382,0.00972,704,7.24131E4
384,0.00973,660,6.78454E4
386,0.00972,684,7.03385E4
388,0.00973,732,7.52622E4
390,0.00972,656,6.74758E4
392,0.00973,684,7.03327E4
394,0.00973,592,6.08578E4
396,0.00973,636,6.53622E4
398,0.00973,624,6.41553E4
400,0.00972,640,6.58328E4
402,0.00973,556,5.71476E4
404,0.00973,608,6.24923E4
406,0.00974,520,5.34144E4
408,0.00972,576,5.92349E4
410,0.00973,584,6.00477E4
412,0.00972,536,5.5144E4
414,0.00972,524,5.39095E4
416,0.00972,620,6.3765E4
418,0.00973,556,5.71687E4
420,0.00973,484,4.97615E4
422,0.00973,484,4.97512E4
424,0.00973,488,5.01583E4
426,0.00972,540,5.55487E4
428,0.00972,624,6.41738E4
430,0.00972,600,6.17462E4
