"Reservoir","Site_code","Site_number","Depth_m","Date","Rep","Dilution","SampleName","Max Fl Ex","Max Fl Em","Max Fl","B:","T:","A:","C:","M:","N:","FI:","BIX:","HIX:","T/B","T/M:","T/N:","T/C:","A/T:","A/C:","A/M:","M/C:","C/N:","A254","a254","A350","a350"
"CCR","CC2",92,"BOT",2024-07-11,1,1,"20240726_CC2_11jul24_BOTr1.csv",300,300,15.182784550103,0.0815146861576578,0.0798559949992746,0.159253080024738,0.065321855911339,0.0772419438341795,0.080459710093343,1.48734706975049,0.790288784499057,2.05936499547975,0.97965162798793,1.03384237935165,0.992496678233516,1.22250040028965,1.99425328087371,2.43797543414706,2.06174355692832,1.18248238291055,0.811857957672948,0.056,12.8968,0.015,3.4545
"CCR","CC2",92,"0.1",2024-06-19,2,1,"20240726_CC2_19jun24_01r2.csv",300,300,4.61006498194447,0.0896687026716037,0.086427001996894,0.163894137315438,0.0665751115677221,0.0788540497143064,0.0849390626243309,1.46387612267766,0.716232307378162,2.60876889249983,0.963848025251554,1.09603758221708,1.01751772772845,1.29818786573084,1.89633023856743,2.46179290512672,2.07844920976459,1.18443736491667,0.783798519912693,0.051,11.7453,0.009,2.0727
"CCR","CC3",90,"1.5",2024-07-11,1,1,"20240726_CC3_11jul24_15r1.csv",300,300,4.57099396145265,0.0671387686292313,0.0768830151115261,0.157299883658062,0.0638894443080735,0.0717862378909543,0.0747322622919369,1.49028688851773,0.745474934218532,2.76120954203781,1.14513591299397,1.07099936381001,1.02877944215294,1.20337586191543,2.04596403288663,2.46206373152293,2.19122617759975,1.12360091198794,0.854911150133438,0.047,10.8241,0.008,1.8424
"CCR","CC3",90,"BOT",2024-07-11,1,1,"20240726_CC3_11jul24_BOTr1.csv",300,300,3.64737768835885,0.0510135139753191,0.0599358359905072,0.163658131526041,0.0697501722756405,0.0736639515884525,0.0703513769548125,1.4335435609533,0.715703161073776,3.37706784903035,1.17490114520448,0.813638621036219,0.851949721311136,0.859293017279603,2.73055558200542,2.3463473449111,2.22168547840564,1.05611139277686,0.991454258534866,0.048,11.0544,0.008,1.8424
"CCR","CC4",88,"0.1",2024-06-19,1,1,"20240726_CC4_19jun24_01r1.csv",300,300,5.97606787196492,0.0647312123708161,0.0688273943250274,0.156451400747036,0.0608169085699245,0.0727150694356411,0.0717558613076701,1.47660761870216,0.7582549170577,2.81669273064234,1.06327985842048,0.946535496138739,0.959188463084761,1.13171478037054,2.27309783090461,2.57249841246296,2.15156778314718,1.19563902778841,0.847553181880957,0.049,11.2847,0.009,2.0727
"CCR","CC4",88,"6",2024-06-19,1,1,"20240726_CC4_19jun24_6r1.csv",300,300,2.25899195265995,0.0417201307782305,0.0613664370114817,0.218405559447519,0.107493151338788,0.0973388442178237,0.0814918756905063,1.56099810403191,0.692197294925825,4.86626060941742,1.47090711047106,0.630441397826304,0.753037483693982,0.570886947188591,3.55903927429672,2.03180906622755,2.24376569500634,0.905535310905897,1.31906586304419,0.051,11.7453,0.01,2.303
"CCR","CC4",88,"9",2024-06-19,2,1,"20240726_CC4_19jun24_9r2.csv",300,300,6.34586110824139,0.0714189298928587,0.0820350227179386,0.240240120462764,0.119101151266361,0.113329794092087,0.0991455155071352,1.50433051883177,0.695980034565387,4.41703032409555,1.14864536392531,0.723861040912866,0.827420406241519,0.688784464681397,2.92850678287471,2.0171099767582,2.11983196817207,0.951542389700606,1.20127623178065,0.052,11.9756,0.012,2.7636
"CCR","CC4",88,"BOT",2024-06-19,2,1,"20240726_CC4_19jun24_BOTr2.csv",300,300,2.6353881023858,0.085775684284274,0.0916429655865653,0.250771042833205,0.12252046450846,0.118820125258593,0.104878094887016,1.46555080482782,0.68039780767261,4.28305241687046,1.06840261725976,0.771274776786498,0.873804636566779,0.74798088592161,2.73639161749222,2.0467686262803,2.11050983398176,0.969798194410115,1.16821786895014,0.05,11.515,0.009,2.0727
"CCR","CC5",NA,"0.1",2024-05-22,1,1,"20240726_CC5_22may24_01r1.csv",300,300,5.25150347840917,0.123634500835461,0.133109363384421,0.202976525735776,0.082653293707502,0.0917272155447524,0.117594849446459,1.47940759158845,0.706902332182954,2.16842617219927,1.07663607233364,1.45114361745211,1.13193191717998,1.61045443458643,1.52488540681829,2.45575846564664,2.21282772545022,1.1097829430653,0.702864913697893,0.059,13.5877,0.01,2.303
"CCR","CC5",NA,"13",2024-05-22,1,1,"20240726_CC5_22may24_13r1.csv",300,300,2.83381095067317,0.0457089264739854,0.0602782702733616,0.237488171107027,0.118343271246012,0.104647307195404,0.0845126288721524,1.49104651020395,0.66568007258714,5.79279291163947,1.31874176278605,0.576013582086793,0.713245713425248,0.509351056791858,3.93986373580429,2.00677375744783,2.26941502339448,0.884269178074884,1.40030280474457,0.049,11.2847,0.01,2.303
"CCR","CC5",NA,"1.5",2024-05-22,2,1,"20240726_CC5_22may24_15r2.csv",300,300,3.54269550888461,0.0489735450796257,0.0639176977095738,0.175652177743712,0.0744197005752133,0.0789217913231311,0.0734204508370385,1.47604044036039,0.705057132024595,3.36531134463389,1.30514745472582,0.809886555259171,0.870570760338197,0.858881414672913,2.74809925948573,2.36029137964869,2.22564864277518,1.06049595353273,1.01360996461861,0.052,11.9756,0.009,2.0727
"CCR","CC5",NA,"6",2024-05-22,2,1,"20240726_CC5_22may24_6r2.csv",300,300,2.60403544849062,0.0487086393734585,0.0686725836072621,0.211733393942105,0.101047722103381,0.0945157145642105,0.0854052524390734,1.50200802566796,0.686094750395301,4.05752299999395,1.40986454334592,0.726573183347288,0.80407915960733,0.679605459458094,3.08323034929058,2.09538017814477,2.24019248987703,0.935357201496461,1.18315582727733,0.054,12.4362,0.01,2.303
