SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,6.8E-5
241,0.00017
242,0.00027
243,0.00038
244,0.0005
245,0.00062
246,0.00075
247,0.00088
248,0.00101
249,0.00115
250,0.00128
251,0.00143
252,0.00158
253,0.00173
254,0.00188
255,0.00205
256,0.00221
257,0.00237
258,0.00254
259,0.0027
260,0.00287
261,0.00304
262,0.0032
263,0.00337
264,0.00353
265,0.00372
266,0.0039
267,0.00407
268,0.00426
269,0.00446
270,0.00467
271,0.00489
272,0.0051
273,0.00533
274,0.00561
275,0.00587
276,0.00614
277,0.00644
278,0.00676
279,0.00709
280,0.00743
281,0.00779
282,0.00821
283,0.00863
284,0.00904
285,0.00947
286,0.00994
287,0.01042
288,0.01091
289,0.01157
290,0.01228
291,0.01278
292,0.01323
293,0.01376
294,0.01434
295,0.01488
296,0.01548
297,0.01602
298,0.01659
299,0.01712
300,0.01763
301,0.01813
302,0.01865
303,0.01913
304,0.01958
305,0.02005
306,0.02047
307,0.02095
308,0.02142
309,0.02188
310,0.0224
311,0.02299
312,0.02356
313,0.02397
314,0.02445
315,0.02493
316,0.02545
317,0.02602
318,0.02661
319,0.02722
320,0.02785
321,0.0286
322,0.02925
323,0.02958
324,0.03006
325,0.03061
326,0.03114
327,0.03169
328,0.03225
329,0.03279
330,0.03333
331,0.03386
332,0.03439
333,0.03492
334,0.03546
335,0.03595
336,0.03642
337,0.03691
338,0.0374
339,0.03789
340,0.0383
341,0.03875
342,0.03918
343,0.03961
344,0.04001
345,0.04038
346,0.04084
347,0.0411
348,0.04148
349,0.04175
350,0.04206
351,0.04231
352,0.04254
353,0.04281
354,0.04297
355,0.04313
356,0.04325
357,0.0434
358,0.04351
359,0.04363
360,0.04374
361,0.04383
362,0.04396
363,0.04409
364,0.04434
365,0.04461
366,0.04484
367,0.04516
368,0.04549
369,0.04588
370,0.04627
371,0.04664
372,0.04707
373,0.04758
374,0.04803
375,0.04861
376,0.04927
377,0.05003
378,0.05059
379,0.05123
380,0.05191
381,0.05234
382,0.05274
383,0.05316
384,0.05359
385,0.05409
386,0.05455
387,0.05518
388,0.05597
389,0.05688
390,0.0577
391,0.05844
392,0.05931
393,0.06025
394,0.06137
395,0.06295
396,0.06379
397,0.06419
398,0.06369
399,0.06279
400,0.06215
401,0.06176
402,0.06167
403,0.06177
404,0.06217
405,0.06247
406,0.06281
407,0.06331
408,0.0639
409,0.06434
410,0.06453
411,0.06513
412,0.06534
413,0.06489
414,0.06463
415,0.06454
416,0.06463
417,0.06544
418,0.0676
419,0.06858
420,0.06701
421,0.06582
422,0.06542
423,0.06536
424,0.06523
425,0.06529
426,0.06529
427,0.06524
428,0.06534
429,0.06523
430,0.06527
431,0.06532
432,0.06548
433,0.06554
434,0.06587
435,0.06644
436,0.0676
437,0.06919
438,0.06905
439,0.06771
440,0.06742
441,0.06747
442,0.06729
443,0.06711
444,0.06711
445,0.06678
446,0.06667
447,0.06743
448,0.07332
449,0.08134
450,0.07803
451,0.07548
452,0.07384
453,0.07005
454,0.06991
455,0.07122
456,0.07404
457,0.07638
458,0.07561
459,0.07443
460,0.077
461,0.08282
462,0.08731
463,0.08484
464,0.08079
465,0.08365
466,0.09837
467,0.10772
468,0.09946
469,0.08952
470,0.08146
471,0.07966
472,0.08848
473,0.08388
474,0.07179
475,0.0684
476,0.06717
477,0.06697
478,0.0688
479,0.07469
480,0.07966
481,0.07916
482,0.07775
483,0.07475
484,0.07137
485,0.06922
486,0.06808
487,0.06809
488,0.06833
489,0.06982
490,0.07622
491,0.08094
492,0.07819
493,0.07322
494,0.07011
495,0.06837
496,0.06768
497,0.06719
498,0.06698
499,0.06685
500,0.06685
501,0.0672
502,0.06765
503,0.06731
504,0.06678
505,0.0664
506,0.06623
507,0.06609
508,0.06594
509,0.06572
510,0.06571
511,0.06587
512,0.06605
513,0.06577
514,0.06538
515,0.06513
516,0.06495
517,0.06479
518,0.0647
519,0.06453
520,0.0642
521,0.06399
522,0.06373
523,0.06355
524,0.06319
525,0.06303
526,0.06279
527,0.06256
528,0.06242
529,0.06201
530,0.06174
531,0.06155
532,0.06141
533,0.06122
534,0.06095
535,0.06068
536,0.06035
537,0.06
538,0.05996
539,0.05995
540,0.05993
541,0.05974
542,0.05958
543,0.05936
544,0.05913
545,0.05884
546,0.05862
547,0.05842
548,0.05816
549,0.05795
550,0.0578
551,0.05761
552,0.05747
553,0.05722
554,0.0569
555,0.0566
556,0.05643
557,0.0562
558,0.05599
559,0.05569
560,0.05547
561,0.05527
562,0.05501
563,0.05473
564,0.05454
565,0.05442
566,0.05422
567,0.05414
568,0.05413
569,0.05401
570,0.05367
571,0.05341
572,0.05322
573,0.05307
574,0.05287
575,0.05269
576,0.05251
577,0.05227
578,0.05214
579,0.05195
580,0.05189
581,0.05171
582,0.05161
583,0.05154
584,0.05137
585,0.05117
586,0.05097
587,0.05068
588,0.0504
589,0.05
590,0.04965
591,0.04921
592,0.04876
593,0.04833
594,0.04788
595,0.04747
596,0.047
597,0.04665
598,0.04624
599,0.04601
600,0.04568
