SIGNAL2,B,C,D
365,0.6069,1.166E4,1.92124E4
366,0.607,1.059E4,1.74465E4
367,0.607,1.035E4,1.70511E4
368,0.6069,1.05E4,1.7301E4
369,0.6069,1.035E4,1.70539E4
370,0.607,9470,1.56013E4
371,0.6071,9480,1.56152E4
372,0.6067,9660,1.59222E4
373,0.6066,9060,1.49357E4
374,0.6071,8160,1.34409E4
375,0.6068,7900,1.30191E4
376,0.6071,7460,1.22879E4
377,0.6065,7180,1.18384E4
378,0.6066,6910,1.13914E4
379,0.6063,6720,1.10836E4
380,0.607,6430,1.05931E4
381,0.6069,6300,1.03806E4
382,0.6073,6990,1.151E4
383,0.6066,7880,1.29904E4
384,0.6064,1.128E4,1.86016E4
385,0.6066,1.618E4,2.66733E4
386,0.6069,2.457E4,4.04844E4
387,0.6069,3.68E4,6.0636E4
388,0.607,5.497E4,9.05601E4
389,0.6071,7.994E4,1.31675E5
390,0.6064,1.0723E5,1.7683E5
391,0.6065,1.4116E5,2.32745E5
392,0.6063,1.7409E5,2.87135E5
393,0.6063,2.1052E5,3.47221E5
394,0.6065,2.4149E5,3.9817E5
395,0.6067,2.6948E5,4.44173E5
396,0.6061,2.872E5,4.73849E5
397,0.6066,2.9037E5,4.78684E5
398,0.6066,2.8559E5,4.70804E5
399,0.6068,2.7135E5,4.47182E5
400,0.6062,2.4552E5,4.05015E5
401,0.6062,2.1076E5,3.47674E5
402,0.6066,1.7914E5,2.95318E5
403,0.607,1.4128E5,2.32751E5
404,0.6067,1.0768E5,1.77485E5
405,0.607,8.066E4,1.32883E5
406,0.607,5.631E4,9.27677E4
407,0.607,3.874E4,6.38221E4
408,0.6069,2.638E4,4.34668E4
409,0.607,1.728E4,2.84679E4
410,0.6066,1.217E4,2.00626E4
411,0.607,8330,1.37232E4
412,0.6068,6700,1.10415E4
413,0.6068,5500,9063.94199
414,0.6069,4340,7151.09573
415,0.6068,3660,6031.6414
416,0.6072,3770,6208.8274
417,0.6074,3030,4988.47547
418,0.6073,2670,4396.50914
419,0.6072,2160,3557.31225
420,0.6067,2000,3296.52217
421,0.6065,1590,2621.59934
422,0.6067,1540,2538.32207
423,0.6074,1670,2749.42377
424,0.6068,1510,2488.46407
425,0.6069,1670,2751.68891
426,0.6069,1370,2257.37354
427,0.6071,1460,2404.87564
428,0.6071,1320,2174.27113
429,0.6074,1390,2288.44254
430,0.607,1500,2471.16969
431,0.607,1380,2273.47611
432,0.6075,1380,2271.60494
433,0.607,1210,1993.41021
434,0.6066,1330,2192.54863
435,0.6073,1120,1844.22855
436,0.607,1210,1993.41021
437,0.6068,1190,1961.10745
438,0.6068,1210,1994.06724
439,0.6068,1270,2092.94661
440,0.6068,1190,1961.10745
441,0.6063,1050,1731.81593
442,0.607,1230,2026.35914
443,0.6069,1330,2191.46482
444,0.6064,1030,1698.54881
445,0.6069,1190,1960.78431
446,0.6072,1040,1712.77997
447,0.6071,1110,1828.36436
448,0.6076,1120,1843.31797
449,0.6072,1210,1992.75362
450,0.6072,1260,2075.09881
