SIGNAL2,B,C,D
365,0.6553,1.162E4,1.77323E4
366,0.6552,1.098E4,1.67582E4
367,0.6556,1.059E4,1.61531E4
368,0.6552,1.076E4,1.64225E4
369,0.6557,1.01E4,1.54034E4
370,0.6549,1.052E4,1.60635E4
371,0.6562,1.028E4,1.5666E4
372,0.6563,1.002E4,1.52674E4
373,0.6543,9290,1.41984E4
374,0.6563,8900,1.35609E4
375,0.6548,8590,1.31185E4
376,0.6551,8250,1.25935E4
377,0.6564,7490,1.14107E4
378,0.6547,7400,1.13029E4
379,0.6566,6920,1.05391E4
380,0.6554,7000,1.06805E4
381,0.6552,6870,1.04853E4
382,0.656,7530,1.14787E4
383,0.6545,9460,1.44538E4
384,0.6561,1.21E4,1.84423E4
385,0.6569,1.755E4,2.67164E4
386,0.6546,2.746E4,4.19493E4
387,0.6567,3.877E4,5.90376E4
388,0.6553,5.898E4,9.00046E4
389,0.6553,8.493E4,1.29605E5
390,0.6566,1.1458E5,1.74505E5
391,0.6554,1.4606E5,2.22856E5
392,0.6561,1.8884E5,2.87822E5
393,0.6566,2.2558E5,3.43558E5
394,0.6549,2.5967E5,3.96503E5
395,0.6551,2.8373E5,4.33109E5
396,0.6571,3.0794E5,4.68635E5
397,0.6552,3.1397E5,4.79197E5
398,0.6563,3.0668E5,4.67286E5
399,0.656,2.8975E5,4.41692E5
400,0.6555,2.6279E5,4.009E5
401,0.6559,2.2916E5,3.49383E5
402,0.6563,1.9409E5,2.95734E5
403,0.6557,1.5421E5,2.35184E5
404,0.656,1.1693E5,1.78247E5
405,0.6561,8.644E4,1.31748E5
406,0.655,6.27E4,9.57252E4
407,0.6561,4.147E4,6.32068E4
408,0.6556,2.78E4,4.24039E4
409,0.6553,1.874E4,2.85976E4
410,0.6556,1.235E4,1.88377E4
411,0.6551,9400,1.4349E4
412,0.6562,7600,1.15818E4
413,0.6559,5620,8568.37933
414,0.6551,5370,8197.2218
415,0.6562,4440,6766.22981
416,0.6557,3310,5048.04026
417,0.6554,3100,4729.93592
418,0.6564,2780,4235.22243
419,0.6548,2330,3558.33842
420,0.6564,2370,3610.60329
421,0.6563,1840,2803.59592
422,0.6553,1900,2899.43537
423,0.656,1830,2789.63415
424,0.6547,1780,2718.8025
425,0.6559,1670,2546.11984
426,0.6553,1540,2350.06867
427,0.655,1830,2793.89313
428,0.6572,1380,2099.81741
429,0.6559,1460,2225.94908
430,0.6556,1500,2287.98048
431,0.6569,1300,1978.99224
432,0.6555,1350,2059.49657
433,0.656,1410,2149.39024
434,0.6565,1410,2147.75324
435,0.6546,1420,2169.26367
436,0.6567,1600,2436.42455
437,0.6554,1320,2014.03723
438,0.6557,1280,1952.11225
439,0.6565,1250,1904.03656
440,0.6553,1370,2090.64551
441,0.6573,1310,1993.00167
442,0.655,1310,2000
443,0.6562,1440,2194.45291
444,0.6577,1250,1900.56257
445,0.6551,1400,2137.07831
446,0.656,1220,1859.7561
447,0.6567,1180,1796.8631
448,0.6548,1320,2015.88271
449,0.6566,1270,1934.20652
450,0.6577,1420,2159.03908
