SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,6.7E-5
238,0.00017
239,0.0003
240,0.00042
241,0.00056
242,0.0007
243,0.00086
244,0.00101
245,0.00118
246,0.00134
247,0.0015
248,0.00166
249,0.00184
250,0.00201
251,0.00218
252,0.00236
253,0.00255
254,0.00273
255,0.00293
256,0.00312
257,0.0033
258,0.0035
259,0.00369
260,0.00389
261,0.00408
262,0.00427
263,0.00445
264,0.00465
265,0.00486
266,0.00506
267,0.00527
268,0.00549
269,0.0057
270,0.00594
271,0.0062
272,0.00644
273,0.00672
274,0.00702
275,0.00734
276,0.00763
277,0.00798
278,0.00835
279,0.00876
280,0.00913
281,0.00956
282,0.01003
283,0.01053
284,0.01102
285,0.01151
286,0.01208
287,0.01261
288,0.01322
289,0.01392
290,0.01473
291,0.01534
292,0.01587
293,0.01652
294,0.01713
295,0.01782
296,0.01848
297,0.01918
298,0.01976
299,0.0204
300,0.02102
301,0.02156
302,0.02219
303,0.02272
304,0.02328
305,0.02375
306,0.02432
307,0.02477
308,0.02536
309,0.02587
310,0.02645
311,0.02716
312,0.0277
313,0.02833
314,0.02878
315,0.02937
316,0.02992
317,0.03058
318,0.03125
319,0.0319
320,0.03259
321,0.03345
322,0.03428
323,0.03472
324,0.03523
325,0.03585
326,0.03637
327,0.03711
328,0.03765
329,0.03837
330,0.03885
331,0.03955
332,0.04009
333,0.04065
334,0.04128
335,0.04181
336,0.04248
337,0.04292
338,0.04353
339,0.04409
340,0.04462
341,0.04502
342,0.04555
343,0.04607
344,0.04646
345,0.04691
346,0.04735
347,0.04774
348,0.04805
349,0.04846
350,0.04877
351,0.04906
352,0.04938
353,0.04951
354,0.04981
355,0.04988
356,0.0501
357,0.05024
358,0.05026
359,0.05049
360,0.05059
361,0.05074
362,0.0508
363,0.05092
364,0.05129
365,0.05131
366,0.0518
367,0.05197
368,0.05259
369,0.05284
370,0.05343
371,0.05383
372,0.05424
373,0.05479
374,0.05533
375,0.05614
376,0.05675
377,0.0576
378,0.05838
379,0.05886
380,0.05973
381,0.06016
382,0.06079
383,0.0612
384,0.0617
385,0.06228
386,0.06272
387,0.0636
388,0.0643
389,0.06549
390,0.06628
391,0.06711
392,0.06814
393,0.06911
394,0.07041
395,0.07194
396,0.07326
397,0.07342
398,0.07314
399,0.0722
400,0.07145
401,0.07109
402,0.07079
403,0.07116
404,0.07129
405,0.07185
406,0.07205
407,0.07263
408,0.07327
409,0.07355
410,0.07408
411,0.07452
412,0.07497
413,0.07462
414,0.07415
415,0.07412
416,0.07403
417,0.07507
418,0.07698
419,0.07861
420,0.07699
421,0.07563
422,0.07498
423,0.07495
424,0.07508
425,0.07479
426,0.07493
427,0.07479
428,0.07481
429,0.07477
430,0.07481
431,0.07494
432,0.07487
433,0.07527
434,0.07524
435,0.07616
436,0.07711
437,0.07911
438,0.07898
439,0.07754
440,0.07714
441,0.07712
442,0.07709
443,0.07691
444,0.07668
445,0.07661
446,0.0763
447,0.07735
448,0.08288
449,0.09183
450,0.08965
451,0.08604
452,0.08466
453,0.08024
454,0.08004
455,0.08122
456,0.08434
457,0.08672
458,0.08633
459,0.0849
460,0.08742
461,0.0934
462,0.09861
463,0.09661
464,0.09192
465,0.09441
466,0.10927
467,0.1207
468,0.11304
469,0.10239
470,0.09344
471,0.09045
472,0.09937
473,0.09666
474,0.08311
475,0.07824
476,0.0769
477,0.07637
478,0.07822
479,0.08401
480,0.08972
481,0.08976
482,0.08829
483,0.08509
484,0.08145
485,0.07879
486,0.07751
487,0.07751
488,0.0777
489,0.07933
490,0.08573
491,0.09141
492,0.08884
493,0.08342
494,0.0798
495,0.07791
496,0.07696
497,0.07637
498,0.07615
499,0.07607
500,0.07597
501,0.07621
502,0.07679
503,0.07641
504,0.07584
505,0.07538
506,0.07501
507,0.07494
508,0.07472
509,0.07469
510,0.07456
511,0.07467
512,0.07486
513,0.07464
514,0.07409
515,0.07387
516,0.07356
517,0.07349
518,0.07321
519,0.07313
520,0.07283
521,0.07247
522,0.07216
523,0.07195
524,0.07178
525,0.07126
526,0.07116
527,0.07073
528,0.07064
529,0.07023
530,0.06989
531,0.06962
532,0.0693
533,0.06914
534,0.06893
535,0.06872
536,0.06817
537,0.0678
538,0.06768
539,0.06772
540,0.06763
541,0.0676
542,0.0674
543,0.06698
544,0.06673
545,0.06646
546,0.06633
547,0.06586
548,0.06575
549,0.06535
550,0.0652
551,0.06506
552,0.06486
553,0.06453
554,0.06412
555,0.06385
556,0.06362
557,0.06343
558,0.06308
559,0.06285
560,0.06256
561,0.06243
562,0.0621
563,0.06168
564,0.06139
565,0.06126
566,0.0611
567,0.06099
568,0.06083
569,0.06065
570,0.06055
571,0.06013
572,0.05988
573,0.05957
574,0.05945
575,0.05924
576,0.05907
577,0.05879
578,0.05863
579,0.05831
580,0.05824
581,0.05811
582,0.05788
583,0.0578
584,0.05769
585,0.05738
586,0.05718
587,0.05688
588,0.05669
589,0.05618
590,0.05572
591,0.05529
592,0.05477
593,0.05423
594,0.05384
595,0.05327
596,0.05277
597,0.05225
598,0.05189
599,0.05155
600,0.05122
