"Reservoir","Site_code","Site_number","Depth_m","Date","Rep","Dilution","SampleName","Max Fl Ex","Max Fl Em","Max Fl","B:","T:","A:","C:","M:","N:","FI:","BIX:","HIX:","T/B","T/M:","T/N:","T/C:","A/T:","A/C:","A/M:","M/C:","C/N:","A254","a254","A350","a350"
"CCR","CC2",92,"0.1",2024-09-30,2,1,"20241014_CC2_30SEP24_01R1.csv",300,300,5.10396272606047,0.0500564699722692,0.0687564398093889,0.181979647616193,0.0828696443156301,0.0769691859960676,0.0727352287783352,1.44238982141978,0.66221289852346,3.75803150444305,1.37357747854532,0.893298258512201,0.945297635880518,0.829693917202209,2.64672877363471,2.19597476396878,2.36431820424202,0.928798314892133,1.13933297120959,0.052,11.7453,0.011,2.5333
"CCR","CC2",92,"BOT",2024-09-30,2,1,"20241014_CC2_30SEP24_BOTR2.csv",300,300,9.10732784877615,0.0708299410875669,0.0966671978341699,0.211986319078094,0.0954979736394313,0.0921887531190095,0.0921200984335029,1.42766433146215,0.674086183042616,2.99863145023948,1.36477874116344,1.04857907894013,1.04936055733754,1.01224344507197,2.19294987159709,2.21979913289557,2.29948135652115,0.965347740959234,1.03666816757004,0.06,13.5877,0.013,2.9939
"CCR","CC3",90,"0.1",2024-09-30,2,1,"20241014_CC3_30SEP24_01R1.csv",300,300,4.37840055585725,0.0591819570450769,0.0717324146760133,0.184848301526576,0.0811560250895041,0.0809135972011026,0.0774368375231269,1.45301045184967,0.701144434451481,3.3723644534594,1.21206560677568,0.886531030102759,0.926334506553035,0.883882799790923,2.57691452827097,2.27769042807005,2.28451469123483,0.997012817124371,1.04802866032935,0.052,11.7453,0.01,2.303
"CCR","CC3",90,"1.5",2024-09-30,2,1,"20241014_CC3_30SEP24_15R1.csv",300,300,10.5964694040692,0.0706050250789905,0.07369336019099,0.183724242471978,0.0800251512079073,0.0804766608726415,0.0791867545749615,1.46755752083673,0.707318669432223,2.84489939716105,1.04374101005622,0.915710957585748,0.930627357902752,0.920877487623021,2.49309085643296,2.29583124428791,2.2829506154925,1.00564209698975,1.01058758674283,0.054,12.2059,0.012,2.7636
"CCR","CC3",90,"1.5",2024-09-30,2,1,"20241014_CC3_30SEP24_15R2.csv",300,300,7.36927869702064,0.0734745916402982,0.0774380242368545,0.18478797031705,0.0809132404133358,0.0815575694392437,0.0819549596385569,1.46226901945421,0.699559921782421,2.85742815446495,1.05394290064189,0.949489112651179,0.944885148847326,0.957050092682872,2.38626917639133,2.2837791364316,2.26573660283866,1.00796320877296,0.987289125273011,0.055,12.4362,0.012,2.7636
"CCR","CC3",90,"BOT",2024-09-30,2,1,"20241014_CC3_30SEP24_BOTR2.csv",300,300,3.61445470264976,0.0641750324292984,0.0818896980621389,0.180232752475672,0.0787309856988074,0.0787772384993674,0.0807574485112239,1.45024490634425,0.701538892212274,3.14497647104759,1.27603672272946,1.03950963021884,1.01402037300321,1.04012032029442,2.20092095514761,2.28922260881083,2.28787852822639,1.00058747899762,0.974906799932704,0.05,11.2847,0.009,2.0727
"CCR","CC4",88,"0.1",2024-09-30,2,1,"20241014_CC4_30SEP24_01R1.csv",300,300,9.14299460690961,0.0788402885956223,0.0814065029594933,0.179744699708357,0.0759281591213453,0.0824863337679029,0.0829086655518397,1.46693221221286,0.741841089194884,2.57210454127911,1.03254953031734,0.986908973170659,0.981881717883795,1.07215167470862,2.20798945015235,2.36729958671981,2.1790846010215,1.08637341827393,0.915804863291043,0.054,12.2059,0.012,2.7636
"CCR","CC4",88,"1.5",2024-09-30,2,1,"20241014_CC4_30SEP24_15R2.csv",300,300,3.96243783655226,0.062931706044748,0.0749840724466959,0.171875813198075,0.073059951811181,0.0778789634281318,0.077677184122192,1.45177219778466,0.731589111576085,3.06703786888798,1.19151501142171,0.962828331888272,0.965329437389753,1.0263361881279,2.29216429022653,2.352531160194,2.20696071997267,1.06595968786573,0.940558706353879,0.049,11.0544,0.01,2.303
"CCR","CC4",88,"6",2024-09-30,2,1,"20241014_CC4_30SEP24_6R2.csv",300,300,8.27670535859808,0.296908991158321,0.28927354586334,0.333347758071815,0.155232976049617,0.171013614009715,0.213439483404409,1.52061927681492,0.728361850395315,1.72389774046308,0.97428354976657,1.69152349383662,1.35529538044864,1.86347999777367,1.15236171035597,2.14740299744861,1.94924690646488,1.10165776861132,0.727292690057223,0.083,18.8846,0.017,3.9151
"CCR","CC4",88,"9",2024-09-30,2,1,"20241014_CC4_30SEP24_9R1.csv",320,320,5.4168141081616,0.069504279505287,0.0921443633245064,0.285162406901733,0.144835729640495,0.127545192157658,0.109966484639247,1.49330096019008,0.69165023061028,4.56405052022106,1.32573654428714,0.722444819484901,0.837931335413626,0.636199117118569,3.09473522430744,1.96886781742013,2.23577543047836,0.880619668049077,1.31708974889611,0.058,13.1271,0.013,2.9939
"CCR","CC4",88,"BOT",2024-09-30,2,1,"20241014_CC4_30SEP24_BOTR2.csv",315,316,3.98886492483861,0.0374344975954853,0.062291700056091,0.268916179545986,0.136901982361437,0.118921440186458,0.0948671549938242,1.5089015116554,0.679045403788435,5.90702755764928,1.66401859400414,0.523805463156376,0.656620302992602,0.455009481832292,4.3170467221771,1.96429719210359,2.26129265777769,0.868661199313329,1.44309147217864,0.049,11.0544,0.011,2.5333
"CCR","CP1",98,"0.1",2024-09-30,2,1,"20241014_CP1_30SEP24_01R2.csv",300,300,13.726410378631,0.0224070778915407,0.0571180426846195,0.366245140222205,0.217147013718661,0.140144548956499,0.100488459135958,1.39620030578925,0.538052466596392,9.25647985521641,2.54910715984894,0.407565211133178,0.568404005551926,0.263038582509002,6.41207441656305,1.68662296547498,2.61333846338817,0.645390173949489,2.16091495068969,0.101,23.03,0.029,6.6787
"CCR","CP2",96,"0.1",2024-09-30,2,1,"20241014_CP2_30SEP24_01R1.csv",300,300,12.4015922007375,0.0225593756806871,0.0694706020689736,0.366844355175042,0.218940714223381,0.142636269901906,0.107108941345439,1.40348311054039,0.543658883204219,9.2221551825648,3.07945587911136,0.48704724343079,0.648597597887952,0.317303258625959,5.28056968342986,1.67554196795374,2.57188690805871,0.651483532461565,2.04409371872391,0.101,23.03,0.029,6.6787
