SIGNAL2,B,C,D
270,0.01331,456,3.42661E4
272,0.01332,344,2.58173E4
274,0.01332,280,2.10235E4
276,0.01331,216,1.62245E4
278,0.01332,240,1.8018E4
280,0.01332,244,1.832E4
282,0.01333,252,1.88996E4
284,0.01332,304,2.28235E4
286,0.01333,292,2.19009E4
288,0.01332,280,2.10191E4
290,0.01333,280,2.10059E4
292,0.01334,264,1.97937E4
294,0.01334,268,2.0093E4
296,0.01333,276,2.0699E4
298,0.01333,304,2.28009E4
300,0.01333,316,2.37059E4
302,0.01334,296,2.21896E4
304,0.01335,272,2.03751E4
306,0.01334,352,2.63805E4
308,0.01335,340,2.54697E4
310,0.01334,280,2.09945E4
312,0.01333,400,3.00048E4
314,0.01333,340,2.55071E4
316,0.01333,348,2.61018E4
318,0.01335,484,3.62634E4
320,0.01334,384,2.87899E4
322,0.01336,376,2.81513E4
324,0.01333,368,2.76003E4
326,0.01335,388,2.90715E4
328,0.01334,452,3.38831E4
330,0.01335,392,2.93695E4
332,0.01334,400,2.9994E4
334,0.01334,368,2.75854E4
336,0.01335,396,2.96665E4
338,0.01335,388,2.90698E4
340,0.01335,392,2.93695E4
342,0.01333,420,3.15003E4
344,0.01334,360,2.69825E4
346,0.01335,388,2.90584E4
348,0.01336,408,3.05398E4
350,0.01333,348,2.60971E4
352,0.01335,336,2.51648E4
354,0.01334,432,3.23838E4
356,0.01334,380,2.849E4
358,0.01335,432,3.23508E4
360,0.01336,420,3.14315E4
362,0.01334,424,3.17908E4
364,0.01334,388,2.90942E4
366,0.01334,388,2.90785E4
368,0.01334,408,3.05774E4
370,0.01335,412,3.0866E4
372,0.01336,376,2.81471E4
374,0.01335,412,3.0854E4
376,0.01337,368,2.75317E4
378,0.01335,360,2.69623E4
380,0.01336,368,2.75532E4
382,0.01334,508,3.80753E4
384,0.01335,408,3.05591E4
386,0.01334,372,2.78785E4
388,0.01335,352,2.63655E4
390,0.01336,332,2.4851E4
392,0.01336,328,2.45575E4
394,0.01335,412,3.08503E4
396,0.01335,380,2.8473E4
398,0.01335,344,2.57632E4
400,0.01335,324,2.42653E4
402,0.01335,332,2.48734E4
404,0.01336,300,2.24625E4
406,0.01335,340,2.54766E4
408,0.01335,392,2.93633E4
410,0.01336,336,2.51467E4
412,0.01335,324,2.42609E4
414,0.01334,380,2.84781E4
416,0.01335,320,2.39743E4
418,0.01334,368,2.75771E4
420,0.01334,320,2.39866E4
422,0.01334,388,2.90802E4
424,0.01334,328,2.45899E4
426,0.01336,328,2.45597E4
428,0.01336,356,2.66523E4
430,0.01336,380,2.8438E4
