SIGNAL2,B,C,D
270,0.00938,548,5.84521E4
272,0.00936,328,3.50293E4
274,0.00937,232,2.47683E4
276,0.00939,208,2.21512E4
278,0.00937,196,2.09107E4
280,0.00938,228,2.43112E4
282,0.00938,260,2.77256E4
284,0.00938,244,2.60084E4
286,0.00938,248,2.64359E4
288,0.00938,324,3.45431E4
290,0.00938,280,2.98469E4
292,0.00937,288,3.0743E4
294,0.00937,324,3.45799E4
296,0.00937,372,3.96944E4
298,0.00938,276,2.94293E4
300,0.00938,292,3.1134E4
302,0.00937,364,3.88408E4
304,0.00937,332,3.54186E4
306,0.00938,280,2.98571E4
308,0.00938,272,2.90065E4
310,0.00938,364,3.88225E4
312,0.00938,404,4.30924E4
314,0.00938,376,4.01007E4
316,0.00938,332,3.5408E4
318,0.00938,456,4.86286E4
320,0.00938,328,3.4968E4
322,0.00938,356,3.79677E4
324,0.00938,388,4.13558E4
326,0.00938,480,5.11618E4
328,0.00939,456,4.85809E4
330,0.00939,452,4.81404E4
332,0.00939,424,4.5164E4
334,0.00939,424,4.51756E4
336,0.00938,464,4.94501E4
338,0.0094,496,5.2766E4
340,0.00939,396,4.21653E4
342,0.0094,440,4.68324E4
344,0.00938,552,5.8826E4
346,0.00939,356,3.79062E4
348,0.00938,432,4.60358E4
350,0.00939,456,4.85706E4
352,0.00939,372,3.96116E4
354,0.0094,432,4.5979E4
356,0.00939,444,4.72702E4
358,0.00938,392,4.17768E4
360,0.00939,356,3.78998E4
362,0.00939,444,4.73005E4
364,0.0094,408,4.34153E4
366,0.00939,388,4.13188E4
368,0.00939,340,3.61949E4
370,0.00939,332,3.53417E4
372,0.00939,368,3.91723E4
374,0.0094,356,3.78788E4
376,0.00939,412,4.38727E4
378,0.00939,368,3.91723E4
380,0.00939,328,3.49367E4
382,0.00939,344,3.6641E4
384,0.00939,388,4.12994E4
386,0.00939,336,3.57904E4
388,0.00939,320,3.40672E4
390,0.00939,332,3.53522E4
392,0.00939,300,3.19407E4
394,0.00939,336,3.57827E4
396,0.00939,324,3.44872E4
398,0.00939,360,3.8324E4
400,0.00939,360,3.83354E4
402,0.00939,348,3.70544E4
404,0.00939,336,3.57767E4
406,0.00938,344,3.66581E4
408,0.00939,312,3.32311E4
410,0.00938,292,3.11141E4
412,0.00939,268,2.85507E4
414,0.00939,284,3.02553E4
416,0.00939,368,3.91806E4
418,0.00939,332,3.53673E4
420,0.00939,296,3.15108E4
422,0.00939,320,3.40643E4
424,0.0094,240,2.55373E4
426,0.00939,252,2.68256E4
428,0.0094,360,3.83109E4
430,0.0094,396,4.2133E4
