SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,8.2E-5
239,0.00019
240,0.0003
241,0.00042
242,0.00055
243,0.00069
244,0.00084
245,0.00098
246,0.00113
247,0.00128
248,0.00143
249,0.00159
250,0.00175
251,0.00191
252,0.00208
253,0.00225
254,0.00242
255,0.0026
256,0.00278
257,0.00295
258,0.00314
259,0.00331
260,0.00349
261,0.00367
262,0.00385
263,0.00402
264,0.00421
265,0.00441
266,0.00459
267,0.00478
268,0.00496
269,0.0052
270,0.0054
271,0.00566
272,0.00587
273,0.00615
274,0.00642
275,0.0067
276,0.00701
277,0.0073
278,0.00765
279,0.008
280,0.00841
281,0.00878
282,0.00924
283,0.00967
284,0.01015
285,0.01061
286,0.01113
287,0.01166
288,0.0122
289,0.01284
290,0.01363
291,0.01423
292,0.01471
293,0.01528
294,0.01587
295,0.01647
296,0.01712
297,0.01779
298,0.01837
299,0.01893
300,0.01955
301,0.02004
302,0.02063
303,0.02115
304,0.02166
305,0.02216
306,0.02261
307,0.02316
308,0.02365
309,0.02416
310,0.02469
311,0.0253
312,0.02598
313,0.02642
314,0.02694
315,0.0274
316,0.02801
317,0.02853
318,0.02926
319,0.02981
320,0.03054
321,0.03132
322,0.03206
323,0.03253
324,0.03302
325,0.03355
326,0.03414
327,0.03476
328,0.03529
329,0.03598
330,0.03645
331,0.03713
332,0.0376
333,0.03808
334,0.03882
335,0.03926
336,0.03983
337,0.0403
338,0.04088
339,0.04142
340,0.04187
341,0.04238
342,0.04278
343,0.04332
344,0.04375
345,0.04419
346,0.04453
347,0.04494
348,0.04535
349,0.04566
350,0.04599
351,0.04623
352,0.04658
353,0.04667
354,0.04692
355,0.04709
356,0.04722
357,0.04738
358,0.04746
359,0.0477
360,0.0477
361,0.04789
362,0.04789
363,0.04817
364,0.04834
365,0.04851
366,0.04891
367,0.04915
368,0.04954
369,0.04988
370,0.05041
371,0.05075
372,0.05125
373,0.05178
374,0.05219
375,0.05287
376,0.0535
377,0.05441
378,0.05495
379,0.0557
380,0.05637
381,0.05699
382,0.05739
383,0.05775
384,0.05835
385,0.05869
386,0.05935
387,0.05997
388,0.06073
389,0.06171
390,0.0625
391,0.06353
392,0.06439
393,0.06533
394,0.06655
395,0.06809
396,0.06939
397,0.06968
398,0.0695
399,0.06847
400,0.06784
401,0.06734
402,0.06714
403,0.06719
404,0.06747
405,0.0681
406,0.06833
407,0.06879
408,0.06951
409,0.06985
410,0.07024
411,0.07084
412,0.07118
413,0.07088
414,0.07047
415,0.07037
416,0.07022
417,0.071
418,0.07295
419,0.07465
420,0.07347
421,0.0719
422,0.07147
423,0.07107
424,0.07118
425,0.07105
426,0.07112
427,0.07102
428,0.07097
429,0.07094
430,0.07097
431,0.07103
432,0.07109
433,0.07135
434,0.07147
435,0.07211
436,0.07322
437,0.0748
438,0.0752
439,0.07384
440,0.07331
441,0.0733
442,0.07319
443,0.07305
444,0.07292
445,0.07265
446,0.07247
447,0.07305
448,0.07782
449,0.08685
450,0.08593
451,0.08189
452,0.0809
453,0.07682
454,0.07583
455,0.07708
456,0.07969
457,0.08248
458,0.08229
459,0.08096
460,0.08264
461,0.08821
462,0.09387
463,0.09273
464,0.08797
465,0.08896
466,0.10243
467,0.11537
468,0.11
469,0.09869
470,0.0899
471,0.08543
472,0.09375
473,0.09353
474,0.08006
475,0.07475
476,0.073
477,0.07255
478,0.07377
479,0.07933
480,0.08517
481,0.08589
482,0.08435
483,0.08152
484,0.07789
485,0.07521
486,0.07394
487,0.07355
488,0.07393
489,0.07484
490,0.08078
491,0.08692
492,0.08546
493,0.0799
494,0.07623
495,0.07425
496,0.07324
497,0.07287
498,0.07237
499,0.07236
500,0.07219
501,0.07265
502,0.07302
503,0.07286
504,0.07227
505,0.07178
506,0.07158
507,0.07132
508,0.07126
509,0.07098
510,0.07095
511,0.07106
512,0.07125
513,0.07115
514,0.07064
515,0.07049
516,0.07009
517,0.07001
518,0.06981
519,0.06966
520,0.06931
521,0.06917
522,0.06887
523,0.06856
524,0.0682
525,0.06802
526,0.06776
527,0.06749
528,0.06726
529,0.06693
530,0.06656
531,0.06627
532,0.06623
533,0.06593
534,0.06577
535,0.06541
536,0.06505
537,0.06464
538,0.06446
539,0.06447
540,0.06437
541,0.06442
542,0.06407
543,0.06395
544,0.06348
545,0.06338
546,0.06296
547,0.0629
548,0.06249
549,0.06232
550,0.06205
551,0.06191
552,0.06179
553,0.0614
554,0.06121
555,0.06086
556,0.06068
557,0.06039
558,0.06011
559,0.05977
560,0.05968
561,0.05935
562,0.05904
563,0.05879
564,0.0585
565,0.05837
566,0.05821
567,0.0581
568,0.05794
569,0.0578
570,0.05764
571,0.05727
572,0.05711
573,0.05675
574,0.05676
575,0.05645
576,0.05633
577,0.05601
578,0.05598
579,0.05557
580,0.05565
581,0.05536
582,0.05537
583,0.05515
584,0.05507
585,0.05479
586,0.05451
587,0.05433
588,0.05395
589,0.0536
590,0.05318
591,0.05268
592,0.05228
593,0.0517
594,0.05126
595,0.05076
596,0.05038
597,0.04985
598,0.04949
599,0.04916
600,0.04885
