SIGNAL2,B,C,D
365,0.6212,1.171E4,1.88506E4
366,0.6216,1.055E4,1.69723E4
367,0.62,1.094E4,1.76452E4
368,0.6213,1.019E4,1.64011E4
369,0.6213,1.089E4,1.75278E4
370,0.6205,1.085E4,1.74859E4
371,0.6216,1.019E4,1.63932E4
372,0.6214,9900,1.59318E4
373,0.6208,9140,1.47229E4
374,0.6207,8640,1.39198E4
375,0.6207,8310,1.33881E4
376,0.6206,7670,1.2359E4
377,0.6211,7810,1.25745E4
378,0.62,7160,1.15484E4
379,0.6212,6710,1.08017E4
380,0.6214,6640,1.06855E4
381,0.6208,6670,1.07442E4
382,0.6218,7110,1.14345E4
383,0.6211,9020,1.45226E4
384,0.6217,1.16E4,1.86585E4
385,0.6218,1.708E4,2.74686E4
386,0.6209,2.626E4,4.22934E4
387,0.6212,3.965E4,6.38281E4
388,0.6222,5.783E4,9.29444E4
389,0.6209,8.497E4,1.3685E5
390,0.6213,1.1327E5,1.82311E5
391,0.622,1.4899E5,2.39534E5
392,0.6208,1.857E5,2.9913E5
393,0.6215,2.2115E5,3.55833E5
394,0.6204,2.5126E5,4.04997E5
395,0.6211,2.8063E5,4.51827E5
396,0.6221,2.9779E5,4.78685E5
397,0.6203,3.0332E5,4.88989E5
398,0.622,2.9872E5,4.80257E5
399,0.6214,2.8293E5,4.55311E5
400,0.6205,2.6088E5,4.20435E5
401,0.6208,2.2426E5,3.61244E5
402,0.6212,1.8782E5,3.0235E5
403,0.6212,1.5111E5,2.43255E5
404,0.6213,1.1221E5,1.80605E5
405,0.622,8.338E4,1.34051E5
406,0.6204,6.063E4,9.77273E4
407,0.6212,4.011E4,6.45686E4
408,0.6217,2.71E4,4.35902E4
409,0.6206,1.816E4,2.9262E4
410,0.6212,1.232E4,1.98326E4
411,0.6218,9550,1.53586E4
412,0.621,6880,1.10789E4
413,0.6215,5180,8334.67418
414,0.6218,4700,7558.70055
415,0.6209,3460,5572.55597
416,0.6214,2960,4763.4374
417,0.621,2660,4283.41385
418,0.6213,2510,4039.9163
419,0.6213,1940,3122.48511
420,0.6214,1910,3073.70454
421,0.6221,1860,2989.87301
422,0.6218,1540,2476.6806
423,0.6214,1630,2623.10911
424,0.6219,1420,2283.32529
425,0.6223,1490,2394.34356
426,0.6211,1460,2350.66817
427,0.6217,1230,1978.4462
428,0.6222,1250,2009.00032
429,0.6213,1310,2108.48221
430,0.6218,1360,2187.19846
431,0.6216,1240,1994.85199
432,0.6205,1020,1643.83562
433,0.6215,1390,2236.52454
434,0.6208,1150,1852.44845
435,0.6213,1030,1657.81426
436,0.621,1140,1835.74879
437,0.6209,1050,1691.09357
438,0.6228,1210,1942.83879
439,0.6206,1060,1708.02449
440,0.622,1110,1784.56592
441,0.6229,1000,1605.39412
442,0.6214,1080,1738.01094
443,0.621,1310,2109.50081
444,0.622,1000,1607.71704
445,0.6204,1090,1756.93101
446,0.6213,940,1512.9567
447,0.6224,1050,1687.01799
448,0.6207,1110,1788.30353
449,0.6212,1180,1899.54926
450,0.6219,1200,1929.57067
