SIGNAL2,B,C,D
270,0.01186,556,4.68708E4
272,0.01187,284,2.39339E4
274,0.01185,228,1.92399E4
276,0.01186,248,2.09085E4
278,0.01185,216,1.82285E4
280,0.01186,216,1.82088E4
282,0.01187,240,2.02218E4
284,0.01186,220,1.85485E4
286,0.01187,220,1.85347E4
288,0.01187,332,2.79725E4
290,0.01187,228,1.92055E4
292,0.01188,244,2.05463E4
294,0.01187,244,2.05477E4
296,0.01188,312,2.62617E4
298,0.01188,268,2.2568E4
300,0.01189,320,2.69098E4
302,0.0119,300,2.52169E4
304,0.01189,292,2.45593E4
306,0.0119,332,2.79104E4
308,0.01189,320,2.69125E4
310,0.0119,300,2.52109E4
312,0.01189,316,2.65832E4
314,0.01188,340,2.86147E4
316,0.01188,368,3.0965E4
318,0.01189,268,2.25331E4
320,0.01188,404,3.39976E4
322,0.0119,372,3.12511E4
324,0.01189,320,2.69206E4
326,0.0119,364,3.05862E4
328,0.01189,336,2.82562E4
330,0.0119,340,2.85733E4
332,0.01191,280,2.35152E4
334,0.0119,380,3.19285E4
336,0.0119,364,3.05985E4
338,0.0119,344,2.89095E4
340,0.0119,360,3.02602E4
342,0.01191,352,2.9559E4
344,0.01191,376,3.15659E4
346,0.01191,376,3.15701E4
348,0.01189,408,3.43146E4
350,0.01189,312,2.62441E4
352,0.01189,344,2.89212E4
354,0.01189,416,3.49956E4
356,0.0119,384,3.22711E4
358,0.01191,300,2.51948E4
360,0.0119,388,3.25974E4
362,0.0119,372,3.12721E4
364,0.01191,356,2.98929E4
366,0.01189,328,2.75955E4
368,0.0119,380,3.19403E4
370,0.01191,348,2.92231E4
372,0.01189,340,2.85935E4
374,0.0119,380,3.19274E4
376,0.0119,412,3.46323E4
378,0.0119,368,3.09129E4
380,0.01191,408,3.42673E4
382,0.0119,320,2.68871E4
384,0.01189,372,3.12847E4
386,0.0119,300,2.52135E4
388,0.0119,364,3.0581E4
390,0.01189,348,2.92693E4
392,0.01192,372,3.12196E4
394,0.0119,324,2.72351E4
396,0.01191,372,3.12437E4
398,0.01191,356,2.98808E4
400,0.0119,292,2.45378E4
402,0.01192,332,2.78636E4
404,0.01191,276,2.31707E4
406,0.01191,312,2.61912E4
408,0.01191,364,3.05615E4
410,0.01191,336,2.82116E4
412,0.01191,312,2.62053E4
414,0.01192,316,2.65199E4
416,0.01191,320,2.68673E4
418,0.0119,320,2.68862E4
420,0.01192,336,2.81955E4
422,0.01192,372,3.12018E4
424,0.01191,304,2.55196E4
426,0.01192,228,1.91352E4
428,0.01191,312,2.61938E4
430,0.01191,336,2.82201E4
