SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,9.9E-5
241,0.0002
242,0.00031
243,0.00043
244,0.00055
245,0.00068
246,0.00081
247,0.00094
248,0.00108
249,0.00122
250,0.00137
251,0.00152
252,0.00167
253,0.00184
254,0.002
255,0.00217
256,0.00234
257,0.00252
258,0.00269
259,0.00287
260,0.00304
261,0.00322
262,0.0034
263,0.00358
264,0.00376
265,0.00395
266,0.00414
267,0.00433
268,0.00453
269,0.00474
270,0.00497
271,0.0052
272,0.00543
273,0.00567
274,0.00596
275,0.00624
276,0.00654
277,0.00684
278,0.0072
279,0.00754
280,0.00792
281,0.0083
282,0.00875
283,0.00917
284,0.00962
285,0.01009
286,0.0106
287,0.01111
288,0.01164
289,0.01233
290,0.01304
291,0.01366
292,0.01412
293,0.0147
294,0.01529
295,0.01592
296,0.01657
297,0.01716
298,0.01774
299,0.01833
300,0.01889
301,0.01945
302,0.02
303,0.02053
304,0.02103
305,0.02152
306,0.02198
307,0.0225
308,0.02302
309,0.02356
310,0.02409
311,0.02468
312,0.02531
313,0.02578
314,0.02628
315,0.02681
316,0.02739
317,0.02797
318,0.02858
319,0.02931
320,0.02997
321,0.03076
322,0.03147
323,0.03192
324,0.03244
325,0.03298
326,0.03354
327,0.03416
328,0.03472
329,0.03532
330,0.03592
331,0.03651
332,0.03707
333,0.03761
334,0.03822
335,0.03879
336,0.03934
337,0.03986
338,0.04035
339,0.04092
340,0.0414
341,0.04189
342,0.04231
343,0.04283
344,0.04331
345,0.04367
346,0.04412
347,0.04452
348,0.04491
349,0.04522
350,0.04548
351,0.04578
352,0.04607
353,0.04633
354,0.04656
355,0.04674
356,0.04688
357,0.047
358,0.04713
359,0.04726
360,0.04736
361,0.04753
362,0.04763
363,0.0478
364,0.04801
365,0.04828
366,0.04858
367,0.04895
368,0.04929
369,0.04973
370,0.05019
371,0.05057
372,0.05102
373,0.05153
374,0.05207
375,0.05271
376,0.05338
377,0.05417
378,0.05485
379,0.05553
380,0.05621
381,0.05675
382,0.05717
383,0.05767
384,0.05812
385,0.05865
386,0.05922
387,0.05983
388,0.06072
389,0.0617
390,0.06264
391,0.06337
392,0.06432
393,0.06538
394,0.06669
395,0.06826
396,0.06939
397,0.0698
398,0.06937
399,0.06844
400,0.06769
401,0.06723
402,0.06711
403,0.06726
404,0.06755
405,0.06797
406,0.0683
407,0.06888
408,0.0695
409,0.06997
410,0.07032
411,0.07084
412,0.0712
413,0.07085
414,0.07045
415,0.07028
416,0.07037
417,0.07112
418,0.07331
419,0.07466
420,0.07335
421,0.07194
422,0.07136
423,0.07122
424,0.07119
425,0.07124
426,0.07119
427,0.07122
428,0.07113
429,0.0711
430,0.07113
431,0.07119
432,0.07133
433,0.07154
434,0.07181
435,0.07243
436,0.07366
437,0.07537
438,0.07543
439,0.0741
440,0.0736
441,0.07376
442,0.07353
443,0.07333
444,0.07323
445,0.07304
446,0.07286
447,0.07362
448,0.07944
449,0.08755
450,0.08623
451,0.08263
452,0.08099
453,0.07715
454,0.07642
455,0.07778
456,0.08063
457,0.08322
458,0.0828
459,0.08167
460,0.08394
461,0.08993
462,0.09518
463,0.09348
464,0.08894
465,0.09122
466,0.10603
467,0.11719
468,0.11054
469,0.09932
470,0.09019
471,0.08743
472,0.09537
473,0.09295
474,0.08013
475,0.07521
476,0.07369
477,0.07341
478,0.07518
479,0.08116
480,0.08671
481,0.087
482,0.08532
483,0.08239
484,0.07872
485,0.0761
486,0.07472
487,0.07458
488,0.07479
489,0.07641
490,0.08291
491,0.08835
492,0.08628
493,0.0808
494,0.07723
495,0.07521
496,0.07422
497,0.07376
498,0.0735
499,0.07342
500,0.07337
501,0.07367
502,0.07411
503,0.07388
504,0.07334
505,0.07291
506,0.07268
507,0.07247
508,0.07236
509,0.07223
510,0.07215
511,0.07226
512,0.07246
513,0.07226
514,0.0719
515,0.07157
516,0.07136
517,0.07121
518,0.0711
519,0.07084
520,0.07059
521,0.07035
522,0.07016
523,0.0699
524,0.06956
525,0.06938
526,0.06915
527,0.06888
528,0.06864
529,0.06829
530,0.06795
531,0.06777
532,0.06755
533,0.06741
534,0.06709
535,0.06689
536,0.06652
537,0.06614
538,0.06598
539,0.06601
540,0.06593
541,0.06592
542,0.06566
543,0.06542
544,0.06513
545,0.06486
546,0.06464
547,0.06438
548,0.06413
549,0.06384
550,0.06365
551,0.06352
552,0.06331
553,0.06304
554,0.06277
555,0.06249
556,0.06219
557,0.06198
558,0.06172
559,0.06148
560,0.0612
561,0.06091
562,0.06064
563,0.06034
564,0.06014
565,0.05998
566,0.05988
567,0.05973
568,0.0596
569,0.05952
570,0.05931
571,0.05902
572,0.05876
573,0.05855
574,0.05835
575,0.05816
576,0.05793
577,0.0578
578,0.05765
579,0.05745
580,0.05723
581,0.05711
582,0.05703
583,0.05699
584,0.05679
585,0.05658
586,0.05632
587,0.05606
588,0.05577
589,0.05538
590,0.05493
591,0.05443
592,0.05397
593,0.05347
594,0.05302
595,0.05252
596,0.05204
597,0.05158
598,0.05119
599,0.05087
600,0.05053
