Reservoir,Site,Depth_m,Date,Rep,Dilution,Sample Name,Max Fl Ex ,Max Fl Em ,Max Fl ,B,T,A,C,M,N,FI,BIX,HIX,T/B,T/M,T/N,T/C,A/T,A/C,A/M,M/C,C/N,FLAG,Notes_flag
CCR,50,0.1,9/29/2022,2,1,20230308_C29sep22_0_1m_r2.csv,305,304,5.381637296,0.060437252,0.072148038,0.164762768,0.067602233,0.079639283,0.07835461,1.44814952,0.7721634,2.930663553,1.193767685,0.905935308,0.920788683,1.067243416,2.283676349,2.437238547,2.068863036,1.178056983,0.862772887,,
CCR,50,1.5,9/29/2022,2,1,20230308_C29sep22_1_5m_r2.csv,315,316,4.058924688,0.057002468,0.066784366,0.159361599,0.066043999,0.073595824,0.06884434,1.435807581,0.742803802,3.160827244,1.171604804,0.907447765,0.97007779,1.011210199,2.386211174,2.412961077,2.165361996,1.114345353,0.959323581,,
CCR,301,0.1,9/29/2022,1,1,20230308_C29sep22_SMB_r1.csv,310,310,5.811941015,0.019902097,0.031550484,0.112078467,0.071541838,0.04842162,0.039461691,1.555375413,0.573942478,6.126284531,1.585284403,0.651578447,0.799521837,0.441007455,3.552353336,1.566614304,2.314636871,0.676829408,1.812944039,,
CCR,201,0.1,9/29/2022,2,1,20230308_C29sep22_CCS_r2.csv,300,300,6.608575348,0.053508104,0.045362059,0.155597066,0.111149702,0.075182303,0.060572766,1.7863062,0.635525761,4.534202359,0.847760536,0.603360857,0.74888538,0.408116779,3.430114745,1.399887382,2.069596971,0.676405794,1.834978169,,
CCR,50,1.5,10/14/2022,1,1,20230308_C14oct22_1_5m_r1.csv,240,408,8.637596681,0.092191744,0.091797597,0.652365158,0.165981709,2.832453661,0.923755775,1.423977582,0.726062742,4.474114937,0.995724701,0.032409214,0.099374314,0.55305851,7.106560308,3.930343653,0.230318034,17.06485415,0.179681377,,
CCR,50,6,10/14/2022,1,1,20230308_C14oct22_6m_r1.csv,240,408,11.80835916,0.066190904,0.082829683,0.850742205,0.207448101,3.7342465,1.252016593,1.495111763,0.731718155,6.337992648,1.251375597,0.022181097,0.066157017,0.399279059,10.27098232,4.100988155,0.227821652,18.00087097,0.165691175,DUP,strange DUP relative to R2; Had crazy high peak that showed over raylight bands. Other rep had same peak but not as high and not as weird of a max FI values
CCR,50,6,10/14/2022,2,1,20230308_C14oct22_6m_r2.csv,300,300,8.773029452,0.078441182,0.077508131,0.436549961,0.129542514,1.641139051,0.535248034,1.444898753,0.714267324,3.534016989,0.988105094,0.047228254,0.144807877,0.598321963,5.632311777,3.369935836,0.266004249,12.66872934,0.242023335,,
CCR,50,9,10/14/2022,1,1,20230308_C14oct22_9m_r1.csv,300,300,36.59529323,0.124880323,0.109334939,0.251823316,0.094973755,0.167251394,0.119554793,1.422120094,0.743295068,1.814087395,0.875517751,0.653716162,0.914517411,1.151212137,2.3032282,2.65150426,1.505657499,1.761027499,0.794395213,,
CCR,301,0.1,10/14/2022,1,1,20230308_C14oct22_SMB_r1.csv,305,304,8.082196348,0.062290701,0.060771169,0.188151898,0.165100359,0.088764874,0.068334555,1.677781295,0.474362862,4.89182925,0.975605797,0.684630824,0.889318275,0.36808623,3.09607173,1.13962137,2.119666139,0.537641919,2.416059615,,
CCR,50,0.1,10/14/2022,1,1,20230309_C14oct22_0_1m_r1.csv,300,300,4.230939161,0.063797657,0.067314921,0.183580863,0.078449235,0.131342849,0.089516793,1.452193782,0.751701096,3.303863293,1.05513156,0.512513026,0.751980928,0.858069825,2.727194212,2.340123061,1.397722557,1.674240033,0.876363328,,
CCR,201,0.1,10/14/2022,2,1,20230309_C14oct22_CCS_r2.csv,300,300,6.226276934,0.089721542,0.085111339,0.278428902,0.321201473,0.146080174,0.102157345,2.300389489,0.504886097,6.014590307,0.948616545,0.582634432,0.833139695,0.264978048,3.271349077,0.866835694,1.906000613,0.454792978,3.144183831,,
CCR,400,0.1,10/14/2022,2,1,20230309_C14oct22_TCT_r2.csv,330,328,2.070958109,0.085251134,0.087769118,0.25200462,0.180941027,0.127160527,0.1050506,1.764986689,0.676644688,4.798467498,1.029536077,0.690222985,0.835493737,0.485070301,2.871221957,1.392744499,1.98178339,0.702773324,1.722417833,PRECIP,sample had white precipitate in bottom of sample. I let sample sit until end of run and poured water from the top so no precip was in cuvette. Should probably double check on including these sampels in data set though.
CCR,50,0.1,11/17/2022,2,1,20230309_C17nov22_0_1m_r2.csv,300,300,9.633198233,0.067525448,0.074162312,0.244092445,0.121213406,0.116379843,0.093002395,1.457340252,0.674798948,4.254757238,1.098286857,0.637243618,0.797423681,0.611832587,3.291327337,2.01374132,2.097377339,0.960123523,1.303336398,,
CCR,50,1.5,11/17/2022,1,1,20230309_C17nov22_1_5m_r1.csv,305,304,11.74881206,0.070227088,0.078124368,0.247759492,0.124349898,0.109112141,0.092638847,1.505540912,0.680517972,3.814701476,1.112453473,0.716000688,0.843321901,0.628262422,3.171347143,1.992438237,2.270686735,0.87746064,1.34230836,,
CCR,50,1.5,11/17/2022,2,1,20230309_C17nov22_1_5m_r2.csv,300,300,7.899708903,0.067330693,0.073743414,0.239164826,0.119746112,0.105532501,0.087844973,1.463220785,0.671181989,4.257343126,1.095242162,0.698774435,0.839472211,0.615831384,3.243202528,1.997265902,2.266267013,0.881302111,1.363152695,,
CCR,50,6,11/17/2022,2,1,20230309_C17nov22_6m_r2.csv,300,300,9.408865668,0.056653681,0.066475344,0.244214583,0.120764481,0.136118701,0.095588906,1.469955044,0.682583519,4.538025755,1.173363201,0.488363048,0.695429487,0.550454433,3.673761862,2.022238502,1.794129541,1.127141857,1.263373397,,
CCR,50,9,11/17/2022,2,1,20230309_C17nov22_9m_r2.csv,300,300,7.288908767,0.080055228,0.080135693,0.243875281,0.122217648,0.107474067,0.09268793,1.485743181,0.676521146,3.609843256,1.001005117,0.745628178,0.86457528,0.655680206,3.043279123,1.995417884,2.269154667,0.879366185,1.318592923,,
CCR,50,21,11/17/2022,1,1,20230309_C17nov22_21m_r1.csv,310,310,13.03263092,0.082085715,0.093529493,0.373189486,0.204429171,0.164411778,0.126839632,1.504994051,0.611418959,5.552581755,1.139412548,0.568873438,0.737383828,0.457515397,3.990072792,1.825519739,2.269846428,0.804248127,1.611713687,,
CCR,201,0.1,11/17/2022,2,1,20230309_C17nov22_CCS_r2.csv,305,304,18.92224409,0.142744064,0.128504339,0.314346773,0.18194582,0.133968124,0.133510015,1.510799834,0.582983469,3.54268115,0.900242962,0.959215782,0.962507116,0.706278051,2.446195792,1.727694398,2.346429611,0.736307788,1.362787805,,
CCR,500,0.1,11/17/2022,1,1,20230309_C17nov22_CCT_r1.csv,310,310,2.829938996,0.047794251,0.09607554,0.308662384,0.181316675,0.153102992,0.11076646,1.568618255,0.650963167,5.985964351,2.010190297,0.627522288,0.867370319,0.529877022,3.212705177,1.702338653,2.016044104,0.844395541,1.636927594,PRECIP,sample had white precipitate in bottom of sample. I let sample sit until end of run and poured water from the top so no precip was in cuvette. Should probably double check on including these sampels in data set though.
CCR,301,0.1,11/17/2022,2,1,20230309_C17nov22_SMB_r2.csv,310,312,6.997102789,0.028844623,0.039227839,0.138900834,0.085505723,0.062256631,0.04854534,1.464315396,0.621190986,6.163489734,1.359970578,0.630098968,0.80806601,0.458774426,3.540873952,1.624462413,2.231101024,0.728098995,1.761358012,,
CCR,400,0.1,11/17/2022,1,1,20230309_C17nov22_TCT_r1.csv,310,310,6.417429328,0.048009138,0.070592602,0.38619184,0.217028691,0.160359514,0.121970376,1.582171231,0.639072604,8.274148437,1.470399283,0.440214618,0.578768424,0.325268524,5.470712645,1.779450629,2.408287675,0.738886242,1.779355764,PRECIP,sample had white precipitate in bottom of sample. I let sample sit until end of run and poured water from the top so no precip was in cuvette. Should probably double check on including these sampels in data set though.
