SIGNAL1,B
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,3.6E-5
238,0.00015
239,0.00026
240,0.00039
241,0.00052
242,0.00065
243,0.00081
244,0.00096
245,0.00112
246,0.00128
247,0.00144
248,0.0016
249,0.00177
250,0.00195
251,0.00212
252,0.0023
253,0.00248
254,0.00267
255,0.00286
256,0.00306
257,0.00326
258,0.00345
259,0.00365
260,0.00384
261,0.00404
262,0.00422
263,0.00443
264,0.00462
265,0.00484
266,0.00504
267,0.00524
268,0.00547
269,0.00569
270,0.00594
271,0.00618
272,0.00646
273,0.00672
274,0.00705
275,0.00733
276,0.00767
277,0.00801
278,0.0084
279,0.00879
280,0.00918
281,0.00959
282,0.01008
283,0.01059
284,0.01106
285,0.01157
286,0.01213
287,0.01269
288,0.01329
289,0.01401
290,0.01485
291,0.01545
292,0.01601
293,0.01662
294,0.01726
295,0.01794
296,0.01861
297,0.01931
298,0.01987
299,0.02055
300,0.02115
301,0.0217
302,0.02235
303,0.02287
304,0.02345
305,0.02393
306,0.02448
307,0.02499
308,0.02556
309,0.0261
310,0.02665
311,0.02735
312,0.028
313,0.0285
314,0.02896
315,0.02958
316,0.03018
317,0.03079
318,0.03152
319,0.03216
320,0.03292
321,0.03376
322,0.03463
323,0.035
324,0.03559
325,0.03621
326,0.03679
327,0.03742
328,0.03799
329,0.03874
330,0.0393
331,0.03997
332,0.04051
333,0.04112
334,0.04173
335,0.04229
336,0.04293
337,0.04342
338,0.04403
339,0.04455
340,0.04504
341,0.04553
342,0.04587
343,0.04662
344,0.04694
345,0.04739
346,0.04791
347,0.04818
348,0.04863
349,0.0489
350,0.04933
351,0.0496
352,0.04984
353,0.0501
354,0.0503
355,0.05057
356,0.05063
357,0.05085
358,0.05086
359,0.05109
360,0.05113
361,0.05126
362,0.05143
363,0.05148
364,0.05186
365,0.05198
366,0.05237
367,0.05271
368,0.05309
369,0.05355
370,0.05387
371,0.05455
372,0.05494
373,0.05542
374,0.056
375,0.05668
376,0.05744
377,0.05817
378,0.05906
379,0.05964
380,0.06042
381,0.06097
382,0.06143
383,0.0619
384,0.06246
385,0.06306
386,0.0635
387,0.06433
388,0.06507
389,0.06627
390,0.06717
391,0.06802
392,0.06912
393,0.06993
394,0.0714
395,0.07299
396,0.07424
397,0.07446
398,0.07402
399,0.07315
400,0.07231
401,0.07195
402,0.0718
403,0.07211
404,0.07218
405,0.07288
406,0.07303
407,0.07376
408,0.07424
409,0.07475
410,0.07511
411,0.07562
412,0.07598
413,0.07553
414,0.07529
415,0.07498
416,0.07526
417,0.07594
418,0.07817
419,0.07967
420,0.07805
421,0.07684
422,0.07597
423,0.07599
424,0.07588
425,0.07591
426,0.07595
427,0.07577
428,0.07598
429,0.07565
430,0.07588
431,0.07587
432,0.07603
433,0.07612
434,0.07643
435,0.07717
436,0.07838
437,0.07956
438,0.07966
439,0.07816
440,0.07773
441,0.07791
442,0.07769
443,0.07749
444,0.07738
445,0.07718
446,0.07698
447,0.07795
448,0.08457
449,0.0935
450,0.09068
451,0.08747
452,0.08548
453,0.08154
454,0.08091
455,0.08255
456,0.08541
457,0.08829
458,0.08751
459,0.08627
460,0.08892
461,0.09502
462,0.10049
463,0.09788
464,0.09377
465,0.096
466,0.11213
467,0.12287
468,0.11529
469,0.10394
470,0.09461
471,0.09216
472,0.10082
473,0.09805
474,0.08405
475,0.07946
476,0.07778
477,0.07738
478,0.07941
479,0.08546
480,0.09138
481,0.09104
482,0.08982
483,0.08632
484,0.08274
485,0.0798
486,0.07874
487,0.07851
488,0.07887
489,0.08063
490,0.08753
491,0.09296
492,0.09002
493,0.0846
494,0.08082
495,0.079
496,0.07789
497,0.07763
498,0.07718
499,0.07719
500,0.077
501,0.07756
502,0.07785
503,0.07767
504,0.07701
505,0.0765
506,0.07625
507,0.07604
508,0.07604
509,0.07568
510,0.07571
511,0.07567
512,0.07606
513,0.07568
514,0.07537
515,0.0749
516,0.07485
517,0.07454
518,0.07449
519,0.07424
520,0.07393
521,0.07366
522,0.07327
523,0.07317
524,0.07266
525,0.07246
526,0.07196
527,0.07205
528,0.07171
529,0.07139
530,0.07099
531,0.07069
532,0.07056
533,0.07027
534,0.07003
535,0.06964
536,0.0694
537,0.0688
538,0.06884
539,0.06869
540,0.06875
541,0.06854
542,0.06836
543,0.06805
544,0.06775
545,0.0676
546,0.0672
547,0.06698
548,0.06654
549,0.06647
550,0.06618
551,0.06602
552,0.06574
553,0.06551
554,0.06522
555,0.06483
556,0.06467
557,0.06427
558,0.06402
559,0.06368
560,0.0635
561,0.0632
562,0.06297
563,0.06251
564,0.06243
565,0.06215
566,0.06205
567,0.06183
568,0.06177
569,0.06163
570,0.06131
571,0.06108
572,0.06079
573,0.06056
574,0.0604
575,0.0602
576,0.05985
577,0.05986
578,0.05954
579,0.0594
580,0.05908
581,0.05902
582,0.05892
583,0.05879
584,0.05857
585,0.05823
586,0.05821
587,0.05766
588,0.05745
589,0.05697
590,0.05662
591,0.05601
592,0.05555
593,0.05515
594,0.05458
595,0.05402
596,0.05348
597,0.05316
598,0.05265
599,0.05238
600,0.05195
