SIGNAL2,B,C,D
270,0.00882,408,4.62438E4
272,0.00882,196,2.22252E4
274,0.00882,276,3.12996E4
276,0.00882,240,2.71961E4
278,0.00882,240,2.72084E4
280,0.00883,240,2.71887E4
282,0.00883,260,2.94424E4
284,0.00882,276,3.1284E4
286,0.00882,256,2.90157E4
288,0.00883,192,2.17441E4
290,0.00883,232,2.62884E4
292,0.00882,248,2.81064E4
294,0.00884,276,3.1233E4
296,0.00882,288,3.26368E4
298,0.00883,264,2.98954E4
300,0.00884,288,3.25939E4
302,0.00884,300,3.39459E4
304,0.00884,292,3.30496E4
306,0.00883,356,4.03061E4
308,0.00883,296,3.35206E4
310,0.00883,280,3.17029E4
312,0.00884,292,3.30227E4
314,0.00884,304,3.43876E4
316,0.00884,320,3.61942E4
318,0.00884,424,4.79399E4
320,0.00884,344,3.89123E4
322,0.00884,320,3.61811E4
324,0.00884,276,3.12147E4
326,0.00885,292,3.30063E4
328,0.00884,384,4.34252E4
330,0.00885,288,3.25571E4
332,0.00885,376,4.25012E4
334,0.00885,280,3.16499E4
336,0.00884,360,4.0724E4
338,0.00884,412,4.65916E4
340,0.00884,304,3.43751E4
342,0.00885,336,3.79472E4
344,0.00885,316,3.56933E4
346,0.00885,388,4.38299E4
348,0.00885,344,3.8863E4
350,0.00885,348,3.9306E4
352,0.00884,316,3.57288E4
354,0.00885,384,4.33859E4
356,0.00886,408,4.60684E4
358,0.00886,304,3.43255E4
360,0.00885,360,4.06651E4
362,0.00885,404,4.5625E4
364,0.00885,396,4.47579E4
366,0.00885,360,4.06835E4
368,0.00885,372,4.2051E4
370,0.00885,380,4.29437E4
372,0.00885,336,3.79627E4
374,0.00885,340,3.84025E4
376,0.00885,352,3.97704E4
378,0.00885,344,3.88683E4
380,0.00885,452,5.10688E4
382,0.00885,360,4.06872E4
384,0.00885,340,3.8432E4
386,0.00885,360,4.06853E4
388,0.00885,316,3.57046E4
390,0.00884,364,4.11821E4
392,0.00885,276,3.1185E4
394,0.00885,384,4.33722E4
396,0.00885,304,3.43394E4
398,0.00886,336,3.79404E4
400,0.00884,304,3.4372E4
402,0.00884,332,3.75379E4
404,0.00885,276,3.11879E4
406,0.00885,384,4.34134E4
408,0.00884,312,3.52845E4
410,0.00886,352,3.97471E4
412,0.00886,268,3.02647E4
414,0.00886,348,3.92794E4
416,0.00886,296,3.34176E4
418,0.00886,344,3.88367E4
420,0.00885,304,3.43503E4
422,0.00885,308,3.48023E4
424,0.00885,316,3.56869E4
426,0.00885,332,3.75277E4
428,0.00885,328,3.70638E4
430,0.00886,300,3.38707E4
